place,abbrev,date,r,lower,upper
Dadra and Nagar Haveli and Daman and Diu,dh,2022-07-12,0.797422295741615,0.382394986304332,1.36238031905249
Dadra and Nagar Haveli and Daman and Diu,dh,2022-07-13,0.879464781754455,0.421737547307189,1.50254829387201
Dadra and Nagar Haveli and Daman and Diu,dh,2022-07-14,1.01331765550671,0.505844522667254,1.69411567894828
Dadra and Nagar Haveli and Daman and Diu,dh,2022-07-15,0.991697505807065,0.495051821834125,1.65797001979754
Dadra and Nagar Haveli and Daman and Diu,dh,2022-07-16,0.999230759347246,0.498812394859233,1.67056449386651
Dadra and Nagar Haveli and Daman and Diu,dh,2022-07-17,,,
Dadra and Nagar Haveli and Daman and Diu,dh,2022-07-18,0.826215972018174,0.377798553763098,1.44708874485205
Dadra and Nagar Haveli and Daman and Diu,dh,2022-07-19,0.932427864455166,0.426365394291636,1.63311520684306
Dadra and Nagar Haveli and Daman and Diu,dh,2022-07-20,0.972415167034906,0.444650135322012,1.70315158650635
Dadra and Nagar Haveli and Daman and Diu,dh,2022-07-21,0.883869749631004,0.381592222666275,1.59347080761964
Dadra and Nagar Haveli and Daman and Diu,dh,2022-07-22,,,
Dadra and Nagar Haveli and Daman and Diu,dh,2022-07-23,1.07968733280516,0.493701800334059,1.89103508062818
Dadra and Nagar Haveli and Daman and Diu,dh,2022-07-24,1.04187678910809,0.476412412075374,1.82481121898204
Dadra and Nagar Haveli and Daman and Diu,dh,2022-07-25,,,
Dadra and Nagar Haveli and Daman and Diu,dh,2022-07-26,1.04180571773863,0.476379913719609,1.82468673993259
Dadra and Nagar Haveli and Daman and Diu,dh,2022-07-27,1.0477109917384,0.479080181025308,1.83502962342764
Dadra and Nagar Haveli and Daman and Diu,dh,2022-07-28,1.17066760057992,0.561380617874944,2.00006258628525
Dadra and Nagar Haveli and Daman and Diu,dh,2022-07-29,,,
Dadra and Nagar Haveli and Daman and Diu,dh,2022-07-30,,,
Dadra and Nagar Haveli and Daman and Diu,dh,2022-07-31,1.4333932529729,0.763221538307983,2.31124573689803
Dadra and Nagar Haveli and Daman and Diu,dh,2022-08-01,1.37629531408969,0.770302039634882,2.1552436986483
Dadra and Nagar Haveli and Daman and Diu,dh,2022-08-02,1.11623684298658,0.610257069146941,1.77245621128767
Dadra and Nagar Haveli and Daman and Diu,dh,2022-08-03,1.28012289856075,0.731700843437635,1.97940754329961
Dadra and Nagar Haveli and Daman and Diu,dh,2022-08-04,1.59994724705522,1.00267842162706,2.33452162581062
Dadra and Nagar Haveli and Daman and Diu,dh,2022-08-05,1.1934225857364,0.738747390279023,1.755375610753
Dadra and Nagar Haveli and Daman and Diu,dh,2022-08-06,1.15487205372126,0.714884003361067,1.69867259164667
Dadra and Nagar Haveli and Daman and Diu,dh,2022-08-07,1.23784192449167,0.784685596812,1.79262461262768
Dadra and Nagar Haveli and Daman and Diu,dh,2022-08-08,0.998729825638044,0.610050123771712,1.48165832070408
Dadra and Nagar Haveli and Daman and Diu,dh,2022-08-09,,,
Dadra and Nagar Haveli and Daman and Diu,dh,2022-08-10,0.742448596201605,0.405903556361739,1.17892330303164
Dadra and Nagar Haveli and Daman and Diu,dh,2022-08-11,0.78543840538442,0.405847485488425,1.28825241205022
Dadra and Nagar Haveli and Daman and Diu,dh,2022-08-12,0.755987238265076,0.362525265679672,1.291589337754
Dadra and Nagar Haveli and Daman and Diu,dh,2022-08-13,0.787889337399331,0.360273175871605,1.3799609677776
Dadra and Nagar Haveli and Daman and Diu,dh,2022-08-14,1.0784346418099,0.538350687614705,1.80298154826635
Dadra and Nagar Haveli and Daman and Diu,dh,2022-08-15,,,
Dadra and Nagar Haveli and Daman and Diu,dh,2022-08-16,,,
Dadra and Nagar Haveli and Daman and Diu,dh,2022-08-17,,,
Dadra and Nagar Haveli and Daman and Diu,dh,2022-08-18,1.01586262547845,0.507114962507676,1.69837048839343
Dadra and Nagar Haveli and Daman and Diu,dh,2022-08-19,,,
Dadra and Nagar Haveli and Daman and Diu,dh,2022-08-20,,,
Dadra and Nagar Haveli and Daman and Diu,dh,2022-08-21,,,
Dadra and Nagar Haveli and Daman and Diu,dh,2022-08-22,,,
Dadra and Nagar Haveli and Daman and Diu,dh,2022-08-23,1.29265665674056,0.706707422992006,2.05259066182759
Dadra and Nagar Haveli and Daman and Diu,dh,2022-08-24,,,
Dadra and Nagar Haveli and Daman and Diu,dh,2022-08-25,,,
Delhi,dl,2020-03-14,,,
Delhi,dl,2020-03-15,,,
Delhi,dl,2020-03-16,,,
Delhi,dl,2020-03-17,,,
Delhi,dl,2020-03-18,,,
Delhi,dl,2020-03-19,,,
Delhi,dl,2020-03-20,,,
Delhi,dl,2020-03-21,,,
Delhi,dl,2020-03-22,,,
Delhi,dl,2020-03-23,,,
Delhi,dl,2020-03-24,,,
Delhi,dl,2020-03-25,,,
Delhi,dl,2020-03-26,,,
Delhi,dl,2020-03-27,,,
Delhi,dl,2020-03-28,,,
Delhi,dl,2020-03-29,,,
Delhi,dl,2020-03-30,,,
Delhi,dl,2020-03-31,,,
Delhi,dl,2020-04-01,,,
Delhi,dl,2020-04-02,,,
Delhi,dl,2020-04-03,,,
Delhi,dl,2020-04-04,,,
Delhi,dl,2020-04-05,4.23886182017884,3.82544532694607,4.67318507384972
Delhi,dl,2020-04-06,2.90252633869719,2.61578124748152,3.20396986491194
Delhi,dl,2020-04-07,1.69126434577696,1.500265870483,1.89354084883596
Delhi,dl,2020-04-08,1.40737571813458,1.24843745576262,1.57569892524603
Delhi,dl,2020-04-09,1.22539511453862,1.08507797051629,1.37412047480861
Delhi,dl,2020-04-10,1.66195619493099,1.50325105690067,1.8285109299878
Delhi,dl,2020-04-11,2.13880171367488,1.96298268162141,2.32205379125374
Delhi,dl,2020-04-12,2.09576484994216,1.92851161209069,2.26987391919979
Delhi,dl,2020-04-13,2.72352631960573,2.54264878173041,2.91053064036338
Delhi,dl,2020-04-14,2.38571681043694,2.22727421356053,2.54952626160482
Delhi,dl,2020-04-15,1.63513706356841,1.51418191254756,1.76067375325234
Delhi,dl,2020-04-16,1.20598785173193,1.10916874477904,1.30680035473606
Delhi,dl,2020-04-17,1.06854246662248,0.981404680011418,1.15933347238603
Delhi,dl,2020-04-18,0.70569683128095,0.636870169396194,0.778004105466697
Delhi,dl,2020-04-19,0.799785809393913,0.727033637772416,0.875957378015615
Delhi,dl,2020-04-20,0.921805589003458,0.843074598237064,1.00400073148708
Delhi,dl,2020-04-21,0.964367684132783,0.883020634907277,1.0492477181644
Delhi,dl,2020-04-22,1.02525706066913,0.94074844695935,1.11334850218708
Delhi,dl,2020-04-23,0.922468153412257,0.842105963549506,1.00644021325436
Delhi,dl,2020-04-24,0.979365400967787,0.896359772644436,1.0659939920472
Delhi,dl,2020-04-25,1.04929384317064,0.963037213270645,1.13919711729012
Delhi,dl,2020-04-26,1.47392254991312,1.37118120651849,1.58032286700106
Delhi,dl,2020-04-27,1.64406923175029,1.53607259380991,1.75568272199594
Delhi,dl,2020-04-28,1.71447921187554,1.60655887136758,1.82585801806841
Delhi,dl,2020-04-29,1.57910775880896,1.47902462328574,1.68242100314777
Delhi,dl,2020-04-30,1.4066561361047,1.31579759535995,1.50050504933115
Delhi,dl,2020-05-01,1.20853766257742,1.12727275020268,1.29259080811194
Delhi,dl,2020-05-02,1.41478849312465,1.32907860328115,1.50313863149023
Delhi,dl,2020-05-03,1.65052409571154,1.55977991389109,1.74379773996785
Delhi,dl,2020-05-04,1.84744839722915,1.75388840643482,1.94340527841898
Delhi,dl,2020-05-05,1.86749846985655,1.77682289468927,1.96039885843742
Delhi,dl,2020-05-06,1.92336963962986,1.83541165961171,2.01335731572051
Delhi,dl,2020-05-07,1.80321318950312,1.72216565075078,1.88609811674994
Delhi,dl,2020-05-08,1.55028261934538,1.47889327439552,1.62333105478446
Delhi,dl,2020-05-09,1.31368338910485,1.25096036295971,1.37791912611801
Delhi,dl,2020-05-10,1.35231409117336,1.29089244930945,1.41514320299071
Delhi,dl,2020-05-11,1.19846090096288,1.14219405820125,1.25606156018022
Delhi,dl,2020-05-12,1.11693672785009,1.06384612000159,1.17130187072863
Delhi,dl,2020-05-13,1.09447679312915,1.04277580770887,1.14741108320675
Delhi,dl,2020-05-14,1.22784165589837,1.17365409768207,1.28323492741685
Delhi,dl,2020-05-15,1.23093476059323,1.17721309823786,1.28583821816745
Delhi,dl,2020-05-16,1.27674866512521,1.22273305467247,1.33191537968256
Delhi,dl,2020-05-17,1.24811334580293,1.19550699731149,1.30183647659874
Delhi,dl,2020-05-18,1.17280281377892,1.12266272092925,1.22402291129512
Delhi,dl,2020-05-19,1.1516658466178,1.10275755432262,1.20162043730245
Delhi,dl,2020-05-20,1.18028865745509,1.13141253752823,1.23018380858639
Delhi,dl,2020-05-21,1.22262065493134,1.1734447233888,1.27279183611948
Delhi,dl,2020-05-22,1.31440130168336,1.26402182203578,1.36575146683262
Delhi,dl,2020-05-23,1.42092766476574,1.36929705372972,1.47350038426659
Delhi,dl,2020-05-24,1.37036259657292,1.32063824007708,1.4209929987132
Delhi,dl,2020-05-25,1.35323187004813,1.30496478936557,1.40236320323945
Delhi,dl,2020-05-26,1.22133707890935,1.17656890520085,1.26692945167102
Delhi,dl,2020-05-27,1.22413627615374,1.18027548857083,1.26878605040239
Delhi,dl,2020-05-28,1.35560611991922,1.31023315217014,1.40174061728995
Delhi,dl,2020-05-29,1.54091503541579,1.49334511082162,1.58922038745529
Delhi,dl,2020-05-30,1.66794673177605,1.61954962884848,1.71704642549342
Delhi,dl,2020-05-31,1.87508558683896,1.82531185785312,1.92551952738261
Delhi,dl,2020-06-01,1.79660291564622,1.74976097309657,1.84405498218245
Delhi,dl,2020-06-02,1.7174410578512,1.67371714120724,1.76172090729099
Delhi,dl,2020-06-03,1.67477530835336,1.633541764492,1.716515641396
Delhi,dl,2020-06-04,1.58253503555268,1.54416485343309,1.6213695565874
Delhi,dl,2020-06-05,1.46603022317767,1.4305801992233,1.50190808242856
Delhi,dl,2020-06-06,1.43184450056114,1.39806402924687,1.46602261486987
Delhi,dl,2020-06-07,1.34047687604567,1.30881503829597,1.37251185801263
Delhi,dl,2020-06-08,1.17276224554685,1.14397740921606,1.20189976405875
Delhi,dl,2020-06-09,1.12169038425194,1.09417427090935,1.14954344660546
Delhi,dl,2020-06-10,1.11635599510206,1.08933244942585,1.14370603394642
Delhi,dl,2020-06-11,1.18507979928695,1.1575451560593,1.21293358961224
Delhi,dl,2020-06-12,1.30225578446221,1.2736759820444,1.33114828155699
Delhi,dl,2020-06-13,1.4504687857943,1.42068160767864,1.48056071209519
Delhi,dl,2020-06-14,1.53011783325586,1.50008437695299,1.56044483727015
Delhi,dl,2020-06-15,1.47471001386295,1.44597473984104,1.5037240834742
Delhi,dl,2020-06-16,1.38651325451,1.35947234634748,1.41381675628682
Delhi,dl,2020-06-17,1.34428286889641,1.31841952868776,1.37039394381961
Delhi,dl,2020-06-18,1.36823748678796,1.34281182671766,1.39389829868273
Delhi,dl,2020-06-19,1.41200012888952,1.38678024512823,1.43744412191211
Delhi,dl,2020-06-20,1.56822592218931,1.5422791736508,1.59438611261886
Delhi,dl,2020-06-21,1.60657560491218,1.58101712389919,1.63233617976174
Delhi,dl,2020-06-22,1.55408095886598,1.52975263704784,1.57859854975255
Delhi,dl,2020-06-23,1.547878303178,1.52443687683672,1.57149610958966
Delhi,dl,2020-06-24,1.50058321943753,1.4782887464564,1.5230422395553
Delhi,dl,2020-06-25,1.38293541386141,1.36224516565879,1.40377944495981
Delhi,dl,2020-06-26,1.33447285265531,1.31477090960937,1.35431928780659
Delhi,dl,2020-06-27,1.26791745907884,1.24921888250163,1.28675301601703
Delhi,dl,2020-06-28,1.13783776803567,1.12052916184299,1.15527719502035
Delhi,dl,2020-06-29,0.983076273442997,0.967286247118195,0.998992365168656
Delhi,dl,2020-06-30,0.883086819318176,0.868296479119985,0.898000333634502
Delhi,dl,2020-07-01,0.811455254450119,0.797327066722587,0.825705796365565
Delhi,dl,2020-07-02,0.780446630817079,0.766537702042033,0.794478882563014
Delhi,dl,2020-07-03,0.771205151177662,0.757245359081321,0.785290676074803
Delhi,dl,2020-07-04,0.820860498905848,0.806262809132251,0.835587337482111
Delhi,dl,2020-07-05,0.84885169539877,0.833784233529765,0.864052212724234
Delhi,dl,2020-07-06,0.795885224862055,0.78109546257464,0.810811771782617
Delhi,dl,2020-07-07,0.789838093270278,0.774912647011444,0.804903934091375
Delhi,dl,2020-07-08,0.775662078996456,0.760659348480272,0.79080928648897
Delhi,dl,2020-07-09,0.774914001262226,0.759686945843983,0.790290053172171
Delhi,dl,2020-07-10,0.788029983635776,0.772422543063011,0.803791364474945
Delhi,dl,2020-07-11,0.848490396800786,0.832021723818784,0.865118223055854
Delhi,dl,2020-07-12,0.837879391961577,0.821256482989215,0.854666538108015
Delhi,dl,2020-07-13,0.790802461594824,0.774436352688702,0.807337322288665
Delhi,dl,2020-07-14,0.759003059118783,0.742757214154053,0.77542221308746
Delhi,dl,2020-07-15,0.740521619841631,0.724233877541722,0.756987966880123
Delhi,dl,2020-07-16,0.753694672976093,0.73698011421097,0.770594049212042
Delhi,dl,2020-07-17,0.770861771480714,0.753643035122699,0.788272290633178
Delhi,dl,2020-07-18,0.824103086802604,0.805964336901221,0.842440879036215
Delhi,dl,2020-07-19,0.81040447485554,0.792102991809942,0.828912072179059
Delhi,dl,2020-07-20,0.758062135192217,0.740091083660254,0.77624576796401
Delhi,dl,2020-07-21,0.746775086945989,0.72866318278649,0.765106241674861
Delhi,dl,2020-07-22,0.744791812007319,0.726391868765965,0.763418689009607
Delhi,dl,2020-07-23,0.718917036802374,0.700506135308033,0.737563427115262
Delhi,dl,2020-07-24,0.723393247871325,0.704564403006521,0.742466922194577
Delhi,dl,2020-07-25,0.779215459485305,0.75926379026547,0.799422280663733
Delhi,dl,2020-07-26,0.773376175739742,0.753090923557994,0.793927258428297
Delhi,dl,2020-07-27,0.713475989875819,0.693631263941026,0.733596705583535
Delhi,dl,2020-07-28,0.742932947647326,0.722300256699607,0.763852145445635
Delhi,dl,2020-07-29,0.775189379274568,0.753682592824277,0.796994504682075
Delhi,dl,2020-07-30,0.79845747748376,0.77619482457584,0.821030514216137
Delhi,dl,2020-07-31,0.848490063591476,0.825116437378088,0.872185595787279
Delhi,dl,2020-08-01,0.965014027026415,0.939672504312929,0.990688035705485
Delhi,dl,2020-08-02,0.972070385665999,0.946321608016054,0.99815996919086
Delhi,dl,2020-08-03,0.94378800009728,0.918242401570342,0.96967920046221
Delhi,dl,2020-08-04,0.875269783562647,0.850564046127162,0.900324280699475
Delhi,dl,2020-08-05,0.862115393729096,0.837472784166614,0.887110340923689
Delhi,dl,2020-08-06,0.909351103871716,0.883847959358896,0.935211923514231
Delhi,dl,2020-08-07,0.969353832315227,0.94279298536275,0.99627850461025
Delhi,dl,2020-08-08,1.09943229842695,1.07093935785536,1.12829410802877
Delhi,dl,2020-08-09,1.22838240598676,1.19816797580741,1.25896783510404
Delhi,dl,2020-08-10,1.14676946949196,1.11769973168264,1.17620720758737
Delhi,dl,2020-08-11,1.11647604940442,1.08807364830247,1.14523929698295
Delhi,dl,2020-08-12,1.08030581645164,1.05263765480433,1.10832790480457
Delhi,dl,2020-08-13,0.9803108886568,0.954177538502533,1.00679237972745
Delhi,dl,2020-08-14,0.949760248940057,0.924182803562166,0.975681956022965
Delhi,dl,2020-08-15,1.05030589646518,1.02343607076311,1.07751904847427
Delhi,dl,2020-08-16,0.941276045296928,0.915839915206149,0.967055728382796
Delhi,dl,2020-08-17,0.881055029936934,0.856466828273639,0.90598635722761
Delhi,dl,2020-08-18,0.961741286995,0.935977923940598,0.987849558677718
Delhi,dl,2020-08-19,1.00944588557689,0.982913589654992,1.0363266097465
Delhi,dl,2020-08-20,1.00491260820742,0.978352418906273,1.03182355974214
Delhi,dl,2020-08-21,1.11810765598876,1.09005108552116,1.14651576382245
Delhi,dl,2020-08-22,1.23167719756364,1.20225011882118,1.26145512564907
Delhi,dl,2020-08-23,1.23025430790774,1.20102676755395,1.25982833251017
Delhi,dl,2020-08-24,1.14152495495402,1.11370365305962,1.16968470936035
Delhi,dl,2020-08-25,1.1694672199569,1.14166737843513,1.19759681809091
Delhi,dl,2020-08-26,1.21856538847625,1.19050345725042,1.24694966468231
Delhi,dl,2020-08-27,1.26103373455787,1.23281993118275,1.28956230417177
Delhi,dl,2020-08-28,1.28406100105222,1.2559829683685,1.31244510927354
Delhi,dl,2020-08-29,1.38261257277856,1.3539391059988,1.41158231442529
Delhi,dl,2020-08-30,1.40377698937256,1.37542035009393,1.43241894651501
Delhi,dl,2020-08-31,1.29336990021758,1.26676339754875,1.32024908164002
Delhi,dl,2020-09-01,1.29857521532079,1.27253341807702,1.32487712464703
Delhi,dl,2020-09-02,1.33717881357861,1.31130011879997,1.36330686923145
Delhi,dl,2020-09-03,1.38219594353471,1.35641643618264,1.40821476033719
Delhi,dl,2020-09-04,1.43049083009258,1.40482913052722,1.45638156952972
Delhi,dl,2020-09-05,1.54904585961236,1.52297236319734,1.57533758828901
Delhi,dl,2020-09-06,1.56905667806261,1.54352375162315,1.59479615477594
Delhi,dl,2020-09-07,1.42767535853984,1.40408779046288,1.4514566821617
Delhi,dl,2020-09-08,1.42081018282741,1.39803383019559,1.44376802136856
Delhi,dl,2020-09-09,1.4415303959254,1.41924828223893,1.4639836589193
Delhi,dl,2020-09-10,1.47712845047847,1.45519193632615,1.4992267993025
Delhi,dl,2020-09-11,1.47689168641882,1.45557032628584,1.49836592489139
Delhi,dl,2020-09-12,1.56276959139946,1.54147192771043,1.58421135328095
Delhi,dl,2020-09-13,1.51394992816079,1.49362389928619,1.53441142583611
Delhi,dl,2020-09-14,1.3630970946854,1.34443713158779,1.38188388065744
Delhi,dl,2020-09-15,1.27823054219958,1.26071304670388,1.2958672280011
Delhi,dl,2020-09-16,1.22692313558184,1.21019350924699,1.2437660140153
Delhi,dl,2020-09-17,1.18365442421622,1.16755811032023,1.19985940848118
Delhi,dl,2020-09-18,1.13821161619992,1.12269274012806,1.15383554042792
Delhi,dl,2020-09-19,1.15254657829026,1.13714394875504,1.16805138728044
Delhi,dl,2020-09-20,1.1025796844234,1.08768733073255,1.11757189544834
Delhi,dl,2020-09-21,0.980595960912798,0.966698461916776,0.99459127159132
Delhi,dl,2020-09-22,0.935171564203895,0.921698306614188,0.948741229633684
Delhi,dl,2020-09-23,0.91057555994991,0.897307243287376,0.923939907217785
Delhi,dl,2020-09-24,0.902165617342811,0.888932571003149,0.915495079518957
Delhi,dl,2020-09-25,0.911159827767564,0.897800484455824,0.924616465804456
Delhi,dl,2020-09-26,0.964664864882844,0.950837366192756,0.978590799429892
Delhi,dl,2020-09-27,0.947937305490012,0.934154363026705,0.961819786537309
Delhi,dl,2020-09-28,0.864062812190292,0.850852361856824,0.877373617646419
Delhi,dl,2020-09-29,0.839908906547901,0.826822859166063,0.853096274511517
Delhi,dl,2020-09-30,0.829502779607097,0.816395913306771,0.842712575593818
Delhi,dl,2020-10-01,0.828052096801087,0.814822768760815,0.841386479854599
Delhi,dl,2020-10-02,0.826369975274612,0.813000592068665,0.839846878899045
Delhi,dl,2020-10-03,0.862895589237503,0.849064301416937,0.876837075956841
Delhi,dl,2020-10-04,0.851911845100924,0.838000155408001,0.865936472962886
Delhi,dl,2020-10-05,0.783401300599918,0.769911989037703,0.797006133988716
Delhi,dl,2020-10-06,0.779747489547384,0.766129205523323,0.793484081280552
Delhi,dl,2020-10-07,0.799276316625719,0.785289607641221,0.813384774168657
Delhi,dl,2020-10-08,0.855395783545214,0.840699802552628,0.870217335851664
Delhi,dl,2020-10-09,0.893038130791717,0.877799153599056,0.908406431284132
Delhi,dl,2020-10-10,0.979448627137028,0.963290700585571,0.995739079814569
Delhi,dl,2020-10-11,1.00450723187821,0.98799687341888,1.02115250484802
Delhi,dl,2020-10-12,0.940336141619031,0.92429067261576,0.956517772867556
Delhi,dl,2020-10-13,0.967583515677563,0.951264512765061,0.984039383084003
Delhi,dl,2020-10-14,1.0076206720726,0.990912195354095,1.0244669036886
Delhi,dl,2020-10-15,1.05755213254088,1.04039202824698,1.07485065438962
Delhi,dl,2020-10-16,1.10542262138662,1.08787276515866,1.12311096042756
Delhi,dl,2020-10-17,1.20201657955584,1.18376202336699,1.22040887557723
Delhi,dl,2020-10-18,1.2056815973645,1.18751477968682,1.223984411229
Delhi,dl,2020-10-19,1.09805512758181,1.08090405089329,1.11533933552436
Delhi,dl,2020-10-20,1.07984506219528,1.06302979761908,1.09679045065795
Delhi,dl,2020-10-21,1.07892522743782,1.06225995838571,1.09571841019663
Delhi,dl,2020-10-22,1.10595307524942,1.08919271198763,1.12283963598969
Delhi,dl,2020-10-23,1.14382293325855,1.12688402688748,1.16088645094484
Delhi,dl,2020-10-24,1.25438832044349,1.2367756071398,1.27212383407495
Delhi,dl,2020-10-25,1.2649458672605,1.24743429393507,1.28257780958881
Delhi,dl,2020-10-26,1.17668470126433,1.16003519394899,1.19345119762798
Delhi,dl,2020-10-27,1.19919974352668,1.18264674709035,1.21586618597625
Delhi,dl,2020-10-28,1.25939450283499,1.24265892561033,1.27624047154897
Delhi,dl,2020-10-29,1.31632228574148,1.2994502444341,1.33330164861768
Delhi,dl,2020-10-30,1.36953460483504,1.35260622251182,1.38656680523786
Delhi,dl,2020-10-31,1.43409415022864,1.41710724326772,1.45118086268594
Delhi,dl,2020-11-01,1.41040831498186,1.39394472013254,1.42696722691686
Delhi,dl,2020-11-02,1.25982263893177,1.24465893866454,1.27507688032211
Delhi,dl,2020-11-03,1.24428078258116,1.22957585048067,1.25907191429419
Delhi,dl,2020-11-04,1.2369978601052,1.22262605324449,1.25145248182246
Delhi,dl,2020-11-05,1.26386144281962,1.24958736957123,1.27821545911647
Delhi,dl,2020-11-06,1.28366912583812,1.26952350596123,1.29789203439393
Delhi,dl,2020-11-07,1.35579635259418,1.34150935200487,1.3701579823355
Delhi,dl,2020-11-08,1.34375345892485,1.32979812734439,1.35778062758026
Delhi,dl,2020-11-09,1.2212723014281,1.20825123062769,1.23436219443151
Delhi,dl,2020-11-10,1.21036004876832,1.1976636209121,1.22312249411407
Delhi,dl,2020-11-11,1.21714564758098,1.20462980302823,1.22972528080633
Delhi,dl,2020-11-12,1.18349660474246,1.17134352857843,1.19571153495893
Delhi,dl,2020-11-13,1.15128318305307,1.13947016113672,1.16315628094827
