Updated On,State,RT PCR Tests,Antigen Tests,Other Tests,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine,Tag (People in Quarantine),Total People Released From Quarantine,People in ICU,People on Ventilators,Num Isolation Beds,Num ICU Beds,Num Ventilators,Total PPE,Total N95 Masks,Corona Enquiry Calls,Num Calls State Helpline,Source1,Source2,Source3,Test positivity rate,Tests per thousand,Tests per million,Tests per positive case,Population NCP 2019 Projection,...32
10/07/2020,Uttar Pradesh,NA,NA,NA,1074112,Tested,33700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1076,https://twitter.com/UPGovt/status/1281586777854078982?s=20,NA,NA,3.14%,4.77,4774,32,224979000,NA
11/07/2020,Uttar Pradesh,NA,NA,NA,1116466,Tested,35092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1076,https://twitter.com/UPGovt/status/1281963946853818369?s=20,NA,NA,3.14%,4.96,4963,32,224979000,NA
12/07/2020,Uttar Pradesh,NA,NA,NA,1156089,Tested,36476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1076,https://twitter.com/UPGovt/status/1282320258691293184?s=20,NA,NA,3.16%,5.14,5139,32,224979000,NA
13/07/2020,Uttar Pradesh,NA,NA,NA,1192089,Tested,38130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1076,https://twitter.com/UPGovt/status/1282670362946269185?s=20,NA,NA,3.20%,5.3,5299,31,224979000,NA
14/07/2020,Uttar Pradesh,NA,NA,NA,1231939,Tested,39724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1076,https://youtu.be/2O_sNjD-Y5M,https://twitter.com/nhm_up/status/1283069127892983808?s=20,NA,3.22%,5.48,5476,31,224979000,NA
15/07/2020,Uttar Pradesh,NA,NA,NA,1277241,Tested,41383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1076,https://youtu.be/C-p1MV8Utso,https://www.youtube.com/c/UPGovtOfficial/videos,NA,3.24%,5.68,5677,31,224979000,NA
16/07/2020,Uttar Pradesh,NA,NA,NA,1325327,Tested,43441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1076,https://youtu.be/a6uUPuPNXw0,https://twitter.com/UPGovt/status/1283704413203226624?s=20,https://twitter.com/nhm_up,3.28%,5.89,5891,31,224979000,NA
17/07/2020,Uttar Pradesh,NA,NA,NA,1379534,Tested,NA,NA,NA,NA,4142,Facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,1076,https://youtu.be/iMwJXDs5NT0,https://www.youtube.com/c/UPGovtOfficial/videos,https://twitter.com/UPGovt/status/1284124457989095427?s=20,0.00%,6.13,6132,NA,224979000,NA
18/07/2020,Uttar Pradesh,NA,NA,NA,1426303,Tested,47036,NA,NA,NA,4115,Facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,1076,https://www.youtube.com/watch?v=6VHnbLob3t0,https://www.youtube.com/c/UPGovtOfficial/videos,https://twitter.com/UPGovt/status/1284471060339949570?s=20,3.30%,6.34,6340,30,224979000,NA
19/07/2020,Uttar Pradesh,NA,NA,NA,1470426,Tested,49286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1076,https://youtu.be/FtfakZNnEpo,https://www.youtube.com/c/UPGovtOfficial/videos,https://twitter.com/UPGovt/status/1284471060339949570?s=20,3.35%,6.54,6536,30,224979000,NA
20/07/2020,Uttar Pradesh,NA,NA,NA,1513827,Tested,51160,NA,NA,NA,4508,Facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,1076,https://youtu.be/_I185jikyEw,https://www.youtube.com/c/UPGovtOfficial/videos,https://twitter.com/UPGovt/status/1284471060339949570?s=20,3.38%,6.73,6729,30,224979000,NA
21/07/2020,Uttar Pradesh,NA,NA,NA,1554116,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1285616006044561415?s=20,https://www.youtube.com/c/UPGovtOfficial/videos,https://twitter.com/UPGovt/status/1284471060339949570?s=20,0.00%,6.91,6908,NA,224979000,NA
22/07/2020,Uttar Pradesh,NA,NA,NA,1600000,Tested,55588,NA,NA,NA,4264,Facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1285881593282719746?s=20,https://www.youtube.com/c/UPGovtOfficial/videos,https://twitter.com/UPGovt/status/1284471060339949570?s=20,3.47%,7.11,7112,29,224979000,NA
23/07/2020,Uttar Pradesh,NA,NA,NA,1654651,Tested,58104,NA,NA,NA,4441,Facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1286242995344293890?s=20,https://www.youtube.com/watch?v=kJ1RBxhtBrM,https://twitter.com/UPGovt/status/1286289567406886912?s=20,3.51%,7.35,7355,28,224979000,NA
24/07/2020,Uttar Pradesh,NA,NA,NA,1705348,Tested,60771,NA,NA,NA,4419,Facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1286614367841075200?s=20,https://www.youtube.com/watch?v=kJ1RBxhtBrM,NA,3.56%,7.58,7580,28,224979000,NA
25/07/2020,Uttar Pradesh,NA,NA,NA,1762416,Tested,63742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1286970214769336321?s=20,https://www.youtube.com/watch?v=kJ1RBxhtBrM,https://twitter.com/74_alok/status/1286938820462563329?s=20,3.62%,7.83,7834,28,224979000,NA
26/07/2020,Uttar Pradesh,NA,NA,NA,1834297,Tested,67048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1287331257542557696?s=20,https://www.youtube.com/watch?v=kJ1RBxhtBrM,https://twitter.com/UPGovt/status/1287374622598533120?s=20,3.66%,8.15,8153,27,224979000,NA
27/07/2020,Uttar Pradesh,NA,NA,NA,1941259,Tested,70493,NA,NA,NA,3673,Facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1287624014605631489?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,https://twitter.com/74_alok/status/1287607112038641666?s=20,3.63%,8.63,8629,28,224979000,NA
28/07/2020,Uttar Pradesh,NA,NA,NA,2033089,Tested,73951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1287987120984875008?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,https://twitter.com/74_alok/status/1287981361660178434?s=20,3.64%,9.04,9037,27,224979000,NA
29/07/2020,Uttar Pradesh,NA,NA,NA,2120843,Tested,77334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1252122475573342209?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,https://twitter.com/UPGovt/status/1288463539447840768?s=20,3.65%,9.43,9427,27,224979000,NA
30/07/2020,Uttar Pradesh,NA,NA,NA,2209810,Tested,81039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1288779488315113474?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,NA,3.67%,9.82,9822,27,224979000,NA
31/07/2020,Uttar Pradesh,NA,NA,NA,2325428,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1289093342806994946?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,NA,0.00%,10.34,10336,NA,224979000,NA
01/08/2020,Uttar Pradesh,NA,NA,NA,2418809,Tested,89068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1289501791537651713?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,NA,3.68%,10.75,10751,27,224979000,NA
02/08/2020,Uttar Pradesh,NA,NA,NA,2533631,Tested,92921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1289818938231070720?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,NA,3.67%,11.26,11262,27,224979000,NA
03/08/2020,Uttar Pradesh,NA,NA,NA,2623260,Tested,97362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1290212889144389635?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,NA,3.71%,11.66,11660,27,224979000,NA
04/08/2020,Uttar Pradesh,NA,NA,NA,2689973,Tested,100310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/AHindinews/status/1290595237589647361?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,https://twitter.com/ShishirGoUP/status/1290212889144389635?s=20,3.73%,11.96,11957,27,224979000,NA
06/08/2020,Uttar Pradesh,NA,NA,NA,2797687,Tested,108974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1291315698837274624?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,https://twitter.com/AHindinews/status/1291318909564485633?s=20,3.90%,12.44,12435,26,224979000,NA
07/08/2020,Uttar Pradesh,NA,NA,NA,2893424,Tested,113440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1291674511452958720?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,https://twitter.com/AHindinews/status/1291680647820517381?s=20,3.92%,12.86,12861,26,224979000,NA
08/08/2020,Uttar Pradesh,NA,NA,NA,2996406,Tested,118038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1292028073072660480?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,NA,3.94%,13.32,13319,25,224979000,NA
09/08/2020,Uttar Pradesh,NA,NA,NA,3118567,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1292406807600590848?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,NA,0.00%,13.86,13862,NA,224979000,NA
10/08/2020,Uttar Pradesh,NA,NA,NA,3209587,Tested,126722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1292766438604730369?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,https://twitter.com/AHindinews/status/1292762191779835906?s=20,3.95%,14.27,14266,25,224979000,NA
11/08/2020,Uttar Pradesh,NA,NA,NA,3314435,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1293125770022285314?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,https://twitter.com/AHindinews/status/1293127615868481539?s=20,0.00%,14.73,14732,NA,224979000,NA
12/08/2020,Uttar Pradesh,NA,NA,NA,3412346,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1293492756623405056?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,https://twitter.com/AHindinews/status/1293489532797620226?s=20,0.00%,15.17,15167,NA,224979000,NA
13/08/2020,Uttar Pradesh,NA,NA,NA,3501127,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1293859134404571136?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,https://twitter.com/AHindinews/status/1293852615508402176?s=20,0.00%,15.56,15562,NA,224979000,NA
14/08/2020,Uttar Pradesh,NA,NA,NA,3598210,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1294151536436588544?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,https://twitter.com/AHindinews/status/1294213637096312832?s=20,0.00%,15.99,15994,NA,224979000,NA
15/08/2020,Uttar Pradesh,NA,NA,NA,3695700,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1294653917679071232?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,NA,0.00%,16.43,16427,NA,224979000,NA
16/08/2020,Uttar Pradesh,NA,NA,NA,3786633,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1294940422356123649?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,https://twitter.com/AHindinews/status/1294938204466970625?s=20,0.00%,16.83,16831,NA,224979000,NA
17/08/2020,Uttar Pradesh,NA,NA,NA,3872640,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1295351320094752774?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,NA,0.00%,17.21,17213,NA,224979000,NA
18/08/2020,Uttar Pradesh,NA,NA,NA,3966848,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1295663995244777473?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,https://twitter.com/AHindinews/status/1295662692397719553?s=20,0.00%,17.63,17632,NA,224979000,NA
19/08/2020,Uttar Pradesh,NA,NA,NA,4075174,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1295959689474093057?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,NA,0.00%,18.11,18114,NA,224979000,NA
20/08/2020,Uttar Pradesh,NA,NA,NA,4184690,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1296442819121483778?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,NA,0.00%,18.6,18600,NA,224979000,NA
21/08/2020,Uttar Pradesh,NA,NA,NA,4294980,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1296763161341698049?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,NA,0.00%,19.09,19091,NA,224979000,NA
22/08/2020,Uttar Pradesh,NA,NA,NA,4420101,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1297114147910381568?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,NA,0.00%,19.65,19647,NA,224979000,NA
23/08/2020,Uttar Pradesh,NA,NA,NA,4551619,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1297494405817884673?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,https://twitter.com/AHindinews/status/1297480721431498752?s=20,0.00%,20.23,20231,NA,224979000,NA
24/08/2020,Uttar Pradesh,NA,NA,NA,4674620,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1297838045719191552?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,NA,0.00%,20.78,20778,NA,224979000,NA
25/08/2020,Uttar Pradesh,NA,NA,NA,4796488,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1298215812621189121?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,https://twitter.com/AHindinews/status/1298202253069877249?s=20,0.00%,21.32,21320,NA,224979000,NA
26/08/2020,Uttar Pradesh,NA,NA,NA,4941679,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1298556394606493696?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,NA,0.00%,21.97,21965,NA,224979000,NA
27/08/2020,Uttar Pradesh,NA,NA,NA,5080205,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1298930129536598018?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,https://twitter.com/AHindinews/status/1298929182018338816?s=20,0.00%,22.58,22581,NA,224979000,NA
28/08/2020,Uttar Pradesh,NA,NA,NA,5202557,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1299302121901187072?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,https://twitter.com/AHindinews/status/1299287619491299328?s=20,0.00%,23.12,23125,NA,224979000,NA
29/08/2020,Uttar Pradesh,NA,NA,NA,5350704,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1299644819082371072?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,https://twitter.com/AHindinews/status/1299650326077886464?s=20,0.00%,23.78,23783,NA,224979000,NA
30/08/2020,Uttar Pradesh,NA,NA,NA,5490354,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1300012507248037889?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,NA,0.00%,24.4,24404,NA,224979000,NA
01/09/2020,Uttar Pradesh,NA,NA,NA,5776664,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1300760693948313607?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,NA,0.00%,25.68,25676,NA,224979000,NA
02/09/2020,Uttar Pradesh,NA,NA,NA,5913584,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1301042060250750976?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,NA,0.00%,26.29,26285,NA,224979000,NA
03/09/2020,Uttar Pradesh,NA,NA,NA,6050449,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1301393151446319106?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,NA,0.00%,26.89,26893,NA,224979000,NA
04/09/2020,Uttar Pradesh,NA,NA,NA,6196994,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/AHindinews/status/1301826233660051456?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,NA,0.00%,27.54,27545,NA,224979000,NA
05/09/2020,Uttar Pradesh,NA,NA,NA,6345223,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1302167546267754496?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,https://twitter.com/AHindinews/status/1302185746942615552?s=20,0.00%,28.2,28204,NA,224979000,NA
06/09/2020,Uttar Pradesh,NA,NA,NA,6500969,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1302551885061054464?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,NA,0.00%,28.9,28896,NA,224979000,NA
07/09/2020,Uttar Pradesh,NA,NA,NA,6631318,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1302913537849745408?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,NA,0.00%,29.48,29475,NA,224979000,NA
08/09/2020,Uttar Pradesh,NA,NA,NA,6773289,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1303272751763845120?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,NA,0.00%,30.11,30106,NA,224979000,NA
09/09/2020,Uttar Pradesh,NA,NA,NA,6917773,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1303645868940128261?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,NA,NA,NA,NA,NA,NA,NA
10/09/2020,Uttar Pradesh,NA,NA,NA,7067208,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1304019198813696000?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,NA,NA,NA,NA,NA,NA,NA
11/09/2020,Uttar Pradesh,NA,NA,NA,7217980,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1304299509711683584?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,NA,NA,NA,NA,NA,NA,NA
12/09/2020,Uttar Pradesh,NA,NA,NA,7358472,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1304748256652484608?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,NA,NA,NA,NA,NA,NA,NA
13/09/2020,Uttar Pradesh,NA,NA,NA,7505653,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1305084431162421249?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,NA,NA,NA,NA,NA,NA,NA
14/09/2020,Uttar Pradesh,NA,NA,NA,7636000,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1305448768578285569?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,NA,NA,NA,NA,NA,NA,NA
15/09/2020,Uttar Pradesh,NA,NA,NA,7784281,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1305809576596439041?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,NA,NA,NA,NA,NA,NA,NA
16/09/2020,Uttar Pradesh,NA,NA,NA,7938533,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1306174194455965697?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,NA,NA,NA,NA,NA,NA,NA
17/09/2020,Uttar Pradesh,NA,NA,NA,8089882,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/AHindinews/status/1306534779811176449/photo/1,https://www.youtube.com/watch?v=kNImOL_Lf7M,NA,NA,NA,NA,NA,NA,NA
18/09/2020,Uttar Pradesh,NA,NA,NA,8245710,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1306935561563770880?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,NA,NA,NA,NA,NA,NA,NA
19/09/2020,Uttar Pradesh,NA,NA,NA,8399785,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1307259043308683264?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,NA,NA,NA,NA,NA,NA,NA
20/09/2020,Uttar Pradesh,NA,NA,NA,8540604,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1307623445119643648?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,NA,NA,NA,NA,NA,NA,NA
21/09/2020,Uttar Pradesh,NA,NA,NA,8676627,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1307993209679740928?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,NA,NA,NA,NA,NA,NA,NA
22/09/2020,Uttar Pradesh,NA,NA,NA,8826726,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1308348467895435264?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,NA,NA,NA,NA,NA,NA,NA
23/09/2020,Uttar Pradesh,NA,NA,NA,8992424,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1308717019437518848?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,NA,NA,NA,NA,NA,NA,NA
24/09/2020,Uttar Pradesh,NA,NA,NA,9145828,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1309095947692056577?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,NA,NA,NA,NA,NA,NA,NA
25/09/2020,Uttar Pradesh,NA,NA,NA,9310258,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1309448405265965056?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,NA,NA,NA,NA,NA,NA,NA
26/09/2020,Uttar Pradesh,NA,NA,NA,9467186,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1309806321730871296?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,NA,NA,NA,NA,NA,NA,NA
27/09/2020,Uttar Pradesh,NA,NA,NA,9625076,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ShishirGoUP/status/1310181015520911361?s=20,https://www.youtube.com/watch?v=kNImOL_Lf7M,NA,NA,NA,NA,NA,NA,NA
28/09/2020,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.youtube.com/watch?v=kNImOL_Lf7M,NA,NA,NA,NA,NA,NA,NA
02/04/2020,Uttarakhand,NA,NA,NA,678,Samples Sent,7,554,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.facebook.com/UKMedicalHealth/photos/a.1666257713623931/2556543367928690/?type=3&theater,NA,NA,1.03%,0.06,61,97,11141000,NA
07/04/2020,Uttarakhand,NA,NA,NA,1289,Samples Sent,32,1092,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.48%,0.12,116,40,11141000,NA
