Updated On,State,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine,Tag (People in Quarantine),Total People Released From Quarantine,Num Isolation Beds,Num ICU Beds,Num Ventilators,Corona Enquiry Calls,Num Calls State Helpline,Source1,...18,Source2,Test positivity rate,Tests per thousand,Tests per million,Tests per positive case,Population NCP 2019 Projection
07/05/2020,Rajasthan,145510,Reports Received,3427,139830,2253,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ANI/status/1258423972963782656?s=19,NA,NA,2.36%,366.52,366524,42,77264000
08/05/2020,Rajasthan,152245,Reports Received,3579,146198,2468,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/4305,NA,NA,2.35%,383.49,383489,43,77264000
09/05/2020,Rajasthan,159157,Reports Received,3708,152296,3153,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/4404,NA,NA,2.33%,400.9,400899,43,77264000
10/05/2020,Rajasthan,166424,Reports Received,3814,158830,3780,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/4481,NA,NA,2.29%,419.2,419204,44,77264000
11/05/2020,Rajasthan,176130,Reports Received,3988,168546,3596,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/4565,NA,NA,2.26%,443.65,443652,44,77264000
12/05/2020,Rajasthan,185610,Reports Received,4126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/4631,NA,NA,2.22%,467.53,467531,45,77264000
13/05/2020,Rajasthan,194683,Reports Received,4328,186125,4230,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/4702,NA,NA,2.22%,490.39,490385,45,77264000
14/05/2020,Rajasthan,204243,Reports Received,4534,197269,2440,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/4771,NA,NA,2.22%,514.47,514466,45,77264000
15/05/2020,Rajasthan,212317,Reports Received,4747,203770,3800,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/4827,NA,NA,2.24%,534.8,534804,45,77264000
16/05/2020,Rajasthan,221439,Reports Received,4960,213395,3084,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/4897,NA,NA,2.24%,557.78,557781,45,77264000
17/05/2020,Rajasthan,231946,Reports Received,5202,221764,4980,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/4990,NA,NA,2.24%,584.25,584247,45,77264000
18/05/2020,Rajasthan,243476,Reports Received,5375,234165,3936,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/5019,NA,NA,2.21%,613.29,613290,45,77264000
19/05/2020,Rajasthan,254533,Reports Received,5845,244955,3733,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/5138,NA,NA,2.30%,641.14,641141,44,77264000
20/05/2020,Rajasthan,265555,Reports Received,6015,254128,5412,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/5226,NA,NA,2.27%,668.9,668904,44,77264000
21/05/2020,Rajasthan,275974,Reports Received,6227,266687,3060,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/5286,NA,NA,2.26%,695.15,695149,44,77264000
22/05/2020,Rajasthan,287164,Reports Received,6494,277744,2962,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/5349,NA,NA,NA,NA,NA,NA,NA
23/05/2020,Rajasthan,303935,Reports Received,6657,292384,4894,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/5375,NA,NA,NA,NA,NA,NA,NA
04/05/2020,Sikkim,170,Samples Sent,0,169,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19sikkim.org/,NA,NA,0.00%,0.43,428,NA,664000
05/05/2020,Sikkim,181,Samples Sent,0,171,10,NA,11,NA,NA,NA,NA,NA,NA,NA,https://covid19sikkim.org/,NA,NA,0.00%,0.46,456,NA,664000
06/05/2020,Sikkim,189,Samples Sent,0,189,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19sikkim.org/,NA,NA,0.00%,0.48,476,NA,664000
07/05/2020,Sikkim,216,Samples Sent,0,207,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19sikkim.org/,NA,NA,0.00%,0.54,544,NA,664000
08/05/2020,Sikkim,216,Samples Sent,0,214,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19sikkim.org/,NA,NA,0.00%,0.54,544,NA,664000
09/05/2020,Sikkim,219,Samples Sent,0,219,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19sikkim.org/,NA,NA,0.00%,0.55,552,NA,664000
10/05/2020,Sikkim,219,Samples Sent,0,219,0,NA,540,Centre,NA,NA,NA,NA,NA,NA,https://covid19sikkim.org/,NA,NA,0.00%,0.55,552,NA,664000
11/05/2020,Sikkim,219,Samples Sent,0,219,0,NA,788,Centre,NA,NA,NA,NA,NA,NA,https://covid19sikkim.org/,NA,NA,0.00%,0.55,552,NA,664000
12/05/2020,Sikkim,348,Samples Sent,0,229,119,NA,944,Centre,NA,NA,NA,NA,NA,NA,https://covid19sikkim.org/,NA,NA,0.00%,0.88,877,NA,664000
13/05/2020,Sikkim,439,Samples Sent,0,268,171,NA,1116,Centre,NA,NA,NA,NA,NA,NA,https://covid19sikkim.org/,NA,NA,0.00%,1.11,1106,NA,664000
14/05/2020,Sikkim,579,Samples Sent,0,292,287,1374,1253,Centre,NA,NA,NA,NA,NA,NA,https://covid19sikkim.org/,NA,NA,0.00%,1.46,1458,NA,664000
15/05/2020,Sikkim,348,Samples Sent,0,229,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/20,NA,https://covid19sikkim.org/,0.00%,0.88,877,NA,664000
16/05/2020,Sikkim,840,Samples Sent,0,424,416,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/31,NA,https://covid19sikkim.org/,0.00%,2.12,2116,NA,664000
17/05/2020,Sikkim,947,Samples Sent,0,449,498,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/39,NA,https://covid19sikkim.org/,0.00%,2.39,2385,NA,664000
18/05/2020,Sikkim,1087,Samples Sent,0,536,551,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/46,NA,https://covid19sikkim.org/,0.00%,2.74,2738,NA,664000
19/05/2020,Sikkim,1204,Samples Sent,0,827,377,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/63,NA,https://covid19sikkim.org/,0.00%,3.03,3033,NA,664000
20/05/2020,Sikkim,1342,Samples Sent,0,955,387,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/76,NA,https://covid19sikkim.org/,0.00%,3.38,3380,NA,664000
22/05/2020,Sikkim,1637,Samples Sent,0,1347,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19sikkim.org/,NA,NA,0.00%,4.12,4123,NA,664000
03/04/2020,Tamil Nadu,3684,Samples Sent,411,2789,484,NA,NA,NA,NA,13323,NA,3044,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-03-04-20-COVID-19-6-PM.pdf,NA,NA,11.16%,9.28,9280,9,75695000
08/04/2020,Tamil Nadu,5305,Samples Sent,690,4414,201,NA,NA,NA,NA,22049,NA,3371,NA,NA,https://stopcorona.tn.gov.in/,NA,NA,13.01%,13.36,13363,8,75695000
09/04/2020,Tamil Nadu,7267,Samples Sent,834,5824,485,NA,213,Government,NA,29074,NA,3371,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin09.04.20-5-Pages-English-173-KB.pdf,NA,NA,11.48%,18.3,18305,9,75695000
10/04/2020,Tamil Nadu,8410,Samples Sent,911,6838,661,NA,168,Government,NA,29074,NA,3371,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-10-04-20-COVID-19-6-PM.pdf,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin09.04.20-5-Pages-English-173-KB.pdf,10.83%,21.18,21184,9,75695000
11/04/2020,Tamil Nadu,9842,Samples Sent,969,7779,1094,NA,165,Government,NA,29074,NA,3371,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-11.04.2020.pdf,NA,https://stopcorona.tn.gov.in/,9.85%,24.79,24791,10,75695000
12/04/2020,Tamil Nadu,10655,Samples Sent,1075,NA,NA,NA,162,Government,NA,29074,NA,3371,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-12.04.2020-5-pages-English-178-KB.pdf,NA,https://stopcorona.tn.gov.in/daily-bulletin/,10.09%,26.84,26839,10,75695000
13/04/2020,Tamil Nadu,12746,Samples Sent,1173,NA,NA,NA,162,Government,NA,29074,NA,3371,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-13.04.2020-5pages-English-181-KB.pdf,NA,NA,9.20%,32.11,32106,11,75695000
14/04/2020,Tamil Nadu,19255,Samples Sent,1204,13234,777,NA,135,Government,NA,29074,NA,3371,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-14.04.2020-4-Pages-English-175-KB.pdf,NA,NA,6.25%,48.5,48501,16,75695000
15/04/2020,Tamil Nadu,21994,Samples Sent,1242,15210,1383,NA,107,Government,NA,29074,NA,3371,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-15.04.2020.pdf,NA,NA,5.65%,55.4,55401,18,75695000
16/04/2020,Tamil Nadu,26005,Samples Sent,1267,18743,1400,NA,41,Government,NA,29074,NA,3371,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin16.04.2020-4-Pages-English-174-KB.pdf,NA,NA,4.87%,65.5,65504,21,75695000
17/04/2020,Tamil Nadu,29673,Samples Sent,1323,21628,2023,NA,34,Government,NA,29074,NA,3371,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-17.04.2020.pdf,NA,NA,4.46%,74.74,74743,22,75695000
18/04/2020,Tamil Nadu,35036,Samples Sent,1372,27192,1433,NA,34,Government,NA,29074,NA,3371,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-18.04.2020.pdf,NA,NA,3.92%,88.25,88252,26,75695000
19/04/2020,Tamil Nadu,40876,Samples Sent,1477,31853,2411,NA,20,Government,NA,29074,NA,3371,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-19-04-20-COVID-19-6-PM-1.pdf,NA,NA,3.61%,102.96,102962,28,75695000
20/04/2020,Tamil Nadu,46985,Samples Sent,1520,38082,2108,NA,145,Government,NA,29074,NA,3371,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin20.04.2020.pdf,NA,NA,3.24%,118.35,118350,31,75695000
21/04/2020,Tamil Nadu,53045,Samples Sent,1596,43582,1990,NA,145,Government,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-21.04.2020.pdf,NA,NA,3.01%,133.61,133615,33,75695000
22/04/2020,Tamil Nadu,59023,Samples Sent,1629,49506,1937,NA,155,Government,NA,29074,NA,3371,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-22.04.2020.pdf,NA,NA,2.76%,148.67,148673,36,75695000
23/04/2020,Tamil Nadu,65977,Samples Sent,1683,56836,1433,NA,106,Government,NA,29074,NA,3371,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-23.04.2020.pdf,NA,NA,2.55%,166.19,166189,39,75695000
24/04/2020,Tamil Nadu,72403,Samples Sent,1755,62596,1483,NA,19,Government,NA,29074,NA,3371,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-24.04.2020.pdf,NA,NA,2.42%,182.38,182375,41,75695000
25/04/2020,Tamil Nadu,80110,Samples Sent,1821,69390,1754,NA,25,Government,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-25.04.2020.pdf,NA,NA,2.27%,201.79,201788,44,75695000
26/04/2020,Tamil Nadu,87605,Samples Sent,1885,77133,568,NA,36,Government,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-26.04.2020.pdf,NA,NA,2.15%,220.67,220668,46,75695000
27/04/2020,Tamil Nadu,94781,Samples Sent,1937,83021,1381,NA,36,Government,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-27-04-20-COVID-19-6-PM.pdf,NA,NA,2.04%,238.74,238743,49,75695000
28/04/2020,Tamil Nadu,101874,Samples Sent,2058,97908,1908,NA,47,Government,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-28.04.2020.pdf,NA,NA,2.02%,256.61,256610,50,75695000
29/04/2020,Tamil Nadu,109961,Samples Sent,2162,105864,1935,NA,48,Government,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-29.04.2020.pdf,NA,NA,1.97%,276.98,276980,51,75695000
30/04/2020,Tamil Nadu,119748,Samples Sent,2323,115761,1664,NA,40,Government,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-30.04.2020.pdf,NA,NA,1.94%,301.63,301632,52,75695000
01/05/2020,Tamil Nadu,129363,Samples Sent,2526,124852,1985,NA,40,Government,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-01.05.2020.pdf,NA,NA,1.95%,325.85,325851,51,75695000
02/05/2020,Tamil Nadu,139490,Samples Sent,2757,135698,1035,NA,40,Government,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-02.05.2020.pdf,NA,NA,1.98%,351.36,351360,51,75695000
03/05/2020,Tamil Nadu,150107,Samples Sent,3023,145520,1564,NA,40,Government,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-03.05.2020.pdf,NA,NA,2.01%,378.1,378103,50,75695000
04/05/2020,Tamil Nadu,162970,Samples Sent,3550,158558,862,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-04.05.2020-1.pdf,NA,NA,2.18%,410.5,410504,46,75695000
05/05/2020,Tamil Nadu,174828,Samples Sent,4058,170174,596,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-05.05.2020.pdf,NA,NA,2.32%,440.37,440373,43,75695000
06/05/2020,Tamil Nadu,188241,Samples Sent,4829,182541,871,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-06.05.2020.pdf,NA,NA,2.57%,474.16,474159,39,75695000
07/05/2020,Tamil Nadu,202436,Samples Sent,5409,195831,1196,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/05/Media-Bulletin-07-05-20-COVID-19-6-PM.pdf,NA,NA,2.67%,509.91,509914,37,75695000
08/05/2020,Tamil Nadu,216416,Samples Sent,6009,209495,912,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-08.05.2020.pdf,NA,NA,2.78%,545.13,545128,36,75695000
09/05/2020,Tamil Nadu,229670,Samples Sent,6535,222576,559,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/4383,NA,NA,2.85%,578.51,578514,35,75695000
10/05/2020,Tamil Nadu,243037,Samples Sent,7204,235157,676,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-10.05.2020.pdf,NA,https://t.me/indiacovid/4453,2.96%,612.18,612184,34,75695000
11/05/2020,Tamil Nadu,254899,Samples Sent,8002,245562,1335,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-11.05.2020_1.pdf,NA,NA,3.14%,642.06,642063,32,75695000
12/05/2020,Tamil Nadu,266687,Samples Sent,8718,256720,1249,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-12.05.2020-23-Pages-English-584-KB.pdf,NA,NA,3.27%,671.76,671756,31,75695000
13/05/2020,Tamil Nadu,279467,Samples Sent,9227,269758,482,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-13.05.2020.pdf,NA,NA,3.30%,703.95,703947,30,75695000
14/05/2020,Tamil Nadu,291432,Samples Sent,9674,281001,757,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-14-05-20-COVID-19-6-PM.pdf,NA,https://t.me/indiacovid/4747,3.32%,734.09,734086,30,75695000
15/05/2020,Tamil Nadu,303104,Samples Sent,10108,292045,951,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-15-05-20-COVID-19-6-PM.pdf,NA,NA,3.33%,763.49,763486,30,75695000
16/05/2020,Tamil Nadu,313639,Samples Sent,10585,302523,531,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-16.05.2020.pdf,NA,https://t.me/indiacovid/4863,3.37%,790.02,790023,30,75695000
17/05/2020,Tamil Nadu,326720,Samples Sent,11224,315019,477,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-17.05.2020.pdf,NA,NA,3.44%,822.97,822972,29,75695000
18/05/2020,Tamil Nadu,337841,Samples Sent,11760,325546,535,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-18-05-20-COVID-19-6-PM.pdf,NA,https://t.me/indiacovid/5040,3.48%,850.98,850985,29,75695000
19/05/2020,Tamil Nadu,348174,Samples Sent,12448,334839,887,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-19-05-20-COVID-19-6-PM.pdf,NA,NA,3.58%,877.01,877013,28,75695000
20/05/2020,Tamil Nadu,360068,Samples Sent,13191,346311,566,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-20-05-20-COVID-19-6-PM.pdf,NA,https://t.me/indiacovid/5191,3.66%,906.97,906972,27,75695000
21/05/2020,Tamil Nadu,372532,Samples Sent,13967,357898,667,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-21-05-20-COVID-19-6-PM.pdf,NA,https://t.me/indiacovid/5256,NA,NA,NA,27,NA
22/05/2020,Tamil Nadu,385185,Samples Sent,14735,369929,503,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-22-05-20-COVID-19-6-PM.pdf,NA,NA,NA,NA,NA,NA,NA
23/05/2020,Tamil Nadu,397340,Samples Sent,15512,381216,612,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-23-05-20-COVID-19-6-PM.pdf,NA,https://t.me/indiacovid/5386,NA,NA,NA,NA,NA
19/04/2020,Telangana,14962,Samples Collected,858,14104,768,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/2688?single,NA,NA,5.73%,37.69,37688,17,37220000
28/04/2020,Telangana,19063,Tested,1009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.thehindu.com/news/national/telangana/accuracy-of-tests-more-in-telangana-eatala/article31456895.ece,NA,NA,5.29%,48.02,48018,19,37220000
29/04/2020,Telangana,19278,Tested,1016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://124.124.103.93/COVID/home.htm,NA,https://covid19.telangana.gov.in/,5.27%,48.56,48559,19,37220000
16/05/2020,Telangana,23388,Tested,1551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/42,NA,https://twitter.com/TelanganaHealth/status/1262044460831178753?s=09,6.63%,58.91,58912,15,37220000
17/05/2020,Telangana,23388,Tested,1551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.63%,58.91,58912,15,37220000
11/04/2020,Tripura,337,Tested,2,335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://m.facebook.com/story.php?story_fbid=2415546905213637&id=632536300181382,NA,NA,0.59%,0.85,849,169,3992000
15/04/2020,Tripura,738,Tested,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.facebook.com/bjpbiplab/posts/2424173307684330,NA,NA,0.27%,1.86,1859,369,3992000
16/04/2020,Tripura,762,Tested,2,760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/2466,NA,NA,0.26%,1.92,1919,381,3992000
21/04/2020,Tripura,2604,Tested,2,2602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/2898?single,NA,NA,0.08%,6.56,6559,1302,3992000
22/04/2020,Tripura,3215,Tested,2,3123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/2983?single,NA,NA,0.06%,8.1,8098,1608,3992000
01/05/2020,Tripura,4828,Tested,3,4825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://tripura.gov.in/covid-test,NA,NA,0.06%,12.16,12161,1609,3992000
02/05/2020,Tripura,4955,Tested,5,4950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,NA,NA,0.10%,12.48,12481,991,3992000
03/05/2020,Tripura,5162,Tested,5,5157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,NA,NA,0.10%,13,13003,1032,3992000
04/05/2020,Tripura,5394,Tested,17,5377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,NA,NA,0.32%,13.59,13587,317,3992000
05/05/2020,Tripura,5850,Tested,30,5820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,NA,NA,0.51%,14.74,14736,195,3992000
06/05/2020,Tripura,6228,Tested,43,6185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,NA,NA,0.69%,15.69,15688,145,3992000
07/05/2020,Tripura,6917,Tested,89,6828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,NA,NA,1.29%,17.42,17423,78,3992000
08/05/2020,Tripura,7448,Tested,89,7359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,NA,NA,1.19%,18.76,18761,84,3992000
09/05/2020,Tripura,8340,Tested,119,8221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,NA,NA,1.43%,21.01,21008,70,3992000
10/05/2020,Tripura,9091,Tested,136,8955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,NA,NA,1.50%,22.9,22899,67,3992000
11/05/2020,Tripura,9596,Tested,154,9442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,NA,NA,1.60%,24.17,24171,62,3992000
12/05/2020,Tripura,10344,Tested,155,10189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,NA,NA,1.50%,26.06,26055,67,3992000
13/05/2020,Tripura,11146,Tested,155,10991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,NA,NA,1.39%,28.08,28076,72,3992000
14/05/2020,Tripura,11804,Tested,156,11648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,NA,https://t.me/Covid19india_Auxiliary_Test_Data/5,1.32%,29.73,29733,76,3992000
15/05/2020,Tripura,12561,Tested,156,12405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/19,NA,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,1.24%,31.64,31640,81,3992000
16/05/2020,Tripura,13178,Tested,167,13011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/30,NA,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,1.27%,33.19,33194,79,3992000
17/05/2020,Tripura,13750,Tested,167,13583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/41,NA,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,1.21%,34.63,34635,82,3992000
18/05/2020,Tripura,14286,Tested,167,14119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/49,NA,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,1.17%,35.98,35985,86,3992000
19/05/2020,Tripura,15083,Tested,169,14914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/64,NA,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,1.12%,37.99,37992,89,3992000
20/05/2020,Tripura,15822,Tested,173,15694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/79,NA,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,1.09%,39.85,39854,91,3992000
21/05/2020,Tripura,16873,Tested,173,16610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/97,NA,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,NA,NA,NA,98,NA
22/05/2020,Tripura,17721,Tested,175,17546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/106,NA,NA,NA,NA,NA,NA,NA
