Updated On,State,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine,Tag (People in Quarantine),Total People Released From Quarantine,...12,Num Isolation Beds,Num ICU Beds,Num Ventilators,Total PPE,Total N95 Masks,Corona Enquiry Calls,Num Calls State Helpline,Source1,...21,Source2,Test positivity rate,Tests per thousand,Tests per million,Tests per positive case,Population NCP 2019 Projection
13/05/2020,Rajasthan,194683,Reports Received,4328,186125,4230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/4702,NA,NA,2.22%,2.52,2520,45,77264000
14/05/2020,Rajasthan,204243,Reports Received,4534,197269,2440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/4771,NA,NA,2.22%,2.64,2643,45,77264000
15/05/2020,Rajasthan,212317,Reports Received,4747,203770,3800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/4827,NA,NA,2.24%,2.75,2748,45,77264000
16/05/2020,Rajasthan,221439,Reports Received,4960,213395,3084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/4897,NA,NA,2.24%,2.87,2866,45,77264000
17/05/2020,Rajasthan,231946,Reports Received,5202,221764,4980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/4990,NA,NA,2.24%,3,3002,45,77264000
18/05/2020,Rajasthan,243476,Reports Received,5375,234165,3936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/5019,NA,NA,2.21%,3.15,3151,45,77264000
19/05/2020,Rajasthan,254533,Reports Received,5845,244955,3733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/5138,NA,NA,2.30%,3.29,3294,44,77264000
20/05/2020,Rajasthan,265555,Reports Received,6015,254128,5412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/5226,NA,NA,2.27%,3.44,3437,44,77264000
21/05/2020,Rajasthan,275974,Reports Received,6227,266687,3060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/5286,NA,NA,2.26%,3.57,3572,44,77264000
22/05/2020,Rajasthan,287164,Reports Received,6494,277744,2962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/5349,NA,NA,2.26%,3.72,3717,44,77264000
23/05/2020,Rajasthan,303935,Reports Received,6657,292384,4894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/5375,NA,NA,2.19%,3.93,3934,46,77264000
24/05/2020,Rajasthan,317067,Reports Received,7028,306209,3830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ANI/status/1264590131454861312?s=19,NA,NA,2.22%,4.1,4104,45,77264000
25/05/2020,Rajasthan,327836,Reports Received,7300,318146,2390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/5539,NA,NA,2.23%,4.24,4243,45,77264000
26/05/2020,Rajasthan,337159,Reports Received,7536,326368,3255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/5611,NA,NA,2.24%,4.36,4364,45,77264000
27/05/2020,Rajasthan,350600,Reports Received,7816,338611,4173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/5674,NA,NA,2.23%,4.54,4538,45,77264000
28/05/2020,Rajasthan,365556,Reports Received,8067,351861,5628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/5766,NA,NA,2.21%,4.73,4731,45,77264000
29/05/2020,Rajasthan,379315,Reports Received,8365,365925,5052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/5851,NA,NA,2.21%,4.91,4909,45,77264000
30/05/2020,Rajasthan,395490,Reports Received,8617,382315,4558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/5942?single,NA,NA,2.18%,5.12,5119,46,77264000
31/05/2020,Rajasthan,409777,Reports Received,8831,396789,4157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/6015,NA,NA,2.16%,5.3,5304,46,77264000
01/06/2020,Rajasthan,425184,Reports Received,9100,411965,4119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/6090,NA,NA,NA,NA,NA,NA,NA
02/06/2020,Rajasthan,440789,Reports Received,9373,428471,2945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/6167,NA,NA,NA,NA,NA,NA,NA
03/06/2020,Rajasthan,454788,Reports Received,9652,440850,4286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ANI/status/1268203032644251649?s=19,NA,NA,NA,NA,NA,NA,NA
04/05/2020,Sikkim,170,Samples Sent,0,169,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19sikkim.org/,NA,NA,0.00%,0.26,256,NA,664000
05/05/2020,Sikkim,181,Samples Sent,0,171,10,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19sikkim.org/,NA,NA,0.00%,0.27,273,NA,664000
06/05/2020,Sikkim,189,Samples Sent,0,189,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19sikkim.org/,NA,NA,0.00%,0.28,285,NA,664000
07/05/2020,Sikkim,216,Samples Sent,0,207,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19sikkim.org/,NA,NA,0.00%,0.33,325,NA,664000
08/05/2020,Sikkim,216,Samples Sent,0,214,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19sikkim.org/,NA,NA,0.00%,0.33,325,NA,664000
09/05/2020,Sikkim,219,Samples Sent,0,219,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19sikkim.org/,NA,NA,0.00%,0.33,330,NA,664000
10/05/2020,Sikkim,219,Samples Sent,0,219,0,NA,540,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19sikkim.org/,NA,NA,0.00%,0.33,330,NA,664000
11/05/2020,Sikkim,219,Samples Sent,0,219,0,NA,788,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19sikkim.org/,NA,NA,0.00%,0.33,330,NA,664000
12/05/2020,Sikkim,348,Samples Sent,0,229,119,NA,944,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19sikkim.org/,NA,NA,0.00%,0.52,524,NA,664000
13/05/2020,Sikkim,439,Samples Sent,0,268,171,NA,1116,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19sikkim.org/,NA,NA,0.00%,0.66,661,NA,664000
14/05/2020,Sikkim,579,Samples Sent,0,292,287,1374,1253,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19sikkim.org/,NA,NA,0.00%,0.87,872,NA,664000
15/05/2020,Sikkim,348,Samples Sent,0,229,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/20,NA,https://covid19sikkim.org/,0.00%,0.52,524,NA,664000
16/05/2020,Sikkim,840,Samples Sent,0,424,416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/31,NA,https://covid19sikkim.org/,0.00%,1.27,1265,NA,664000
17/05/2020,Sikkim,947,Samples Sent,0,449,498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/39,NA,https://covid19sikkim.org/,0.00%,1.43,1426,NA,664000
18/05/2020,Sikkim,1087,Samples Sent,0,536,551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/46,NA,https://covid19sikkim.org/,0.00%,1.64,1637,NA,664000
19/05/2020,Sikkim,1204,Samples Sent,0,827,377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/63,NA,https://covid19sikkim.org/,0.00%,1.81,1813,NA,664000
20/05/2020,Sikkim,1342,Samples Sent,0,955,387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/76,NA,https://covid19sikkim.org/,0.00%,2.02,2021,NA,664000
22/05/2020,Sikkim,1637,Samples Sent,0,1347,290,2525,1907,Centre,618,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19sikkim.org/,NA,NA,0.00%,2.47,2465,NA,664000
23/05/2020,Sikkim,1707,Samples Sent,0,1398,309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/127,NA,https://covid19sikkim.org/,0.00%,2.57,2571,NA,664000
24/05/2020,Sikkim,1855,Samples Sent,1,1471,383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/140,NA,https://covid19sikkim.org/,0.05%,2.79,2794,1855,664000
25/05/2020,Sikkim,2103,Samples Sent,1,1508,594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/153,NA,https://covid19sikkim.org/,0.05%,3.17,3167,2103,664000
26/05/2020,Sikkim,2255,Samples Sent,1,1508,746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/167,NA,https://covid19sikkim.org/,0.04%,3.4,3396,2255,664000
27/05/2020,Sikkim,2417,Samples Sent,1,1665,751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/182,NA,https://covid19sikkim.org/,0.04%,3.64,3640,2417,664000
28/05/2020,Sikkim,2626,Samples Sent,1,1801,824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/203,NA,https://covid19sikkim.org/,0.04%,3.95,3955,2626,664000
29/05/2020,Sikkim,2759,Samples Sent,1,1880,878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/219,NA,https://covid19sikkim.org/,0.04%,4.16,4155,2759,664000
30/05/2020,Sikkim,2829,Samples Sent,1,2015,813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/232,NA,https://covid19sikkim.org/,0.04%,4.26,4261,2829,664000
31/05/2020,Sikkim,2925,Samples Sent,1,2173,751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/243,NA,https://covid19sikkim.org/,0.03%,4.41,4405,2925,664000
01/06/2020,Sikkim,3525,Samples Sent,1,2601,923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/258,NA,https://covid19sikkim.org/,NA,NA,NA,NA,NA
02/06/2020,Sikkim,3788,Samples Sent,1,2857,930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/274,NA,https://covid19sikkim.org/,NA,NA,NA,NA,NA
03/06/2020,Sikkim,4102,Samples Sent,2,3062,1038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/288,NA,https://covid19sikkim.org/,NA,NA,NA,NA,NA
03/04/2020,Tamil Nadu,3684,Samples Sent,411,2789,484,NA,NA,NA,NA,NA,13323,NA,3044,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-03-04-20-COVID-19-6-PM.pdf,NA,NA,11.16%,0.05,49,9,75695000
08/04/2020,Tamil Nadu,5305,Samples Sent,690,4414,201,NA,NA,NA,NA,NA,22049,NA,3371,NA,NA,NA,NA,https://stopcorona.tn.gov.in/,NA,NA,13.01%,0.07,70,8,75695000
09/04/2020,Tamil Nadu,7267,Samples Sent,834,5824,485,NA,213,Government,NA,NA,29074,NA,3371,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin09.04.20-5-Pages-English-173-KB.pdf,NA,NA,11.48%,0.1,96,9,75695000
10/04/2020,Tamil Nadu,8410,Samples Sent,911,6838,661,NA,168,Government,NA,NA,29074,NA,3371,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-10-04-20-COVID-19-6-PM.pdf,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin09.04.20-5-Pages-English-173-KB.pdf,10.83%,0.11,111,9,75695000
11/04/2020,Tamil Nadu,9842,Samples Sent,969,7779,1094,NA,165,Government,NA,NA,29074,NA,3371,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-11.04.2020.pdf,NA,https://stopcorona.tn.gov.in/,9.85%,0.13,130,10,75695000
12/04/2020,Tamil Nadu,10655,Samples Sent,1075,NA,NA,NA,162,Government,NA,NA,29074,NA,3371,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-12.04.2020-5-pages-English-178-KB.pdf,NA,https://stopcorona.tn.gov.in/daily-bulletin/,10.09%,0.14,141,10,75695000
13/04/2020,Tamil Nadu,12746,Samples Sent,1173,NA,NA,NA,162,Government,NA,NA,29074,NA,3371,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-13.04.2020-5pages-English-181-KB.pdf,NA,NA,9.20%,0.17,168,11,75695000
14/04/2020,Tamil Nadu,19255,Samples Sent,1204,13234,777,NA,135,Government,NA,NA,29074,NA,3371,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-14.04.2020-4-Pages-English-175-KB.pdf,NA,NA,6.25%,0.25,254,16,75695000
15/04/2020,Tamil Nadu,21994,Samples Sent,1242,15210,1383,NA,107,Government,NA,NA,29074,NA,3371,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-15.04.2020.pdf,NA,NA,5.65%,0.29,291,18,75695000
16/04/2020,Tamil Nadu,26005,Samples Sent,1267,18743,1400,NA,41,Government,NA,NA,29074,NA,3371,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin16.04.2020-4-Pages-English-174-KB.pdf,NA,NA,4.87%,0.34,344,21,75695000
17/04/2020,Tamil Nadu,29673,Samples Sent,1323,21628,2023,NA,34,Government,NA,NA,29074,NA,3371,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-17.04.2020.pdf,NA,NA,4.46%,0.39,392,22,75695000
18/04/2020,Tamil Nadu,35036,Samples Sent,1372,27192,1433,NA,34,Government,NA,NA,29074,NA,3371,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-18.04.2020.pdf,NA,NA,3.92%,0.46,463,26,75695000
19/04/2020,Tamil Nadu,40876,Samples Sent,1477,31853,2411,NA,20,Government,NA,NA,29074,NA,3371,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-19-04-20-COVID-19-6-PM-1.pdf,NA,NA,3.61%,0.54,540,28,75695000
20/04/2020,Tamil Nadu,46985,Samples Sent,1520,38082,2108,NA,145,Government,NA,NA,29074,NA,3371,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin20.04.2020.pdf,NA,NA,3.24%,0.62,621,31,75695000
21/04/2020,Tamil Nadu,53045,Samples Sent,1596,43582,1990,NA,145,Government,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-21.04.2020.pdf,NA,NA,3.01%,0.7,701,33,75695000
22/04/2020,Tamil Nadu,59023,Samples Sent,1629,49506,1937,NA,155,Government,NA,NA,29074,NA,3371,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-22.04.2020.pdf,NA,NA,2.76%,0.78,780,36,75695000
23/04/2020,Tamil Nadu,65977,Samples Sent,1683,56836,1433,NA,106,Government,NA,NA,29074,NA,3371,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-23.04.2020.pdf,NA,NA,2.55%,0.87,872,39,75695000
24/04/2020,Tamil Nadu,72403,Samples Sent,1755,62596,1483,NA,19,Government,NA,NA,29074,NA,3371,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-24.04.2020.pdf,NA,NA,2.42%,0.96,957,41,75695000
25/04/2020,Tamil Nadu,80110,Samples Sent,1821,69390,1754,NA,25,Government,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-25.04.2020.pdf,NA,NA,2.27%,1.06,1058,44,75695000
26/04/2020,Tamil Nadu,87605,Samples Sent,1885,77133,568,NA,36,Government,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-26.04.2020.pdf,NA,NA,2.15%,1.16,1157,46,75695000
27/04/2020,Tamil Nadu,94781,Samples Sent,1937,83021,1381,NA,36,Government,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-27-04-20-COVID-19-6-PM.pdf,NA,NA,2.04%,1.25,1252,49,75695000
28/04/2020,Tamil Nadu,101874,Samples Sent,2058,97908,1908,NA,47,Government,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-28.04.2020.pdf,NA,NA,2.02%,1.35,1346,50,75695000
29/04/2020,Tamil Nadu,109961,Samples Sent,2162,105864,1935,NA,48,Government,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-29.04.2020.pdf,NA,NA,1.97%,1.45,1453,51,75695000
30/04/2020,Tamil Nadu,119748,Samples Sent,2323,115761,1664,NA,40,Government,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-30.04.2020.pdf,NA,NA,1.94%,1.58,1582,52,75695000
01/05/2020,Tamil Nadu,129363,Samples Sent,2526,124852,1985,NA,40,Government,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-01.05.2020.pdf,NA,NA,1.95%,1.71,1709,51,75695000
02/05/2020,Tamil Nadu,139490,Samples Sent,2757,135698,1035,NA,40,Government,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-02.05.2020.pdf,NA,NA,1.98%,1.84,1843,51,75695000
03/05/2020,Tamil Nadu,150107,Samples Sent,3023,145520,1564,NA,40,Government,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-03.05.2020.pdf,NA,NA,2.01%,1.98,1983,50,75695000
04/05/2020,Tamil Nadu,162970,Samples Sent,3550,158558,862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-04.05.2020-1.pdf,NA,NA,2.18%,2.15,2153,46,75695000
05/05/2020,Tamil Nadu,174828,Samples Sent,4058,170174,596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-05.05.2020.pdf,NA,NA,2.32%,2.31,2310,43,75695000
06/05/2020,Tamil Nadu,188241,Samples Sent,4829,182541,871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-06.05.2020.pdf,NA,NA,2.57%,2.49,2487,39,75695000
07/05/2020,Tamil Nadu,202436,Samples Sent,5409,195831,1196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/05/Media-Bulletin-07-05-20-COVID-19-6-PM.pdf,NA,NA,2.67%,2.67,2674,37,75695000
08/05/2020,Tamil Nadu,216416,Samples Sent,6009,209495,912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-08.05.2020.pdf,NA,NA,2.78%,2.86,2859,36,75695000
09/05/2020,Tamil Nadu,229670,Samples Sent,6535,222576,559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/4383,NA,NA,2.85%,3.03,3034,35,75695000
10/05/2020,Tamil Nadu,243037,Samples Sent,7204,235157,676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-10.05.2020.pdf,NA,https://t.me/indiacovid/4453,2.96%,3.21,3211,34,75695000
11/05/2020,Tamil Nadu,254899,Samples Sent,8002,245562,1335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-11.05.2020_1.pdf,NA,NA,3.14%,3.37,3367,32,75695000
12/05/2020,Tamil Nadu,266687,Samples Sent,8718,256720,1249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-12.05.2020-23-Pages-English-584-KB.pdf,NA,NA,3.27%,3.52,3523,31,75695000
13/05/2020,Tamil Nadu,279467,Samples Sent,9227,269758,482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-13.05.2020.pdf,NA,NA,3.30%,3.69,3692,30,75695000
14/05/2020,Tamil Nadu,291432,Samples Sent,9674,281001,757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-14-05-20-COVID-19-6-PM.pdf,NA,https://t.me/indiacovid/4747,3.32%,3.85,3850,30,75695000
15/05/2020,Tamil Nadu,303104,Samples Sent,10108,292045,951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-15-05-20-COVID-19-6-PM.pdf,NA,NA,3.33%,4,4004,30,75695000
16/05/2020,Tamil Nadu,313639,Samples Sent,10585,302523,531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-16.05.2020.pdf,NA,https://t.me/indiacovid/4863,3.37%,4.14,4143,30,75695000
17/05/2020,Tamil Nadu,326720,Samples Sent,11224,315019,477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-17.05.2020.pdf,NA,NA,3.44%,4.32,4316,29,75695000
18/05/2020,Tamil Nadu,337841,Samples Sent,11760,325546,535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-18-05-20-COVID-19-6-PM.pdf,NA,https://t.me/indiacovid/5040,3.48%,4.46,4463,29,75695000
19/05/2020,Tamil Nadu,348174,Samples Sent,12448,334839,887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-19-05-20-COVID-19-6-PM.pdf,NA,NA,3.58%,4.6,4600,28,75695000
20/05/2020,Tamil Nadu,360068,Samples Sent,13191,346311,566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-20-05-20-COVID-19-6-PM.pdf,NA,https://t.me/indiacovid/5191,3.66%,4.76,4757,27,75695000
21/05/2020,Tamil Nadu,372532,Samples Sent,13967,357898,667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-21-05-20-COVID-19-6-PM.pdf,NA,https://t.me/indiacovid/5256,3.75%,4.92,4921,27,75695000
22/05/2020,Tamil Nadu,385185,Samples Sent,14735,369929,503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-22-05-20-COVID-19-6-PM.pdf,NA,NA,3.83%,5.09,5089,26,75695000
23/05/2020,Tamil Nadu,397340,Samples Sent,15512,381216,612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-23-05-20-COVID-19-6-PM.pdf,NA,https://t.me/indiacovid/5386,3.90%,5.25,5249,26,75695000
24/05/2020,Tamil Nadu,409615,Samples Sent,16277,392690,648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-24-05-20-COVID-19-6-PM.pdf,NA,NA,3.97%,5.41,5411,25,75695000
25/05/2020,Tamil Nadu,421450,Samples Sent,17082,403762,606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-25-05-20-COVID-19-6-PM.pdf,NA,NA,4.05%,5.57,5568,25,75695000
26/05/2020,Tamil Nadu,431739,Samples Sent,17728,413455,556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-26.05.2020.pdf,NA,NA,4.11%,5.7,5704,24,75695000
27/05/2020,Tamil Nadu,442970,Samples Sent,18545,423775,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-27-05-20-COVID-19-6-PM.pdf,NA,https://t.me/indiacovid/5644,4.19%,5.85,5852,24,75695000
28/05/2020,Tamil Nadu,455216,Samples Sent,19372,435279,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-28-05-20-COVID-19-6-PM-final.pdf,NA,NA,4.26%,6.01,6014,23,75695000
