place,date,first_dose,second_dose,total_doses,source,raw_timestamp,pull_time,precaution_dose
Ladakh,2022-06-08,237080,199429,500272,"",2022-06-08T10:00:00Z,2022-06-08T00:53:02.532448Z,63763
Lakshadweep,2022-06-08,61475,58639,124260,"",2022-06-08T10:00:00Z,2022-06-08T00:53:02.532448Z,4146
Madhya Pradesh,2022-06-08,60381002,57587256,119417937,"",2022-06-08T10:00:00Z,2022-06-08T00:53:02.532448Z,1449679
Maharashtra,2022-06-08,90581867,73822420,167376266,"",2022-06-08T10:00:00Z,2022-06-08T00:53:02.532448Z,2971979
Manipur,2022-06-08,1573701,1236755,2909554,"",2022-06-08T10:00:00Z,2022-06-08T00:53:02.532448Z,99098
Meghalaya,2022-06-08,1420594,1051638,2517161,"",2022-06-08T10:00:00Z,2022-06-08T00:53:02.532448Z,44929
Mizoram,2022-06-08,876808,705627,1629501,"",2022-06-08T10:00:00Z,2022-06-08T00:53:02.532448Z,47066
Nagaland,2022-06-08,911287,721702,1665616,"",2022-06-08T10:00:00Z,2022-06-08T00:53:02.532448Z,32627
Odisha,2022-06-08,34755869,31416808,67596320,"",2022-06-08T10:00:00Z,2022-06-08T00:53:02.532448Z,1423643
Puducherry,2022-06-08,967929,722226,1715228,"",2022-06-08T10:00:00Z,2022-06-08T00:53:02.532448Z,25073
Punjab,2022-06-08,23879010,19511230,44051762,"",2022-06-08T10:00:00Z,2022-06-08T00:53:02.532448Z,661522
Rajasthan,2022-06-08,56408188,48351717,106701528,"",2022-06-08T10:00:00Z,2022-06-08T00:53:02.532448Z,1941623
Sikkim,2022-06-08,586633,542982,1168233,"",2022-06-08T10:00:00Z,2022-06-08T00:53:02.532448Z,38618
Tamil Nadu,2022-06-08,59165261,50602033,110854364,"",2022-06-08T10:00:00Z,2022-06-08T00:53:02.532448Z,1087070
Telangana,2022-06-08,32203989,30604469,63649291,"",2022-06-08T10:00:00Z,2022-06-08T00:53:02.532448Z,840833
Tripura,2022-06-08,2877811,2419901,5435010,"",2022-06-08T10:00:00Z,2022-06-08T00:53:02.532448Z,137298
Uttar Pradesh,2022-06-08,174675618,152515656,330426342,"",2022-06-08T10:00:00Z,2022-06-08T00:53:02.532448Z,3235068
Uttarakhand,2022-06-08,9027315,8412923,18041472,"",2022-06-08T10:00:00Z,2022-06-08T00:53:02.532448Z,601234
West Bengal,2022-06-08,72958814,64491442,140555407,"",2022-06-08T10:00:00Z,2022-06-08T00:53:02.532448Z,3105151
Dadra and Nagar Haveli and Daman and Diu,2022-06-08,776666,622005,1412126,"",2022-06-08T10:00:00Z,2022-06-08T00:53:02.532448Z,
India,2022-06-08,1008797811,894394446,1939082277,"",2022-06-08T10:00:00Z,2022-06-08T00:53:02.532448Z,
Andaman and Nicobar Islands,2022-06-09,343099,340477,709513,"",2022-06-09T10:00:00Z,2022-06-09T00:54:02.295585Z,25937
Andhra Pradesh,2022-06-09,44625332,47458148,96054257,"",2022-06-09T10:00:00Z,2022-06-09T00:54:02.295585Z,3970777
Arunachal Pradesh,2022-06-09,913324,766434,1713378,"",2022-06-09T10:00:00Z,2022-06-09T00:54:02.295585Z,33620
Assam,2022-06-09,24289256,20834410,45623068,"",2022-06-09T10:00:00Z,2022-06-09T00:54:02.295585Z,499402
Bihar,2022-06-09,70846698,60382316,133294818,"",2022-06-09T10:00:00Z,2022-06-09T00:54:02.295585Z,2065804
Chandigarh,2022-06-09,1176375,958575,2183942,"",2022-06-09T10:00:00Z,2022-06-09T00:54:02.295585Z,48992
Chhattisgarh,2022-06-09,20684161,18403708,39653121,"",2022-06-09T10:00:00Z,2022-06-09T00:54:02.295585Z,565252
Delhi,2022-06-09,18076336,15152106,34452177,"",2022-06-09T10:00:00Z,2022-06-09T00:54:02.295585Z,1223735
Goa,2022-06-09,1433482,1280314,2769159,"",2022-06-09T10:00:00Z,2022-06-09T00:54:02.295585Z,55363
Gujarat,2022-06-09,53995406,52827555,110336725,"",2022-06-09T10:00:00Z,2022-06-09T00:54:02.295585Z,3513764
Haryana,2022-06-09,23546558,19304850,43611526,"",2022-06-09T10:00:00Z,2022-06-09T00:54:02.295585Z,760118
Himachal Pradesh,2022-06-09,6596299,6204716,13166072,"",2022-06-09T10:00:00Z,2022-06-09T00:54:02.295585Z,365057
Jammu and Kashmir,2022-06-09,11312114,11365554,23118828,"",2022-06-09T10:00:00Z,2022-06-09T00:54:02.295585Z,441160
Jharkhand,2022-06-09,23393076,16502794,40268358,"",2022-06-09T10:00:00Z,2022-06-09T00:54:02.295585Z,372488
Karnataka,2022-06-09,54539347,52741389,109853370,"",2022-06-09T10:00:00Z,2022-06-09T00:54:02.295585Z,2572634
Kerala,2022-06-09,28810945,24628251,55267512,"",2022-06-09T10:00:00Z,2022-06-09T00:54:02.295585Z,1828316
Ladakh,2022-06-09,237092,199524,501952,"",2022-06-09T10:00:00Z,2022-06-09T00:54:02.295585Z,65336
Lakshadweep,2022-06-09,61475,58684,124307,"",2022-06-09T10:00:00Z,2022-06-09T00:54:02.295585Z,4148
Madhya Pradesh,2022-06-09,60383426,57621010,119475333,"",2022-06-09T10:00:00Z,2022-06-09T00:54:02.295585Z,1470897
Maharashtra,2022-06-09,90593824,73873791,167481257,"",2022-06-09T10:00:00Z,2022-06-09T00:54:02.295585Z,3013642
Manipur,2022-06-09,1574879,1238064,2912448,"",2022-06-09T10:00:00Z,2022-06-09T00:54:02.295585Z,99505
Meghalaya,2022-06-09,1421698,1052667,2519603,"",2022-06-09T10:00:00Z,2022-06-09T00:54:02.295585Z,45238
Mizoram,2022-06-09,877082,706450,1630831,"",2022-06-09T10:00:00Z,2022-06-09T00:54:02.295585Z,47299
Nagaland,2022-06-09,911462,722078,1666354,"",2022-06-09T10:00:00Z,2022-06-09T00:54:02.295585Z,32814
Odisha,2022-06-09,34761296,31439526,67635431,"",2022-06-09T10:00:00Z,2022-06-09T00:54:02.295585Z,1434609
Puducherry,2022-06-09,968021,722718,1715949,"",2022-06-09T10:00:00Z,2022-06-09T00:54:02.295585Z,25210
Punjab,2022-06-09,23882893,19534489,44081766,"",2022-06-09T10:00:00Z,2022-06-09T00:54:02.295585Z,664384
Rajasthan,2022-06-09,56412666,48387892,106750747,"",2022-06-09T10:00:00Z,2022-06-09T00:54:02.295585Z,1950189
Sikkim,2022-06-09,586684,543001,1168305,"",2022-06-09T10:00:00Z,2022-06-09T00:54:02.295585Z,38620
Tamil Nadu,2022-06-09,59171457,50635268,110897172,"",2022-06-09T10:00:00Z,2022-06-09T00:54:02.295585Z,1090447
Telangana,2022-06-09,32206048,30618098,63672106,"",2022-06-09T10:00:00Z,2022-06-09T00:54:02.295585Z,847960
Tripura,2022-06-09,2878025,2420359,5435927,"",2022-06-09T10:00:00Z,2022-06-09T00:54:02.295585Z,137543
Uttar Pradesh,2022-06-09,174722551,152961285,330931702,"",2022-06-09T10:00:00Z,2022-06-09T00:54:02.295585Z,3247866
Uttarakhand,2022-06-09,9028082,8417337,18049802,"",2022-06-09T10:00:00Z,2022-06-09T00:54:02.295585Z,604383
West Bengal,2022-06-09,72962094,64508852,140597226,"",2022-06-09T10:00:00Z,2022-06-09T00:54:02.295585Z,3126280
Dadra and Nagar Haveli and Daman and Diu,2022-06-09,776713,622118,1412427,"",2022-06-09T10:00:00Z,2022-06-09T00:54:02.295585Z,
India,2022-06-09,1008999276,895434808,1940736469,"",2022-06-09T10:00:00Z,2022-06-09T00:54:02.295585Z,
Andaman and Nicobar Islands,2022-06-10,343288,340521,709814,"",2022-06-10T10:00:00Z,2022-06-10T01:09:47.408272Z,26005
Andhra Pradesh,2022-06-10,44625662,47462353,96090496,"",2022-06-10T10:00:00Z,2022-06-10T01:09:47.408272Z,4002481
Arunachal Pradesh,2022-06-10,913958,767008,1714741,"",2022-06-10T10:00:00Z,2022-06-10T01:09:47.408272Z,33775
Assam,2022-06-10,24330913,20891129,45733737,"",2022-06-10T10:00:00Z,2022-06-10T01:09:47.408272Z,511695
Bihar,2022-06-10,70873815,60488650,133496003,"",2022-06-10T10:00:00Z,2022-06-10T01:09:47.408272Z,2133538
Chandigarh,2022-06-10,1176431,959045,2184632,"",2022-06-10T10:00:00Z,2022-06-10T01:09:47.408272Z,49156
Chhattisgarh,2022-06-10,20688427,18421607,39679538,"",2022-06-10T10:00:00Z,2022-06-10T01:09:47.408272Z,569504
Delhi,2022-06-10,18079396,15160111,34476487,"",2022-06-10T10:00:00Z,2022-06-10T01:09:47.408272Z,1236980
Goa,2022-06-10,1433596,1280697,2770213,"",2022-06-10T10:00:00Z,2022-06-10T01:09:47.408272Z,55920
Gujarat,2022-06-10,54000273,52869937,110428628,"",2022-06-10T10:00:00Z,2022-06-10T01:09:47.408272Z,3558418
Haryana,2022-06-10,23547862,19310786,43628697,"",2022-06-10T10:00:00Z,2022-06-10T01:09:47.408272Z,770049
Himachal Pradesh,2022-06-10,6596662,6206693,13172242,"",2022-06-10T10:00:00Z,2022-06-10T01:09:47.408272Z,368887
Jammu and Kashmir,2022-06-10,11312717,11370498,23126528,"",2022-06-10T10:00:00Z,2022-06-10T01:09:47.408272Z,443313
Jharkhand,2022-06-10,23397204,16514710,40286456,"",2022-06-10T10:00:00Z,2022-06-10T01:09:47.408272Z,374542
Karnataka,2022-06-10,54556225,52786473,109946465,"",2022-06-10T10:00:00Z,2022-06-10T01:09:47.408272Z,2603767
Kerala,2022-06-10,28816637,24638250,55292807,"",2022-06-10T10:00:00Z,2022-06-10T01:09:47.408272Z,1837920
Ladakh,2022-06-10,237119,199592,503380,"",2022-06-10T10:00:00Z,2022-06-10T01:09:47.408272Z,66669
Lakshadweep,2022-06-10,61477,58684,124310,"",2022-06-10T10:00:00Z,2022-06-10T01:09:47.408272Z,4149
Madhya Pradesh,2022-06-10,60383881,57632294,119494260,"",2022-06-10T10:00:00Z,2022-06-10T01:09:47.408272Z,1478085
Maharashtra,2022-06-10,90605540,73922466,167581625,"",2022-06-10T10:00:00Z,2022-06-10T01:09:47.408272Z,3053619
Manipur,2022-06-10,1576251,1239368,2915520,"",2022-06-10T10:00:00Z,2022-06-10T01:09:47.408272Z,99901
Meghalaya,2022-06-10,1422777,1053741,2522063,"",2022-06-10T10:00:00Z,2022-06-10T01:09:47.408272Z,45545
Mizoram,2022-06-10,877402,707910,1632807,"",2022-06-10T10:00:00Z,2022-06-10T01:09:47.408272Z,47495
Nagaland,2022-06-10,911693,722692,1667506,"",2022-06-10T10:00:00Z,2022-06-10T01:09:47.408272Z,33121
Odisha,2022-06-10,34767374,31463205,67676503,"",2022-06-10T10:00:00Z,2022-06-10T01:09:47.408272Z,1445924
Puducherry,2022-06-10,968118,723256,1716713,"",2022-06-10T10:00:00Z,2022-06-10T01:09:47.408272Z,25339
Punjab,2022-06-10,23886909,19566740,44122089,"",2022-06-10T10:00:00Z,2022-06-10T01:09:47.408272Z,668440
Rajasthan,2022-06-10,56416496,48415638,106789093,"",2022-06-10T10:00:00Z,2022-06-10T01:09:47.408272Z,1956959
Sikkim,2022-06-10,586864,543183,1168706,"",2022-06-10T10:00:00Z,2022-06-10T01:09:47.408272Z,38659
Tamil Nadu,2022-06-10,59181045,50673897,110947798,"",2022-06-10T10:00:00Z,2022-06-10T01:09:47.408272Z,1092856
Telangana,2022-06-10,32208362,30633574,63697320,"",2022-06-10T10:00:00Z,2022-06-10T01:09:47.408272Z,855384
Tripura,2022-06-10,2878448,2421330,5437775,"",2022-06-10T10:00:00Z,2022-06-10T01:09:47.408272Z,137997
Uttar Pradesh,2022-06-10,174787882,153505343,331558449,"",2022-06-10T10:00:00Z,2022-06-10T01:09:47.408272Z,3265224
Uttarakhand,2022-06-10,9028743,8421959,18057646,"",2022-06-10T10:00:00Z,2022-06-10T01:09:47.408272Z,606944
West Bengal,2022-06-10,72964537,64524189,140634067,"",2022-06-10T10:00:00Z,2022-06-10T01:09:47.408272Z,3145341
Dadra and Nagar Haveli and Daman and Diu,2022-06-10,776752,622201,1412656,"",2022-06-10T10:00:00Z,2022-06-10T01:09:47.408272Z,
India,2022-06-10,1009220736,896519730,1942397770,"",2022-06-10T10:00:00Z,2022-06-10T01:09:47.408272Z,
Andaman and Nicobar Islands,2022-06-11,343313,340540,709903,"",2022-06-11T10:30:00Z,2022-06-11T01:09:51.773130Z,26050
Andhra Pradesh,2022-06-11,44626078,47467602,96131177,"",2022-06-11T10:30:00Z,2022-06-11T01:09:51.773130Z,4037497
Arunachal Pradesh,2022-06-11,914828,767799,1716680,"",2022-06-11T10:30:00Z,2022-06-11T01:09:51.773130Z,34053
Assam,2022-06-11,24369410,20944089,45841896,"",2022-06-11T10:30:00Z,2022-06-11T01:09:51.773130Z,528397
Bihar,2022-06-11,70889228,60542526,133599513,"",2022-06-11T10:30:00Z,2022-06-11T01:09:51.773130Z,2167759
Chandigarh,2022-06-11,1176528,959568,2185490,"",2022-06-11T10:30:00Z,2022-06-11T01:09:51.773130Z,49394
Chhattisgarh,2022-06-11,20690387,18432947,39697029,"",2022-06-11T10:30:00Z,2022-06-11T01:09:51.773130Z,573695
Delhi,2022-06-11,18081379,15166350,34496584,"",2022-06-11T10:30:00Z,2022-06-11T01:09:51.773130Z,1248855
Goa,2022-06-11,1433773,1281043,2771585,"",2022-06-11T10:30:00Z,2022-06-11T01:09:51.773130Z,56769
Gujarat,2022-06-11,54001860,52892415,110480060,"",2022-06-11T10:30:00Z,2022-06-11T01:09:51.773130Z,3585785
Haryana,2022-06-11,23549390,19318514,43649880,"",2022-06-11T10:30:00Z,2022-06-11T01:09:51.773130Z,781976
Himachal Pradesh,2022-06-11,6597188,6208662,13178715,"",2022-06-11T10:30:00Z,2022-06-11T01:09:51.773130Z,372865
Jammu and Kashmir,2022-06-11,11313547,11373934,23132751,"",2022-06-11T10:30:00Z,2022-06-11T01:09:51.773130Z,445270
Jharkhand,2022-06-11,23402109,16527820,40306878,"",2022-06-11T10:30:00Z,2022-06-11T01:09:51.773130Z,376949
Karnataka,2022-06-11,54577980,52837550,110050944,"",2022-06-11T10:30:00Z,2022-06-11T01:09:51.773130Z,2635414
Kerala,2022-06-11,28826884,24650240,55325051,"",2022-06-11T10:30:00Z,2022-06-11T01:09:51.773130Z,1847927
Ladakh,2022-06-11,237140,199650,504395,"",2022-06-11T10:30:00Z,2022-06-11T01:09:51.773130Z,67605
Lakshadweep,2022-06-11,61477,58684,124310,"",2022-06-11T10:30:00Z,2022-06-11T01:09:51.773130Z,4149
Madhya Pradesh,2022-06-11,60385089,57657030,119535326,"",2022-06-11T10:30:00Z,2022-06-11T01:09:51.773130Z,1493207
Maharashtra,2022-06-11,90617109,73972432,167689625,"",2022-06-11T10:30:00Z,2022-06-11T01:09:51.773130Z,3100084
Manipur,2022-06-11,1577806,1240680,2919177,"",2022-06-11T10:30:00Z,2022-06-11T01:09:51.773130Z,100691
Meghalaya,2022-06-11,1424025,1055119,2524991,"",2022-06-11T10:30:00Z,2022-06-11T01:09:51.773130Z,45847
Mizoram,2022-06-11,878025,709054,1634895,"",2022-06-11T10:30:00Z,2022-06-11T01:09:51.773130Z,47816
Nagaland,2022-06-11,911937,723601,1669091,"",2022-06-11T10:30:00Z,2022-06-11T01:09:51.773130Z,33553
Odisha,2022-06-11,34773013,31488399,67718536,"",2022-06-11T10:30:00Z,2022-06-11T01:09:51.773130Z,1457124
Puducherry,2022-06-11,968234,723804,1717583,"",2022-06-11T10:30:00Z,2022-06-11T01:09:51.773130Z,25545
Punjab,2022-06-11,23891197,19600157,44166550,"",2022-06-11T10:30:00Z,2022-06-11T01:09:51.773130Z,675196
Rajasthan,2022-06-11,56421249,48456365,106846421,"",2022-06-11T10:30:00Z,2022-06-11T01:09:51.773130Z,1968807
Sikkim,2022-06-11,586915,543222,1168818,"",2022-06-11T10:30:00Z,2022-06-11T01:09:51.773130Z,38681
Tamil Nadu,2022-06-11,59188328,50717193,111001553,"",2022-06-11T10:30:00Z,2022-06-11T01:09:51.773130Z,1096032
Telangana,2022-06-11,32210037,30645513,63718846,"",2022-06-11T10:30:00Z,2022-06-11T01:09:51.773130Z,863296
Tripura,2022-06-11,2878478,2421558,5438417,"",2022-06-11T10:30:00Z,2022-06-11T01:09:51.773130Z,138381
Uttar Pradesh,2022-06-11,174849939,154057962,332190299,"",2022-06-11T10:30:00Z,2022-06-11T01:09:51.773130Z,3282398
Uttarakhand,2022-06-11,9030812,8431363,18075534,"",2022-06-11T10:30:00Z,2022-06-11T01:09:51.773130Z,613359
West Bengal,2022-06-11,72969341,64549981,140692747,"",2022-06-11T10:30:00Z,2022-06-11T01:09:51.773130Z,3173425
Dadra and Nagar Haveli and Daman and Diu,2022-06-11,776811,622352,1413797,"",2022-06-11T10:30:00Z,2022-06-11T01:09:51.773130Z,
India,2022-06-11,1009430844,897585718,1944025047,"",2022-06-11T10:30:00Z,2022-06-11T01:09:51.773130Z,
Andaman and Nicobar Islands,2022-06-12,343418,340642,710236,"",2022-06-12T10:30:00Z,2022-06-12T01:09:39.453614Z,26176
Andhra Pradesh,2022-06-12,44626293,47468857,96147003,"",2022-06-12T10:30:00Z,2022-06-12T01:09:39.453614Z,4051853
Arunachal Pradesh,2022-06-12,915320,768248,1717729,"",2022-06-12T10:30:00Z,2022-06-12T01:09:39.453614Z,34161
Assam,2022-06-12,24395401,20983112,45918319,"",2022-06-12T10:30:00Z,2022-06-12T01:09:39.453614Z,539806
Bihar,2022-06-12,70907662,60602703,133727008,"",2022-06-12T10:30:00Z,2022-06-12T01:09:39.453614Z,2216643
Chandigarh,2022-06-12,1176612,960121,2186503,"",2022-06-12T10:30:00Z,2022-06-12T01:09:39.453614Z,49770
Chhattisgarh,2022-06-12,20692009,18441456,39711123,"",2022-06-12T10:30:00Z,2022-06-12T01:09:39.453614Z,577658
Delhi,2022-06-12,18084031,15175003,34527986,"",2022-06-12T10:30:00Z,2022-06-12T01:09:39.453614Z,1268952
Goa,2022-06-12,1433875,1281246,2772315,"",2022-06-12T10:30:00Z,2022-06-12T01:09:39.453614Z,57194
Gujarat,2022-06-12,54002999,52908369,110515387,"",2022-06-12T10:30:00Z,2022-06-12T01:09:39.453614Z,3604019
Haryana,2022-06-12,23550796,19327387,43674182,"",2022-06-12T10:30:00Z,2022-06-12T01:09:39.453614Z,795999
Himachal Pradesh,2022-06-12,6597279,6209120,13181160,"",2022-06-12T10:30:00Z,2022-06-12T01:09:39.453614Z,374761
Jammu and Kashmir,2022-06-12,11314604,11378455,23139562,"",2022-06-12T10:30:00Z,2022-06-12T01:09:39.453614Z,446503
Jharkhand,2022-06-12,23406655,16538046,40323778,"",2022-06-12T10:30:00Z,2022-06-12T01:09:39.453614Z,379077
Karnataka,2022-06-12,54587306,52872910,110121827,"",2022-06-12T10:30:00Z,2022-06-12T01:09:39.453614Z,2661611
Kerala,2022-06-12,28840829,24673409,55370109,"",2022-06-12T10:30:00Z,2022-06-12T01:09:39.453614Z,1855871
Ladakh,2022-06-12,237146,199700,505734,"",2022-06-12T10:30:00Z,2022-06-12T01:09:39.453614Z,68888
Lakshadweep,2022-06-12,61477,58684,124310,"",2022-06-12T10:30:00Z,2022-06-12T01:09:39.453614Z,4149
Madhya Pradesh,2022-06-12,60387820,57679171,119577338,"",2022-06-12T10:30:00Z,2022-06-12T01:09:39.453614Z,1510347
Maharashtra,2022-06-12,90629960,74015872,167799618,"",2022-06-12T10:30:00Z,2022-06-12T01:09:39.453614Z,3153786
Manipur,2022-06-12,1578099,1241411,2920609,"",2022-06-12T10:30:00Z,2022-06-12T01:09:39.453614Z,101099
Meghalaya,2022-06-12,1424298,1055601,2525962,"",2022-06-12T10:30:00Z,2022-06-12T01:09:39.453614Z,46063
Mizoram,2022-06-12,878035,709056,1634916,"",2022-06-12T10:30:00Z,2022-06-12T01:09:39.453614Z,47825
Nagaland,2022-06-12,911988,723854,1669506,"",2022-06-12T10:30:00Z,2022-06-12T01:09:39.453614Z,33664
Odisha,2022-06-12,34778960,31514458,67762940,"",2022-06-12T10:30:00Z,2022-06-12T01:09:39.453614Z,1469522
Puducherry,2022-06-12,968404,724449,1718584,"",2022-06-12T10:30:00Z,2022-06-12T01:09:39.453614Z,25731
Punjab,2022-06-12,23895119,19633425,44208902,"",2022-06-12T10:30:00Z,2022-06-12T01:09:39.453614Z,680358
Rajasthan,2022-06-12,56426734,48499263,106906483,"",2022-06-12T10:30:00Z,2022-06-12T01:09:39.453614Z,1980486
Sikkim,2022-06-12,586928,543261,1168870,"",2022-06-12T10:30:00Z,2022-06-12T01:09:39.453614Z,38681
Tamil Nadu,2022-06-12,59202468,50774520,111077348,"",2022-06-12T10:30:00Z,2022-06-12T01:09:39.453614Z,1100360
Telangana,2022-06-12,32212610,30656337,63741927,"",2022-06-12T10:30:00Z,2022-06-12T01:09:39.453614Z,872980
Tripura,2022-06-12,2878830,2422555,5440281,"",2022-06-12T10:30:00Z,2022-06-12T01:09:39.453614Z,138896
Uttar Pradesh,2022-06-12,174892794,154508976,332700631,"",2022-06-12T10:30:00Z,2022-06-12T01:09:39.453614Z,3298861
Uttarakhand,2022-06-12,9032265,8438136,18088800,"",2022-06-12T10:30:00Z,2022-06-12T01:09:39.453614Z,618399
West Bengal,2022-06-12,72971485,64561710,140730287,"",2022-06-12T10:30:00Z,2022-06-12T01:09:39.453614Z,3197092
Dadra and Nagar Haveli and Daman and Diu,2022-06-12,776841,622455,1415204,"",2022-06-12T10:30:00Z,2022-06-12T01:09:39.453614Z,
India,2022-06-12,1009607350,898511978,1945462477,"",2022-06-12T10:30:00Z,2022-06-12T01:09:39.453614Z,
Andaman and Nicobar Islands,2022-06-13,343418,340645,710248,"",2022-06-13T10:30:00Z,2022-06-13T01:10:14.334921Z,26185
Andhra Pradesh,2022-06-13,44626319,47469042,96148224,"",2022-06-13T10:30:00Z,2022-06-13T01:10:14.334921Z,4052863
Arunachal Pradesh,2022-06-13,915354,768308,1717849,"",2022-06-13T10:30:00Z,2022-06-13T01:10:14.334921Z,34187
Assam,2022-06-13,24398352,20989649,45930672,"",2022-06-13T10:30:00Z,2022-06-13T01:10:14.334921Z,542671
Bihar,2022-06-13,70915150,60626859,133774828,"",2022-06-13T10:30:00Z,2022-06-13T01:10:14.334921Z,2232819
Chandigarh,2022-06-13,1176664,960341,2186862,"",2022-06-13T10:30:00Z,2022-06-13T01:10:14.334921Z,49857
Chhattisgarh,2022-06-13,20692474,18443226,39715078,"",2022-06-13T10:30:00Z,2022-06-13T01:10:14.334921Z,579378
Delhi,2022-06-13,18084870,15177092,34538051,"",2022-06-13T10:30:00Z,2022-06-13T01:10:14.334921Z,1276089
Goa,2022-06-13,1433886,1281292,2773149,"",2022-06-13T10:30:00Z,2022-06-13T01:10:14.334921Z,57971
Gujarat,2022-06-13,54003067,52908862,110518835,"",2022-06-13T10:30:00Z,2022-06-13T01:10:14.334921Z,3606906
Haryana,2022-06-13,23551210,19330050,43680704,"",2022-06-13T10:30:00Z,2022-06-13T01:10:14.334921Z,799444
Himachal Pradesh,2022-06-13,6597279,6209120,13181177,"",2022-06-13T10:30:00Z,2022-06-13T01:10:14.334921Z,374778
Jammu and Kashmir,2022-06-13,11315013,11378914,23140671,"",2022-06-13T10:30:00Z,2022-06-13T01:10:14.334921Z,446744
Jharkhand,2022-06-13,23408459,16542804,40331064,"",2022-06-13T10:30:00Z,2022-06-13T01:10:14.334921Z,379801
Karnataka,2022-06-13,54589069,52876912,110134624,"",2022-06-13T10:30:00Z,2022-06-13T01:10:14.334921Z,2668643
Kerala,2022-06-13,28841109,24673706,55372073,"",2022-06-13T10:30:00Z,2022-06-13T01:10:14.334921Z,1857258
Ladakh,2022-06-13,237146,199700,505755,"",2022-06-13T10:30:00Z,2022-06-13T01:10:14.334921Z,68909
Lakshadweep,2022-06-13,61477,58684,124310,"",2022-06-13T10:30:00Z,2022-06-13T01:10:14.334921Z,4149
Madhya Pradesh,2022-06-13,60387881,57680200,119580249,"",2022-06-13T10:30:00Z,2022-06-13T01:10:14.334921Z,1512168
Maharashtra,2022-06-13,90630653,74019856,167818083,"",2022-06-13T10:30:00Z,2022-06-13T01:10:14.334921Z,3167574
Manipur,2022-06-13,1578127,1241689,2920955,"",2022-06-13T10:30:00Z,2022-06-13T01:10:14.334921Z,101139
Meghalaya,2022-06-13,1424327,1055609,2525999,"",2022-06-13T10:30:00Z,2022-06-13T01:10:14.334921Z,46063
Mizoram,2022-06-13,878035,709056,1634916,"",2022-06-13T10:30:00Z,2022-06-13T01:10:14.334921Z,47825
Nagaland,2022-06-13,911998,723919,1669620,"",2022-06-13T10:30:00Z,2022-06-13T01:10:14.334921Z,33703
Odisha,2022-06-13,34781391,31525141,67782140,"",2022-06-13T10:30:00Z,2022-06-13T01:10:14.334921Z,1475608
Puducherry,2022-06-13,969141,727580,1723213,"",2022-06-13T10:30:00Z,2022-06-13T01:10:14.334921Z,26492
Punjab,2022-06-13,23895658,19636771,44213357,"",2022-06-13T10:30:00Z,2022-06-13T01:10:14.334921Z,680928
Rajasthan,2022-06-13,56427688,48508892,106918130,"",2022-06-13T10:30:00Z,2022-06-13T01:10:14.334921Z,1981550
Sikkim,2022-06-13,586931,543273,1168885,"",2022-06-13T10:30:00Z,2022-06-13T01:10:14.334921Z,38681
Tamil Nadu,2022-06-13,59317940,51474998,111967800,"",2022-06-13T10:30:00Z,2022-06-13T01:10:14.334921Z,1174862
Telangana,2022-06-13,32212988,30658063,63746610,"",2022-06-13T10:30:00Z,2022-06-13T01:10:14.334921Z,875559
Tripura,2022-06-13,2878830,2422559,5440287,"",2022-06-13T10:30:00Z,2022-06-13T01:10:14.334921Z,138898
Uttar Pradesh,2022-06-13,174906479,154679136,332891059,"",2022-06-13T10:30:00Z,2022-06-13T01:10:14.334921Z,3305444
Uttarakhand,2022-06-13,9032396,8439348,18091622,"",2022-06-13T10:30:00Z,2022-06-13T01:10:14.334921Z,619878
West Bengal,2022-06-13,72971677,64563116,140740986,"",2022-06-13T10:30:00Z,2022-06-13T01:10:14.334921Z,3206193
Dadra and Nagar Haveli and Daman and Diu,2022-06-13,776841,622456,1415208,"",2022-06-13T10:30:00Z,2022-06-13T01:10:14.334921Z,
India,2022-06-13,1009759297,899466868,1946733293,"",2022-06-13T10:30:00Z,2022-06-13T01:10:14.334921Z,
Andaman and Nicobar Islands,2022-06-14,343456,340684,710384,"",2022-06-14T10:30:00Z,2022-06-14T01:11:22.967Z,26244
Andhra Pradesh,2022-06-14,44626836,47471176,96185031,"",2022-06-14T10:30:00Z,2022-06-14T01:11:22.967Z,4087019
Arunachal Pradesh,2022-06-14,916472,769385,1720354,"",2022-06-14T10:30:00Z,2022-06-14T01:11:22.967Z,34497
Assam,2022-06-14,24428957,21036439,46020585,"",2022-06-14T10:30:00Z,2022-06-14T01:11:22.967Z,555189
Bihar,2022-06-14,70933843,60688219,133909155,"",2022-06-14T10:30:00Z,2022-06-14T01:11:22.967Z,2287093
Chandigarh,2022-06-14,1176773,960812,2187742,"",2022-06-14T10:30:00Z,2022-06-14T01:11:22.967Z,50157
Chhattisgarh,2022-06-14,20694904,18454735,39735722,"",2022-06-14T10:30:00Z,2022-06-14T01:11:22.967Z,586083
Delhi,2022-06-14,18087503,15184567,34562982,"",2022-06-14T10:30:00Z,2022-06-14T01:11:22.967Z,1290912
Goa,2022-06-14,1433979,1281474,2773929,"",2022-06-14T10:30:00Z,2022-06-14T01:11:22.967Z,58476
Gujarat,2022-06-14,54004520,52922636,110556405,"",2022-06-14T10:30:00Z,2022-06-14T01:11:22.967Z,3629249
Haryana,2022-06-14,23552868,19341182,43706745,"",2022-06-14T10:30:00Z,2022-06-14T01:11:22.967Z,812695
Himachal Pradesh,2022-06-14,6597619,6210612,13185976,"",2022-06-14T10:30:00Z,2022-06-14T01:11:22.967Z,377745
