Updated On,State,"RT-PCR Test(Includes TrueNat,CBNAAT,CRISPR)",RAT(Rapid Antigen Test),Other Tests,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine...12,Tag (People in Quarantine),Total People Released From Quarantine,Total People Currently in Quarantine...15,Tag(People in Quarantine),Cumulative People in Home Isolation,Total People Currently in Isolation,Tag(People in Isolation),People released from Home Isolation,"Cases outside Home Isolation i.e Institutional Isolation,Hospital Etc.",Cumulative People in Surveillance,Total People Currently in Surveillance,Tag(People in Surveillance),People released from Surveillance,Cumulative People in Observation,People released from Observation,People on ICU Beds,People on Ventilator,People on O2 Beds,Beds Occupied(Normal/Isolation),Total Num ICU Beds,Total Num Ventilators,Total Num of O2 Beds,Total Num Beds (Normal/Isolation),Total PPE,Total N95 Masks,COVID Enquiry Calls,Number of Containment Zones,Cumulative Number of Symptomatic Cases,Cumulative Number of Asymptomatic Cases,Unknown(Nature of Cases),Tag(Nature of Cases),Male(Confirmed Cases),Female(Confirmed Cases),Transgender(Confirmed Cases),Unknown(Confirmed Cases),Male(Deceased Cases),Female(Deceased Cases),Transgender(Deceased Cases),Unknown(Deceased Cases),Source1,Source2,Source3,Source 4
18/12/2020,Uttarakhand,NA,NA,NA,1586410,Tested,NA,1501141,17979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIBDehradun/status/1339916160809091072?s=20,https://health.uk.gov.in/pages/view/111-covid19-health-bulletin-for-uttarakhand-page-11,https://twitter.com/DDnews_dehradun/status/1338468960589639680/photo/2,NA
19/12/2020,Uttarakhand,NA,NA,NA,1602656,Tested,NA,1516803,17701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIBDehradun/status/1340274827920175109?s=20,https://health.uk.gov.in/pages/view/111-covid19-health-bulletin-for-uttarakhand-page-11,https://twitter.com/DDnews_dehradun/status/1338468960589639680/photo/2,NA
20/12/2020,Uttarakhand,NA,NA,NA,1616842,Tested,NA,1530525,12690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIBDehradun/status/1340649875071852544?s=20,https://health.uk.gov.in/pages/view/111-covid19-health-bulletin-for-uttarakhand-page-11,https://twitter.com/DDnews_dehradun/status/1340641424614670341/photo/2,NA
21/12/2020,Uttarakhand,NA,NA,NA,1633039,Tested,NA,1546274,14714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1341001918793932801?s=20,https://health.uk.gov.in/pages/view/111-covid19-health-bulletin-for-uttarakhand-page-11,https://twitter.com/PIBDehradun/status/1340649875071852544?s=20,NA
22/12/2020,Uttarakhand,NA,NA,NA,1650000,Tested,NA,1562624,16893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1341362056000225281?s=20,https://health.uk.gov.in/pages/view/111-covid19-health-bulletin-for-uttarakhand-page-11,https://twitter.com/PIBDehradun/status/1340649875071852544?s=20,NA
23/12/2020,Uttarakhand,NA,NA,NA,1666855,Tested,NA,1578915,15393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIBDehradun/status/1341747579646664709/photo/2,https://health.uk.gov.in/pages/view/111-covid19-health-bulletin-for-uttarakhand-page-11,https://twitter.com/DDnews_dehradun/status/1341362056000225281?s=20,NA
24/12/2020,Uttarakhand,NA,NA,NA,1681063,Tested,NA,1592687,14675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIBDehradun/status/1342091423018078208?s=20,https://health.uk.gov.in/pages/view/111-covid19-health-bulletin-for-uttarakhand-page-11,https://twitter.com/DDnews_dehradun/status/1341362056000225281?s=20,NA
25/12/2020,Uttarakhand,NA,NA,NA,1695770,Tested,NA,1606926,13854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.uk.gov.in/files/2020.12.25_Health_Bulletin_1.pdf,https://health.uk.gov.in/pages/view/111-covid19-health-bulletin-for-uttarakhand-page-11,https://twitter.com/DDnews_dehradun/status/1342466017054715906/photo/2,NA
26/12/2020,Uttarakhand,NA,NA,NA,1711094,Tested,NA,1621876,13471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIBDehradun/status/1342817762377302017?s=20,https://health.uk.gov.in/pages/view/111-covid19-health-bulletin-for-uttarakhand-page-11,https://twitter.com/DDnews_dehradun/status/1342466017054715906/photo/2,NA
27/12/2020,Uttarakhand,NA,NA,NA,1722762,Tested,NA,1633182,10574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/4594,https://health.uk.gov.in/pages/view/111-covid19-health-bulletin-for-uttarakhand-page-11,NA,NA
28/12/2020,Uttarakhand,NA,NA,NA,1734682,Tested,NA,1644382,12862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIBDehradun/status/1343537931101696002?s=20,https://health.uk.gov.in/pages/view/111-covid19-health-bulletin-for-uttarakhand-page-11,https://twitter.com/DDnews_dehradun/status/1342466017054715906/photo/2,NA
29/12/2020,Uttarakhand,NA,NA,NA,1749909,Tested,NA,1659742,14408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIBDehradun/status/1343902823960854531?s=20,https://health.uk.gov.in/pages/view/111-covid19-health-bulletin-for-uttarakhand-page-11,https://twitter.com/DDnews_dehradun/status/1342466017054715906/photo/2,NA
30/12/2020,Uttarakhand,NA,NA,NA,1764992,Tested,NA,1674376,14314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIBDehradun/status/1344268645069770753?s=20,https://health.uk.gov.in/pages/view/111-covid19-health-bulletin-for-uttarakhand-page-11,https://twitter.com/DDnews_dehradun/status/1342466017054715906/photo/2,NA
31/12/2020,Uttarakhand,NA,NA,NA,1777371,Tested,NA,1686451,14250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIBDehradun/status/1344624904923013120?s=20,https://health.uk.gov.in/pages/view/111-covid19-health-bulletin-for-uttarakhand-page-11,https://twitter.com/DDnews_dehradun/status/1342466017054715906/photo/2,NA
01/01/2021,Uttarakhand,NA,NA,NA,1791371,Tested,NA,1700090,12821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.uk.gov.in/files/2021.01.01_Health_Bulletin_1.pdf,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,https://twitter.com/DDnews_dehradun/status/1342466017054715906/photo/2,NA
02/01/2021,Uttarakhand,NA,NA,NA,1805057,Tested,NA,1713513,11468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.uk.gov.in/files/2021.01.02_Health_Bulletin_2.pdf,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,https://twitter.com/DDnews_dehradun/status/1342466017054715906/photo/2,NA
03/01/2021,Uttarakhand,NA,NA,NA,1817112,Tested,NA,1725301,7154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.uk.gov.in/files/2021.01.03_Health_Bulletin_2.pdf,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,https://twitter.com/DDnews_dehradun/status/1342466017054715906/photo/2,NA
04/01/2021,Uttarakhand,NA,NA,NA,1830267,Tested,NA,1738155,11969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1346087296995446784?s=20,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,https://twitter.com/DDnews_dehradun/status/1342466017054715906/photo/2,NA
05/01/2021,Uttarakhand,NA,NA,NA,1842877,Tested,NA,1750511,12140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1346440049248722945?s=20,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,https://twitter.com/DDnews_dehradun/status/1342466017054715906/photo/2,NA
06/01/2021,Uttarakhand,NA,NA,NA,1856630,Tested,NA,1764037,11579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1346801450869878786?s=20,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,https://twitter.com/DDnews_dehradun/status/1342466017054715906/photo/2,NA
07/01/2021,Uttarakhand,NA,NA,NA,1867428,Tested,NA,1774586,12064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.uk.gov.in/files/2021.01.07_Health_Bulletin.pdf,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,https://twitter.com/DDnews_dehradun/status/1342466017054715906/photo/2,NA
08/01/2021,Uttarakhand,NA,NA,NA,1881487,Tested,NA,1788376,13452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1347528181268443137/photo/2,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,https://twitter.com/DDnews_dehradun/status/1342466017054715906/photo/2,NA
09/01/2021,Uttarakhand,NA,NA,NA,1894977,Tested,NA,1801579,11905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1347889532369137664/photo/2,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,https://twitter.com/DDnews_dehradun/status/1342466017054715906/photo/2,NA
10/01/2021,Uttarakhand,NA,NA,NA,1905558,Tested,NA,1811937,7698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1348249119484047361?s=20,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,NA,NA
11/01/2021,Uttarakhand,NA,NA,NA,1915738,Tested,NA,1821961,11880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1348611718700621824?s=20,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,NA,NA
12/01/2021,Uttarakhand,NA,NA,NA,1928509,Tested,NA,1834548,12690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1348993375567966209?s=20,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,NA,NA
13/01/2021,Uttarakhand,NA,NA,NA,1939315,Tested,NA,1845145,11301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.uk.gov.in/files/2021.01.13_Health_Bulletin.pdf,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,https://twitter.com/DDnews_dehradun/status/1342466017054715906/photo/2,NA
14/01/2021,Uttarakhand,NA,NA,NA,1947524,Tested,NA,1853200,9577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1349699200825528321?s=20,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,NA,NA
15/01/2021,Uttarakhand,NA,NA,NA,1958238,Tested,NA,1863773,12310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1350063794001592322?s=20,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,NA,NA
16/01/2021,Uttarakhand,NA,NA,NA,1974851,Tested,NA,1880160,11897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1350422799328837637?s=20,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,NA,NA
17/01/2021,Uttarakhand,NA,NA,NA,1983478,Tested,NA,1888675,6494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1350788781616467970?s=20,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,https://twitter.com/DDnews_dehradun/status/1350788781616467970?s=20,NA
18/01/2021,Uttarakhand,NA,NA,NA,1995328,Tested,NA,1900405,12333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIBDehradun/status/1351159268469137408/photo/1,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,https://twitter.com/DDnews_dehradun/status/1350788781616467970?s=20,https://twitter.com/PIBDehradun/status/1351160249583951872
19/01/2021,Uttarakhand,NA,NA,NA,2005841,Tested,NA,1910802,13955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.uk.gov.in/files/2021.01.19_Health_Bulletin_1.pdf,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,https://twitter.com/DDnews_dehradun/status/1350788781616467970?s=20,https://health.uk.gov.in/files/2021.01.19_Health_Bulletin_2.pdf
20/01/2021,Uttarakhand,NA,NA,NA,2019442,Tested,NA,1924250,11453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.uk.gov.in/files/2021.01.20_Health_Bulletin_1.pdf,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,https://twitter.com/DDnews_dehradun/status/1350788781616467970?s=20,NA
21/01/2021,Uttarakhand,NA,NA,NA,2030241,Tested,NA,1934887,12940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.uk.gov.in/files/2021.01.21_Health_Bulletin.pdf,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,https://twitter.com/DDnews_dehradun/status/1350788781616467970?s=20,https://health.uk.gov.in/files/2021.01.21_Health_Bulletin_2.pdf
22/01/2021,Uttarakhand,NA,NA,NA,2043087,Tested,NA,1947623,13426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1352597600420065286,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,https://twitter.com/PIBDehradun/status/1351159268469137408/photo/1,https://health.uk.gov.in/files/22_january-2021_Health_Bulletin_2.pdf
23/01/2021,Uttarakhand,NA,NA,NA,2057076,Tested,NA,1961490,12365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.uk.gov.in/files/2021.01.23_Health_Bulletin.pdf,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,https://twitter.com/PIBDehradun/status/1351159268469137408/photo/1,https://twitter.com/DDnews_dehradun/status/1352597600420065286
24/01/2021,Uttarakhand,NA,NA,NA,2067575,Tested,NA,1971935,6890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.uk.gov.in/files/2021.01.24_Health_Bulletin.pdf,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,https://twitter.com/PIBDehradun/status/1351159268469137408/photo/1,https://twitter.com/DDnews_dehradun/status/1352597600420065286
25/01/2021,Uttarakhand,NA,NA,NA,2078868,Tested,NA,1983166,12320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.uk.gov.in/files/2021.01.25_Health_Bulletin.pdf,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,https://twitter.com/PIBDehradun/status/1351159268469137408/photo/1,https://health.uk.gov.in/files/2021.01.25_Health_Bulletin_2.pdf
26/01/2021,Uttarakhand,NA,NA,NA,2086012,Tested,NA,1990271,7276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.uk.gov.in/files/2021.01.26_Health_Bulletin_1.pdf,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,https://twitter.com/PIBDehradun/status/1351159268469137408/photo/1,https://twitter.com/DDnews_dehradun/status/1352597600420065286
27/01/2021,Uttarakhand,NA,NA,NA,2095086,Tested,NA,1999260,11630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1354423939036897280?s=20,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,https://twitter.com/PIBDehradun/status/1351159268469137408/photo/1,https://twitter.com/DDnews_dehradun/status/1352597600420065286
28/01/2021,Uttarakhand,NA,NA,NA,2104208,Tested,NA,2008300,9482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIBDehradun/status/1354776498368991234?s=20,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,https://twitter.com/DDnews_dehradun/status/1354423939036897280?s=20,NA
29/01/2021,Uttarakhand,NA,NA,NA,2116001,Tested,NA,2020015,9281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIBDehradun/status/1355143997509881864?s=20,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,https://twitter.com/DDnews_dehradun/status/1354423939036897280?s=20,NA
30/01/2021,Uttarakhand,NA,NA,NA,2127358,Tested,NA,2031290,9116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.uk.gov.in/files/2021.01.30_Health_Bulletin_1.pdf,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,https://twitter.com/DDnews_dehradun/status/1354423939036897280?s=20,NA
31/01/2021,Uttarakhand,NA,NA,NA,2134552,Tested,NA,2038423,5931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.uk.gov.in/files/2021.01.31_Health_Bulletin.pdf,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,https://twitter.com/DDnews_dehradun/status/1354423939036897280?s=20,NA
01/02/2021,Uttarakhand,NA,NA,NA,2142303,Tested,NA,2046123,8261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1356235245364813828?s=20,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,https://twitter.com/DDnews_dehradun/status/1354423939036897280?s=20,NA
02/02/2021,Uttarakhand,NA,NA,NA,2150398,Tested,NA,2054171,7338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.uk.gov.in/files/2021-02-02_Health_Bulletin_1.pdf,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,https://twitter.com/DDnews_dehradun/status/1354423939036897280?s=20,NA
03/02/2021,Uttarakhand,NA,NA,NA,2159724,Tested,NA,2063443,8024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.uk.gov.in/files/2021.2.3_Health_Bulletin.pdf,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,https://twitter.com/DDnews_dehradun/status/1354423939036897280?s=20,NA
