Country	Recovered	Confirmed	Deaths	Date
Singapore	96	178	0	2020-03-12
Slovakia	0	16	0	2020-03-12
Slovenia	0	89	0	2020-03-12
South Africa	0	17	0	2020-03-12
Spain	183	2277	55	2020-03-12
Sri Lanka	1	2	0	2020-03-12
Sweden	1	599	1	2020-03-12
Switzerland	4	652	4	2020-03-12
Taiwan*	20	49	1	2020-03-12
Thailand	34	70	1	2020-03-12
Togo	0	1	0	2020-03-12
Tunisia	0	7	0	2020-03-12
Turkey	0	1	0	2020-03-12
Ukraine	0	1	0	2020-03-12
United Arab Emirates	17	85	0	2020-03-12
United Kingdom	19	459	8	2020-03-12
US	12	1663	40	2020-03-12
Vietnam	16	39	0	2020-03-12
Afghanistan	0	7	0	2020-03-13
Albania	0	33	1	2020-03-13
Algeria	8	26	2	2020-03-13
Andorra	0	1	0	2020-03-13
Antigua and Barbuda	0	1	0	2020-03-13
Argentina	0	31	2	2020-03-13
Armenia	0	8	0	2020-03-13
Aruba	0	2	0	2020-03-13
Australia	23	200	3	2020-03-13
Austria	6	504	1	2020-03-13
Azerbaijan	3	15	1	2020-03-13
Bahrain	44	189	0	2020-03-13
Bangladesh	0	3	0	2020-03-13
Belarus	3	27	0	2020-03-13
Belgium	1	559	3	2020-03-13
Bhutan	0	1	0	2020-03-13
Bolivia	0	3	0	2020-03-13
Bosnia and Herzegovina	0	13	0	2020-03-13
Brazil	0	151	0	2020-03-13
Brunei	0	37	0	2020-03-13
Bulgaria	0	23	1	2020-03-13
Burkina Faso	0	2	0	2020-03-13
Cambodia	1	5	0	2020-03-13
Cameroon	0	2	0	2020-03-13
Canada	8	193	1	2020-03-13
Cayman Islands	0	1	0	2020-03-13
Chile	0	43	0	2020-03-13
China	64196	80945	3180	2020-03-13
Colombia	0	13	0	2020-03-13
Congo (Kinshasa)	0	2	0	2020-03-13
Costa Rica	0	23	0	2020-03-13
Cote d'Ivoire	0	1	0	2020-03-13
Croatia	1	32	0	2020-03-13
Cruise Ship	325	696	7	2020-03-13
Cuba	0	4	0	2020-03-13
Cyprus	0	14	0	2020-03-13
Czechia	0	141	0	2020-03-13
Denmark	1	804	0	2020-03-13
Dominican Republic	0	5	0	2020-03-13
Ecuador	0	17	0	2020-03-13
Egypt	27	80	2	2020-03-13
Estonia	0	79	0	2020-03-13
Ethiopia	0	1	0	2020-03-13
Finland	1	155	0	2020-03-13
France	12	3667	79	2020-03-13
French Guiana	0	5	0	2020-03-13
Georgia	0	25	0	2020-03-13
Germany	46	3675	7	2020-03-13
Greece	0	190	1	2020-03-13
Guadeloupe	0	1	0	2020-03-13
Guinea	0	1	0	2020-03-13
Guyana	0	1	1	2020-03-13
Holy See	0	1	0	2020-03-13
Honduras	0	2	0	2020-03-13
Hungary	0	19	0	2020-03-13
Iceland	1	134	0	2020-03-13
India	4	82	2	2020-03-13
Indonesia	2	69	4	2020-03-13
Iran	2959	11364	514	2020-03-13
Iraq	24	101	9	2020-03-13
Ireland	0	90	1	2020-03-13
Israel	4	161	0	2020-03-13
Italy	1439	17660	1266	2020-03-13
Jamaica	0	8	0	2020-03-13
Japan	118	701	19	2020-03-13
Jordan	1	1	0	2020-03-13
Kazakhstan	0	4	0	2020-03-13
Kenya	0	1	0	2020-03-13
Korea, South	510	7979	66	2020-03-13
Kuwait	5	80	0	2020-03-13
Latvia	1	17	0	2020-03-13
Lebanon	1	77	3	2020-03-13
Liechtenstein	0	1	0	2020-03-13
Lithuania	0	6	0	2020-03-13
Luxembourg	0	34	0	2020-03-13
Malaysia	26	197	0	2020-03-13
Maldives	0	9	0	2020-03-13
Malta	1	12	0	2020-03-13
Martinique	0	3	0	2020-03-13
Mexico	4	12	0	2020-03-13
Moldova	0	6	0	2020-03-13
Monaco	0	2	0	2020-03-13
Mongolia	0	1	0	2020-03-13
Morocco	1	7	1	2020-03-13
Nepal	1	1	0	2020-03-13
Netherlands	0	804	10	2020-03-13
New Zealand	0	5	0	2020-03-13
Nigeria	0	2	0	2020-03-13
North Macedonia	1	14	0	2020-03-13
Norway	1	996	0	2020-03-13
Oman	9	19	0	2020-03-13
Pakistan	2	28	0	2020-03-13
Panama	0	27	1	2020-03-13
Paraguay	0	6	0	2020-03-13
Peru	0	28	0	2020-03-13
Philippines	2	64	5	2020-03-13
Poland	0	68	2	2020-03-13
Portugal	1	112	0	2020-03-13
Qatar	0	320	0	2020-03-13
Reunion	0	5	0	2020-03-13
Romania	7	89	0	2020-03-13
Russia	3	45	0	2020-03-13
San Marino	0	80	5	2020-03-13
Saudi Arabia	1	86	0	2020-03-13
Senegal	1	10	0	2020-03-13
Serbia	0	35	0	2020-03-13
Singapore	97	200	0	2020-03-13
Slovakia	0	32	0	2020-03-13
Slovenia	0	141	0	2020-03-13
South Africa	0	24	0	2020-03-13
Spain	193	5232	133	2020-03-13
Sri Lanka	1	6	0	2020-03-13
Sudan	0	1	1	2020-03-13
Sweden	1	814	1	2020-03-13
Switzerland	4	1139	11	2020-03-13
Taiwan*	20	50	1	2020-03-13
Thailand	35	75	1	2020-03-13
Togo	0	1	0	2020-03-13
Tunisia	0	16	0	2020-03-13
Turkey	0	5	0	2020-03-13
Ukraine	0	3	1	2020-03-13
United Arab Emirates	17	85	0	2020-03-13
United Kingdom	19	801	8	2020-03-13
US	12	2179	47	2020-03-13
Vietnam	16	47	0	2020-03-13
Afghanistan	0	11	0	2020-03-14
Albania	0	38	1	2020-03-14
Algeria	12	37	3	2020-03-14
Andorra	1	1	0	2020-03-14
Antigua and Barbuda	0	1	0	2020-03-14
Argentina	1	34	2	2020-03-14
Armenia	0	18	0	2020-03-14
Aruba	0	2	0	2020-03-14
Australia	23	250	3	2020-03-14
Austria	6	655	1	2020-03-14
Azerbaijan	3	15	1	2020-03-14
Bahrain	44	210	0	2020-03-14
Bangladesh	0	3	0	2020-03-14
Belarus	3	27	0	2020-03-14
Belgium	1	689	4	2020-03-14
Bhutan	0	1	0	2020-03-14
Bolivia	0	10	0	2020-03-14
Bosnia and Herzegovina	0	18	0	2020-03-14
Brazil	0	151	0	2020-03-14
Brunei	0	40	0	2020-03-14
Bulgaria	0	41	2	2020-03-14
Burkina Faso	0	2	0	2020-03-14
Cambodia	1	7	0	2020-03-14
Cameroon	0	2	0	2020-03-14
Canada	8	196	1	2020-03-14
Cayman Islands	0	1	0	2020-03-14
Chile	0	61	0	2020-03-14
China	65660	80977	3193	2020-03-14
Colombia	0	22	0	2020-03-14
Congo (Kinshasa)	0	2	0	2020-03-14
Costa Rica	0	26	0	2020-03-14
Cote d'Ivoire	0	1	0	2020-03-14
Croatia	1	38	0	2020-03-14
Cruise Ship	325	696	7	2020-03-14
Cuba	0	4	0	2020-03-14
Curacao	0	1	0	2020-03-14
Cyprus	0	26	0	2020-03-14
Czechia	0	189	0	2020-03-14
Denmark	1	836	1	2020-03-14
Dominican Republic	0	11	0	2020-03-14
Ecuador	0	28	2	2020-03-14
Egypt	27	109	2	2020-03-14
Estonia	0	115	0	2020-03-14
Eswatini	0	1	0	2020-03-14
Ethiopia	0	1	0	2020-03-14
Finland	1	225	0	2020-03-14
France	12	4480	91	2020-03-14
French Guiana	0	5	0	2020-03-14
Gabon	0	1	0	2020-03-14
Georgia	0	30	0	2020-03-14
Germany	46	4585	9	2020-03-14
Ghana	0	3	0	2020-03-14
Greece	8	228	3	2020-03-14
Guadeloupe	0	1	0	2020-03-14
Guatemala	0	1	0	2020-03-14
Guernsey	0	1	0	2020-03-14
Guinea	0	1	0	2020-03-14
Guyana	0	1	1	2020-03-14
Holy See	0	1	0	2020-03-14
Honduras	0	2	0	2020-03-14
Hungary	1	30	0	2020-03-14
Iceland	1	156	0	2020-03-14
India	4	102	2	2020-03-14
Indonesia	8	96	5	2020-03-14
Iran	2959	12729	611	2020-03-14
Iraq	26	110	10	2020-03-14
Ireland	0	129	2	2020-03-14
Israel	4	193	0	2020-03-14
Italy	1966	21157	1441	2020-03-14
Jamaica	0	8	0	2020-03-14
Japan	118	773	22	2020-03-14
Jersey	0	2	0	2020-03-14
Jordan	1	1	0	2020-03-14
Kazakhstan	0	6	0	2020-03-14
Kenya	0	1	0	2020-03-14
Korea, South	510	8086	72	2020-03-14
Kuwait	5	104	0	2020-03-14
Latvia	1	26	0	2020-03-14
Lebanon	1	93	3	2020-03-14
Liechtenstein	0	4	0	2020-03-14
Lithuania	0	8	0	2020-03-14
Luxembourg	0	51	1	2020-03-14
Malaysia	35	238	0	2020-03-14
Maldives	0	10	0	2020-03-14
Malta	1	18	0	2020-03-14
Martinique	0	9	0	2020-03-14
Mauritania	0	1	0	2020-03-14
Mexico	4	26	0	2020-03-14
Moldova	0	12	0	2020-03-14
Monaco	0	2	0	2020-03-14
Mongolia	0	1	0	2020-03-14
Morocco	1	17	1	2020-03-14
Namibia	0	2	0	2020-03-14
Nepal	1	1	0	2020-03-14
Netherlands	2	959	12	2020-03-14
New Zealand	0	6	0	2020-03-14
Nigeria	0	2	0	2020-03-14
North Macedonia	1	14	0	2020-03-14
Norway	1	1090	3	2020-03-14
occupied Palestinian territory	0	0	0	2020-03-14
Oman	9	19	0	2020-03-14
Pakistan	2	31	0	2020-03-14
Panama	0	36	1	2020-03-14
Paraguay	0	6	0	2020-03-14
Peru	0	38	0	2020-03-14
Philippines	2	111	8	2020-03-14
Poland	0	103	3	2020-03-14
Portugal	2	169	0	2020-03-14
Qatar	4	337	0	2020-03-14
Reunion	0	6	0	2020-03-14
Romania	9	123	0	2020-03-14
Russia	8	59	0	2020-03-14
Rwanda	0	1	0	2020-03-14
Saint Lucia	0	1	0	2020-03-14
Saint Vincent and the Grenadines	0	1	0	2020-03-14
San Marino	4	80	5	2020-03-14
Saudi Arabia	1	103	0	2020-03-14
Senegal	1	10	0	2020-03-14
Serbia	0	46	0	2020-03-14
Seychelles	0	2	0	2020-03-14
Singapore	105	212	0	2020-03-14
Slovakia	0	44	0	2020-03-14
Slovenia	0	181	1	2020-03-14
South Africa	0	38	0	2020-03-14
Spain	517	6391	195	2020-03-14
Sri Lanka	1	10	0	2020-03-14
Sudan	0	1	1	2020-03-14
Suriname	0	1	0	2020-03-14
Sweden	1	961	2	2020-03-14
Switzerland	4	1359	13	2020-03-14
Taiwan*	20	53	1	2020-03-14
Thailand	35	82	1	2020-03-14
Togo	0	1	0	2020-03-14
Trinidad and Tobago	0	2	0	2020-03-14
Tunisia	0	18	0	2020-03-14
Turkey	0	5	0	2020-03-14
Ukraine	0	3	1	2020-03-14
United Arab Emirates	17	85	0	2020-03-14
United Kingdom	19	1143	21	2020-03-14
Uruguay	0	4	0	2020-03-14
US	12	2726	54	2020-03-14
Venezuela	0	2	0	2020-03-14
Vietnam	16	53	0	2020-03-14
Afghanistan	0	16	0	2020-03-15
Albania	0	42	1	2020-03-15
Algeria	12	48	4	2020-03-15
Andorra	1	1	0	2020-03-15
Antigua and Barbuda	0	1	0	2020-03-15
Argentina	1	45	2	2020-03-15
Armenia	0	26	0	2020-03-15
Aruba	0	2	0	2020-03-15
Australia	23	297	3	2020-03-15
Austria	6	860	1	2020-03-15
Azerbaijan	6	23	1	2020-03-15
Bahrain	60	214	0	2020-03-15
Bangladesh	0	5	0	2020-03-15
Belarus	3	27	0	2020-03-15
Belgium	1	886	4	2020-03-15
Bhutan	0	1	0	2020-03-15
Bolivia	0	10	0	2020-03-15
Bosnia and Herzegovina	0	24	0	2020-03-15
Brazil	0	162	0	2020-03-15
Brunei	0	50	0	2020-03-15
Bulgaria	0	51	2	2020-03-15
Burkina Faso	0	3	0	2020-03-15
Cambodia	1	7	0	2020-03-15
Cameroon	0	2	0	2020-03-15
Canada	8	250	1	2020-03-15
Cayman Islands	0	1	0	2020-03-15
Central African Republic	0	1	0	2020-03-15
Chile	0	74	0	2020-03-15
China	67017	81003	3203	2020-03-15
Colombia	0	34	0	2020-03-15
Congo (Brazzaville)	0	1	0	2020-03-15
Congo (Kinshasa)	0	2	0	2020-03-15
Costa Rica	0	27	0	2020-03-15
Cote d'Ivoire	0	1	0	2020-03-15
Croatia	1	49	0	2020-03-15
Cruise Ship	325	696	7	2020-03-15
Cuba	0	4	0	2020-03-15
Curacao	0	1	0	2020-03-15
Cyprus	0	26	0	2020-03-15
Czechia	0	253	0	2020-03-15
Denmark	1	875	2	2020-03-15
Dominican Republic	0	11	0	2020-03-15
Ecuador	0	28	2	2020-03-15
Egypt	21	110	2	2020-03-15
Equatorial Guinea	0	1	0	2020-03-15
Estonia	1	171	0	2020-03-15
Eswatini	0	1	0	2020-03-15
Ethiopia	0	1	0	2020-03-15
Finland	10	244	0	2020-03-15
France	12	4513	91	2020-03-15
Gabon	0	1	0	2020-03-15
Georgia	0	33	0	2020-03-15
Germany	46	5795	11	2020-03-15
Ghana	0	6	0	2020-03-15
Greece	8	331	4	2020-03-15
Guadeloupe	0	3	0	2020-03-15
Guatemala	0	1	0	2020-03-15
Guernsey	0	1	0	2020-03-15
Guinea	0	1	0	2020-03-15
Guyana	0	4	1	2020-03-15
Holy See	0	1	0	2020-03-15
Honduras	0	3	0	2020-03-15
Hungary	1	32	1	2020-03-15
Iceland	8	171	5	2020-03-15
India	13	113	2	2020-03-15
Indonesia	8	117	5	2020-03-15
Iran	4590	13938	724	2020-03-15
Iraq	26	116	10	2020-03-15
Ireland	0	129	2	2020-03-15
Israel	4	251	0	2020-03-15
Italy	2335	24747	1809	2020-03-15
Jamaica	0	10	0	2020-03-15
Japan	118	839	22	2020-03-15
Jersey	0	2	0	2020-03-15
Jordan	1	8	0	2020-03-15
Kazakhstan	0	9	0	2020-03-15
Kenya	0	3	0	2020-03-15
Korea, South	510	8162	75	2020-03-15
Kosovo	0	2	0	2020-03-15
Kuwait	5	112	0	2020-03-15
Latvia	1	30	0	2020-03-15
Lebanon	1	110	3	2020-03-15
Liechtenstein	0	4	0	2020-03-15
Lithuania	1	12	0	2020-03-15
Luxembourg	0	59	1	2020-03-15
Malaysia	42	428	0	2020-03-15
Maldives	0	13	0	2020-03-15
Malta	1	21	0	2020-03-15
Martinique	0	9	0	2020-03-15
Mauritania	0	1	0	2020-03-15
Mexico	4	41	0	2020-03-15
Moldova	0	23	0	2020-03-15
Monaco	0	2	0	2020-03-15
Mongolia	0	1	0	2020-03-15
Morocco	1	28	1	2020-03-15
Namibia	0	2	0	2020-03-15
Nepal	1	1	0	2020-03-15
Netherlands	2	1135	20	2020-03-15
New Zealand	0	8	0	2020-03-15
Nigeria	0	2	0	2020-03-15
North Macedonia	1	14	0	2020-03-15
Norway	1	1221	3	2020-03-15
occupied Palestinian territory	0	0	0	2020-03-15
Oman	9	22	0	2020-03-15
Pakistan	2	53	0	2020-03-15
Panama	0	43	1	2020-03-15
Paraguay	0	6	0	2020-03-15
Peru	0	43	0	2020-03-15
Philippines	2	140	11	2020-03-15
Poland	0	119	3	2020-03-15
Portugal	2	245	0	2020-03-15
Qatar	4	401	0	2020-03-15
Reunion	0	7	0	2020-03-15
Romania	9	131	0	2020-03-15
Russia	8	63	0	2020-03-15
Rwanda	0	1	0	2020-03-15
Saint Lucia	0	2	0	2020-03-15
Saint Vincent and the Grenadines	0	1	0	2020-03-15
San Marino	4	101	5	2020-03-15
Saudi Arabia	1	103	0	2020-03-15
Senegal	1	24	0	2020-03-15
Serbia	0	48	0	2020-03-15
Seychelles	0	2	0	2020-03-15
Singapore	105	226	0	2020-03-15
Slovakia	0	54	0	2020-03-15
Slovenia	0	219	1	2020-03-15
South Africa	0	51	0	2020-03-15
Spain	517	7798	289	2020-03-15
Sri Lanka	1	18	0	2020-03-15
Sudan	0	1	1	2020-03-15
Suriname	0	1	0	2020-03-15
Sweden	1	1022	3	2020-03-15
Switzerland	4	2200	14	2020-03-15
Taiwan*	20	59	1	2020-03-15
Thailand	35	114	1	2020-03-15
Togo	0	1	0	2020-03-15
Trinidad and Tobago	0	2	0	2020-03-15
Tunisia	0	18	0	2020-03-15
Turkey	0	6	0	2020-03-15
Ukraine	0	3	1	2020-03-15
United Arab Emirates	23	98	0	2020-03-15
United Kingdom	19	1144	21	2020-03-15
Uruguay	0	4	0	2020-03-15
US	12	3499	63	2020-03-15
Uzbekistan	0	1	0	2020-03-15
Venezuela	0	10	0	2020-03-15
Vietnam	16	56	0	2020-03-15
Afghanistan	1	21	0	2020-03-16
Albania	0	51	1	2020-03-16
Algeria	12	54	4	2020-03-16
Andorra	1	2	0	2020-03-16
Antigua and Barbuda	0	1	0	2020-03-16
Argentina	1	56	2	2020-03-16
Armenia	0	52	0	2020-03-16
Aruba	0	2	0	2020-03-16
Australia	23	377	3	2020-03-16
Austria	6	1018	3	2020-03-16
Azerbaijan	6	15	1	2020-03-16
Bahrain	77	214	1	2020-03-16
Bangladesh	2	8	0	2020-03-16
Belarus	3	36	0	2020-03-16
Belgium	1	1058	5	2020-03-16
Benin	0	1	0	2020-03-16
Bhutan	0	1	0	2020-03-16
Bolivia	0	11	0	2020-03-16
Bosnia and Herzegovina	0	25	0	2020-03-16
Brazil	1	200	0	2020-03-16
Brunei	0	54	0	2020-03-16
Bulgaria	0	52	2	2020-03-16
Burkina Faso	0	15	0	2020-03-16
Cambodia	1	7	0	2020-03-16
Cameroon	0	4	0	2020-03-16
Canada	9	415	4	2020-03-16
Central African Republic	0	1	0	2020-03-16
Chile	0	155	0	2020-03-16
China	67910	81033	3217	2020-03-16
Colombia	0	54	0	2020-03-16
Congo (Brazzaville)	0	1	0	2020-03-16
Congo (Kinshasa)	0	2	0	2020-03-16
Costa Rica	0	35	0	2020-03-16
Cote d'Ivoire	0	1	0	2020-03-16
Croatia	2	57	0	2020-03-16
Cruise Ship	325	696	7	2020-03-16
Cuba	0	4	0	2020-03-16
Cyprus	0	33	0	2020-03-16
Czechia	3	298	0	2020-03-16
Denmark	1	932	3	2020-03-16
Dominican Republic	0	11	0	2020-03-16
Ecuador	0	37	2	2020-03-16
Egypt	27	150	2	2020-03-16
Equatorial Guinea	0	1	0	2020-03-16
Estonia	1	205	0	2020-03-16
Eswatini	0	1	0	2020-03-16
Ethiopia	0	5	0	2020-03-16
Finland	10	277	0	2020-03-16
France	12	6650	148	2020-03-16
French Guiana	0	11	0	2020-03-16
Gabon	0	1	0	2020-03-16
Georgia	1	33	0	2020-03-16
Germany	67	7272	17	2020-03-16
Ghana	0	6	0	2020-03-16
Greece	8	331	4	2020-03-16
Greenland	0	1	0	2020-03-16
Guadeloupe	0	6	0	2020-03-16
Guam	0	3	0	2020-03-16
Guatemala	0	2	1	2020-03-16
Guernsey	0	1	0	2020-03-16
Guinea	0	1	0	2020-03-16
Guyana	0	4	1	2020-03-16
Holy See	0	1	0	2020-03-16
Honduras	0	6	0	2020-03-16
Hungary	1	39	1	2020-03-16
Iceland	0	180	0	2020-03-16
India	13	119	2	2020-03-16
Indonesia	8	134	5	2020-03-16
Iran	4590	14991	853	2020-03-16
Iraq	26	124	10	2020-03-16
Ireland	0	169	2	2020-03-16
Israel	4	255	0	2020-03-16
Italy	2749	27980	2158	2020-03-16
Jamaica	2	10	0	2020-03-16
Japan	144	825	27	2020-03-16
Jersey	0	2	0	2020-03-16
Jordan	1	17	0	2020-03-16
Kazakhstan	0	10	0	2020-03-16
Kenya	0	3	0	2020-03-16
Korea, South	1137	8236	75	2020-03-16
Kosovo	0	2	0	2020-03-16
Kuwait	9	123	0	2020-03-16
Latvia	1	34	0	2020-03-16
Lebanon	1	99	3	2020-03-16
Liberia	0	1	0	2020-03-16
Liechtenstein	0	4	0	2020-03-16
Lithuania	1	17	0	2020-03-16
Luxembourg	0	77	1	2020-03-16
Malaysia	42	566	0	2020-03-16
Maldives	0	13	0	2020-03-16
Malta	2	30	0	2020-03-16
Martinique	0	15	1	2020-03-16
Mauritania	0	1	0	2020-03-16
Mayotte	0	1	0	2020-03-16
Mexico	4	53	0	2020-03-16
Moldova	0	23	0	2020-03-16
Monaco	0	7	0	2020-03-16
Mongolia	0	1	0	2020-03-16
Morocco	1	29	1	2020-03-16
Namibia	0	2	0	2020-03-16
Nepal	1	1	0	2020-03-16
Netherlands	2	1414	24	2020-03-16
New Zealand	0	8	0	2020-03-16
Nigeria	0	2	0	2020-03-16
North Macedonia	1	18	0	2020-03-16
Norway	1	1333	3	2020-03-16
occupied Palestinian territory	0	0	0	2020-03-16
Oman	9	22	0	2020-03-16
Pakistan	2	136	0	2020-03-16
Panama	0	55	1	2020-03-16
Paraguay	0	8	0	2020-03-16
Peru	0	86	0	2020-03-16
Philippines	2	142	12	2020-03-16
Poland	13	177	4	2020-03-16
Portugal	3	331	0	2020-03-16
Puerto Rico	0	3	0	2020-03-16
Qatar	4	439	0	2020-03-16
Republic of the Congo	0	1	0	2020-03-16
Reunion	0	9	0	2020-03-16
Romania	9	158	0	2020-03-16
Russia	8	90	0	2020-03-16
Rwanda	0	5	0	2020-03-16
Saint Lucia	0	2	0	2020-03-16
Saint Vincent and the Grenadines	0	1	0	2020-03-16
San Marino	4	109	7	2020-03-16
Saudi Arabia	2	118	0	2020-03-16
Senegal	2	24	0	2020-03-16
Serbia	1	55	0	2020-03-16
Seychelles	0	3	0	2020-03-16
Singapore	109	243	0	2020-03-16
Slovakia	0	63	0	2020-03-16
Slovenia	0	253	1	2020-03-16
Somalia	0	1	0	2020-03-16
South Africa	0	62	0	2020-03-16
Spain	530	9942	342	2020-03-16
Sri Lanka	1	28	0	2020-03-16
Sudan	0	1	1	2020-03-16
Suriname	0	1	0	2020-03-16
Sweden	1	1103	6	2020-03-16
Switzerland	4	2200	14	2020-03-16
Taiwan*	20	67	1	2020-03-16
Tanzania	0	1	0	2020-03-16
Thailand	35	147	1	2020-03-16
The Bahamas	0	1	0	2020-03-16
Togo	0	1	0	2020-03-16
Trinidad and Tobago	0	4	0	2020-03-16
Tunisia	0	20	0	2020-03-16
Turkey	0	18	0	2020-03-16
Ukraine	0	7	1	2020-03-16
United Arab Emirates	23	98	0	2020-03-16
United Kingdom	21	1551	56	2020-03-16
Uruguay	0	8	0	2020-03-16
US	17	4632	85	2020-03-16
Uzbekistan	0	6	0	2020-03-16
Venezuela	0	17	0	2020-03-16
Vietnam	16	61	0	2020-03-16
Afghanistan	1	22	0	2020-03-17
Albania	0	55	1	2020-03-17
Algeria	12	60	4	2020-03-17
Andorra	1	39	0	2020-03-17
Antigua and Barbuda	0	1	0	2020-03-17
Argentina	3	68	2	2020-03-17
Armenia	1	78	0	2020-03-17
Aruba	0	3	0	2020-03-17
Australia	23	452	5	2020-03-17
Austria	1	1332	3	2020-03-17
Azerbaijan	6	28	1	2020-03-17
Bahrain	81	228	1	2020-03-17
Bangladesh	3	10	0	2020-03-17
Barbados	0	2	0	2020-03-17
Belarus	3	36	0	2020-03-17
Belgium	1	1243	10	2020-03-17
Benin	0	1	0	2020-03-17
Bhutan	0	1	0	2020-03-17
Bolivia	0	11	0	2020-03-17
Bosnia and Herzegovina	2	26	0	2020-03-17
Brazil	2	321	1	2020-03-17
Brunei	0	56	0	2020-03-17
Bulgaria	0	67	2	2020-03-17
Burkina Faso	0	15	0	2020-03-17
Cambodia	1	33	0	2020-03-17
Cameroon	0	10	0	2020-03-17
Canada	9	478	5	2020-03-17
Central African Republic	0	1	0	2020-03-17
Chile	0	201	0	2020-03-17
China	68798	81058	3230	2020-03-17
Colombia	1	65	0	2020-03-17
Congo (Brazzaville)	0	1	0	2020-03-17
Congo (Kinshasa)	0	3	0	2020-03-17
Costa Rica	0	41	0	2020-03-17
Cote d'Ivoire	1	5	0	2020-03-17
Croatia	4	65	0	2020-03-17
Cruise Ship	325	696	7	2020-03-17
Cuba	0	5	0	2020-03-17
Cyprus	0	46	0	2020-03-17
Czechia	3	396	0	2020-03-17
Denmark	1	1024	4	2020-03-17
Dominican Republic	0	21	1	2020-03-17
Ecuador	0	58	2	2020-03-17
Egypt	32	196	4	2020-03-17
Equatorial Guinea	0	1	0	2020-03-17
Estonia	1	225	0	2020-03-17
Eswatini	0	1	0	2020-03-17
Ethiopia	0	5	0	2020-03-17
Finland	10	321	0	2020-03-17
France	12	7683	148	2020-03-17
French Guiana	0	11	0	2020-03-17
Gabon	0	1	0	2020-03-17
Georgia	1	34	0	2020-03-17
Germany	67	9257	24	2020-03-17
Ghana	0	7	0	2020-03-17
Greece	8	387	5	2020-03-17
Greenland	0	1	0	2020-03-17
Guadeloupe	0	18	0	2020-03-17
Guam	0	3	0	2020-03-17
Guatemala	0	6	1	2020-03-17
Guernsey	0	0	0	2020-03-17
Guinea	0	1	0	2020-03-17
Guyana	0	7	1	2020-03-17
Holy See	0	1	0	2020-03-17
Honduras	0	8	0	2020-03-17
Hungary	2	50	1	2020-03-17
Iceland	0	220	1	2020-03-17
India	14	142	3	2020-03-17
Indonesia	8	172	5	2020-03-17
Iran	5389	16169	988	2020-03-17
Iraq	32	154	11	2020-03-17
Ireland	5	223	2	2020-03-17
Israel	11	337	0	2020-03-17
Italy	2941	31506	2503	2020-03-17
Jamaica	2	12	0	2020-03-17
Japan	144	878	29	2020-03-17
Jersey	0	0	0	2020-03-17
Jordan	1	34	0	2020-03-17
Kazakhstan	0	33	0	2020-03-17
Kenya	0	3	0	2020-03-17
Korea, South	1407	8320	81	2020-03-17
Kosovo	0	2	0	2020-03-17
Kuwait	9	130	0	2020-03-17
Latvia	1	49	0	2020-03-17
Lebanon	3	120	3	2020-03-17
Liberia	0	1	0	2020-03-17
Liechtenstein	0	7	0	2020-03-17
Lithuania	1	25	0	2020-03-17
Luxembourg	0	140	1	2020-03-17
Malaysia	49	673	2	2020-03-17
Maldives	0	13	0	2020-03-17
Malta	2	38	0	2020-03-17
Martinique	0	16	1	2020-03-17
Mauritania	0	1	0	2020-03-17
Mayotte	0	1	0	2020-03-17
Mexico	4	82	0	2020-03-17
Moldova	1	30	0	2020-03-17
Monaco	0	7	0	2020-03-17
Mongolia	0	5	0	2020-03-17
Montenegro	0	2	0	2020-03-17
Morocco	1	38	2	2020-03-17
Namibia	0	2	0	2020-03-17
Nepal	1	1	0	2020-03-17
Netherlands	2	1708	43	2020-03-17
New Zealand	0	12	0	2020-03-17
Nigeria	0	3	0	2020-03-17
North Macedonia	1	26	0	2020-03-17
Norway	1	1463	3	2020-03-17
occupied Palestinian territory	0	0	0	2020-03-17
Oman	9	24	0	2020-03-17
Pakistan	2	236	0	2020-03-17
Panama	0	69	1	2020-03-17
Paraguay	0	9	0	2020-03-17
Peru	1	117	0	2020-03-17
Philippines	5	187	12	2020-03-17
Poland	13	238	5	2020-03-17
Portugal	3	448	1	2020-03-17
Puerto Rico	0	0	0	2020-03-17
Qatar	4	439	0	2020-03-17
Republic of the Congo	0	0	0	2020-03-17
Reunion	0	9	0	2020-03-17
Romania	16	184	0	2020-03-17
Russia	8	114	0	2020-03-17
Rwanda	0	7	0	2020-03-17
Saint Lucia	0	2	0	2020-03-17
Saint Vincent and the Grenadines	0	1	0	2020-03-17
San Marino	4	109	7	2020-03-17
Saudi Arabia	6	171	0	2020-03-17
Senegal	2	26	0	2020-03-17
Serbia	1	65	0	2020-03-17
Seychelles	0	4	0	2020-03-17
Singapore	114	266	0	2020-03-17
Slovakia	0	72	0	2020-03-17
Slovenia	0	275	1	2020-03-17
Somalia	0	1	0	2020-03-17
South Africa	0	62	0	2020-03-17
Spain	1028	11748	533	2020-03-17
Sri Lanka	1	44	0	2020-03-17
Sudan	0	1	1	2020-03-17
Suriname	0	1	0	2020-03-17
Sweden	1	1190	7	2020-03-17
Switzerland	4	2700	27	2020-03-17
Taiwan*	22	77	1	2020-03-17
Tanzania	0	1	0	2020-03-17
Thailand	41	177	1	2020-03-17
The Bahamas	0	1	0	2020-03-17
The Gambia	0	1	0	2020-03-17
Togo	0	1	0	2020-03-17
Trinidad and Tobago	0	5	0	2020-03-17
Tunisia	0	24	0	2020-03-17
Turkey	0	47	1	2020-03-17
