Updated On,State,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Total People In Quarantine,Tag (People in Quarantine),Total People Released From Quarantine,Num Isolation Beds,Num ICU Beds,Num Ventilators,Corona Enquire Calls,Num Calls State Helpline,Source,Source2,Test positivity rate,Tests per thousand,Tests per million,Population (Source: covid19india),,,
23/04/2020,Karnataka,32122,Tested,445,28174,,,,,,,,,5944,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/23-04-2020-05-00-English.pdf,,1.39%,0.49,488,,,,
24/04/2020,Karnataka,35958,Tested,474,31914,,,,,,,,,5943,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/24-04-2020-05-00-English.pdf,,1.32%,0.55,546,,,,
25/04/2020,Karnataka,39083,Tested,500,34888,,,,,,,,,8731,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/25-04-2020%20-%2005-00%20-%20English.pdf,,1.28%,0.59,594,,,,
26/04/2020,Karnataka,42964,Tested,503,38207,,,,,,,,,8486,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/26-04-2020%20-%2005-00%20-%20English.pdf,,1.17%,0.65,653,,,,
27/04/2020,Karnataka,45685,Tested,512,43791,,,,,,,,,8011,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/27-04-2020%20-%2005-00%20-%20English.pdf,,1.12%,0.69,694,,,,
28/04/2020,Karnataka,50512,Tested,523,48508,,,,,,,,,8252,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/28-04-2020%20-%2005-00%20-%20English.pdf,,1.04%,0.77,768,,,,
29/04/2020,Karnataka,55404,Tested,535,53241,,,,,,,,,21852,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/Revised%20-%2029-04-2020%20-%2005-00%20-%20English.pdf,,0.97%,0.84,842,,,,
30/04/2020,Karnataka,60156,Tested,565,57548,,,,,,,,,26088,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/30-04-2020%2005-00%20English.pdf,,0.94%,0.91,914,,,,
01/05/2020,Karnataka,64898,Tested,589,61855,,,,,,,,,34202,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/01-05-2020%2005-00%20English.pdf,,0.91%,0.99,986,,,,
02/05/2020,Karnataka,69730,Tested,601,66475,,,,,,,,,43397,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/02-05-2020%2005-00%20English.pdf,,0.86%,1.06,1060,,,,
03/05/2020,Karnataka,74898,Tested,614,70998,,,,,,,,,53709,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/03-05-2020%2005-00%20English.pdf,,0.82%,1.14,1138,,,,
04/05/2020,Karnataka,79193,Tested,651,74664,,,,,,,,,,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/04-05-2020%2005-00%20English.pdf,,0.82%,1.20,1204,,,,
05/05/2020,Karnataka,83806,Tested,673,78860,,,,,,,,,77203,https://t.me/Karnataka_KoViD19_Broadcast/2883,,0.80%,1.27,1274,,,,
06/05/2020,Karnataka,88777,Tested,693,83056,,,,,,,,,85037,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/06-05-2020%2005-00%20English.pdf,,0.78%,1.35,1349,,,,
07/05/2020,Karnataka,93535,Tested,705,87756,,,,,,,,,,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/07-05-2020%2005-00%20English.pdf,,0.75%,1.42,1422,,,,
08/05/2020,Karnataka,98081,Tested,753,92237,,,,,,,,,,https://t.me/Karnataka_KoViD19_Broadcast/2991,,0.77%,1.49,1491,,,,
09/05/2020,Karnataka,103098,Tested,794,97326,,,,,,,,,,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/09-05-2020%2005-00%20English.pdf,,0.77%,1.57,1567,,,,
10/05/2020,Karnataka,107311,Tested,848,102266,,,,,,,,,77498,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/10-05-2020%2005-00%20English.pdf,,0.79%,1.63,1631,,,,
11/05/2020,Karnataka,111595,Tested,862,106467,,,,,,,,,7558,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/11-05-2020%2005-00%20English.pdf,,0.77%,1.70,1696,,,,
12/05/2020,Karnataka,116533,Tested,925,111264,,,,,,,,,6782,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/12-05-2020%2005-00%20English.pdf,,,,,,,,
13/05/2020,Karnataka,121178,Tested,959,119420,,,,,,,,,7435,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/13-05-2020%2005-00%20English.pdf,https://t.me/Karnataka_KoViD19_Broadcast/3166,,,,,,,
14/05/2020,Karnataka,,,,,,,,,,,,,,,,,,,,,,
15/05/2020,Karnataka,,,,,,,,,,,,,,,,,,,,,,
01/04/2020,Kerala,7965,Samples Sent,265,7256,444,622,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,https://dashboard.kerala.gov.in/quarantine-view-public.php,3.33%,0.23,227,35125000,,,
02/04/2020,Kerala,8456,Samples Sent,286,7622,548,643,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,https://dashboard.kerala.gov.in/quarantine-view-public.php,3.38%,0.24,241,,,,
03/04/2020,Kerala,9139,Samples Sent,295,8126,718,706,,,,,,,,https://dashboard.kerala.gov.in/,https://dashboard.kerala.gov.in/quarantine-view-public.php,3.23%,0.26,260,,,,
04/02/2020,Kerala,9744,Samples Sent,306,8586,852,734,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,https://dashboard.kerala.gov.in/quarantine-view-public.php,3.14%,0.28,277,,,,
05/04/2020,Kerala,10221,Samples Sent,314,9300,607,776,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,https://dashboard.kerala.gov.in/quarantine-view-public.php,3.07%,0.29,291,,,,
06/04/2020,Kerala,10716,Samples Sent,327,9607,782,795,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,https://dashboard.kerala.gov.in/quarantine-view-public.php,3.05%,0.31,305,,,,
07/04/2020,Kerala,11232,Samples Sent,336,10250,646,752,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,https://dashboard.kerala.gov.in/quarantine-view-public.php,2.99%,0.32,320,,,,
08/04/2020,Kerala,11986,Samples Sent,354,10906,735,749,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,https://dashboard.kerala.gov.in/quarantine-view-public.php,2.95%,0.34,341,,,,
09/04/2020,Kerala,12710,Samples Sent,258,11469,884,723,,,,,,,,http://dhs.kerala.gov.in/wp-content/uploads/2020/04/Daily-Bulletin-HFWD-English-April-9.pdf,https://dashboard.kerala.gov.in/quarantine-view-public.php,2.03%,0.36,362,,,,
09/04/2020,Kerala,12710,Samples Sent,357,11469,884,723,,,,,,,,https://twitter.com/vijayanpinarayi/status/1248267225825308677,https://dashboard.kerala.gov.in/,2.81%,0.36,362,,,,
10/04/2020,Kerala,13339,Samples Sent,364,12335,640,730,,,,,,,,http://dhs.kerala.gov.in/wp-content/uploads/2020/04/Daily-Bulletin-HFWD-English-April-10.pdf,https://dashboard.kerala.gov.in/quarantine-view-public.php,2.73%,0.38,380,,,,
11/04/2020,Kerala,14163,Samples Sent,373,12818,972,814,,,,,,,,https://dashboard.kerala.gov.in/quarantine-view-public.php,https://dashboard.kerala.gov.in/testing-view-public.php,2.63%,0.40,403,,,,
12/04/2020,Kerala,14989,Samples Sent,375,13802,812,,,,,,,,,http://dhs.kerala.gov.in/wp-content/uploads/2020/04/Daily-Bulletin-HFWD-English-April-12.pdf,https://dashboard.kerala.gov.in/testing-view-public.php,2.50%,0.43,427,,,,
13/04/2020,Kerala,15683,Samples Sent,378,14829,476,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,http://dhs.kerala.gov.in/wp-content/uploads/2020/04/Daily-Bulletin-HFWD-English-April-13.pdf,2.41%,0.45,446,,,,
14/04/2020,Kerala,16235,Samples Sent,386,15488,361,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,http://dhs.kerala.gov.in/wp-content/uploads/2020/04/Daily-Bulletin-HFWD-English-April-14.pdf,2.38%,0.46,462,,,,
15/04/2020,Kerala,16475,Samples Sent,387,16002,86,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,2.35%,0.47,469,,,,
16/04/2020,Kerala,17400,Samples Sent,394,16459,547,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,2.26%,0.50,495,,,,
17/04/2020,Kerala,18029,Samples Sent,395,17279,355,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,2.19%,0.51,513,,,,
18/04/2020,Kerala,18774,Samples Sent,399,17763,612,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,2.13%,0.53,534,,,,
19/04/2020,Kerala,19351,Samples Sent,401,18547,403,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,2.07%,0.55,551,,,,
20/04/2020,Kerala,19756,Samples Sent,408,19074,274,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,2.07%,0.56,562,,,,
21/04/2020,Kerala,20252,Samples Sent,426,19442,384,442,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,2.10%,0.58,577,,,,
22/04/2020,Kerala,20821,Samples Sent,437,19998,386,346,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,2.10%,0.59,593,,,,
23/04/2020,Kerala,21334,Samples Sent,447,20326,561,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,2.10%,0.61,607,,,,
24/04/2020,Kerala,21940,Samples Sent,450,20830,660,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,2.05%,0.62,625,,,,
25/04/2020,Kerala,22360,Samples Sent,457,21475,428,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,2.04%,0.64,637,,,,
26/04/2020,Kerala,22954,Samples Sent,468,21997,489,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,2.04%,0.65,653,,,,
27/04/2020,Kerala,23271,Samples Sent,481,22537,253,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,2.07%,0.66,663,,,,
28/04/2020,Kerala,23980,Samples Sent,485,23277,218,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,2.02%,0.68,683,,,,
29/04/2020,Kerala,24952,Samples Sent,495,23880,577,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,1.98%,0.71,710,,,,
30/04/2020,Kerala,25973,Samples Sent,497,25135,341,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,1.91%,0.74,739,,,,
01/05/2020,Kerala,27150,Samples Sent,497,26225,428,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,https://www.mohfw.gov.in/,1.83%,0.77,773,,,,
02/05/2020,Kerala,31183,Samples Sent,499,30358,326,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,1.60%,0.89,888,,,,
03/05/2020,Kerala,32217,Samples Sent,499,31611,107,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,1.55%,0.92,917,,,,
04/05/2020,Kerala,33010,Samples Sent,499,32315,196,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,1.51%,0.94,940,,,,
05/05/2020,Kerala,33800,Samples Sent,502,33265,33,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,1.49%,0.96,962,,,,
06/05/2020,Kerala,34599,Samples Sent,502,34063,34,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,1.45%,0.99,985,,,,
07/05/2020,Kerala,35171,Samples Sent,502,34519,150,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,1.43%,1.00,1001,,,,
08/05/2020,Kerala,35886,Samples Sent,503,35355,28,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,1.40%,1.02,1022,,,,
09/05/2020,Kerala,36648,Samples Sent,505,36002,141,,,,,,,,,http://dhs.kerala.gov.in/wp-content/uploads/2020/05/5.Daily-Bulletin-HFWD-English-May-09.pdf,https://dashboard.kerala.gov.in/testing-view-public.php,1.38%,1.04,1043,,,,
10/05/2020,Kerala,37464,Samples Sent,512,36630,322,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,1.37%,1.07,1067,,,,
11/05/2020,Kerala,37858,Samples Sent,512,37098,248,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,,,,,,,
12/05/2020,Kerala,38547,Samples Sent,524,37727,296,473,Hospital,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,,,,,,,
13/05/2020,Kerala,39380,Samples Sent,534,38509,337,494,Hospital,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,https://dashboard.kerala.gov.in/quarantined-datewise.php,,,,,,,
13/04/2020,Ladakh,618,Samples Collected,17,,,,,,,,,,,http://newsonair.com/News?title=Ladakh-well-ahead-of-all-states-and-UTs-in-testing-suspects-for-COVID-19&id=385511,,2.75%,2.11,2109,293000,,,
14/04/2020,Ladakh,760,Samples Collected,17,615,69,,,,,,,,,https://twitter.com/DIPR_Leh/status/1250016972072292353?s=09,,2.24%,2.59,2594,,,,
15/04/2020,Ladakh,820,Samples Collected,18,657,86,154,Facility,,,,,,,https://twitter.com/ladags/status/1250457259299110914?s=19,,2.20%,2.80,2799,,,,
16/04/2020,Ladakh,917,Samples Collected,18,695,145,157,Facility,,,,,,,https://twitter.com/ladags/status/1250757796007567360?s=19,,1.96%,3.13,3130,,,,
19/04/2020,Ladakh,991,Samples Collected,18,797,117,157,Facility,,154,,,,,https://twitter.com/ladags/status/1251890558810812422?s=19,,1.82%,3.38,3382,,,,
21/04/2020,Ladakh,1137,Samples Collected,18,896,164,154,Facility,,137,,,,,https://twitter.com/ladags/status/1252646578688389121?s=09,,1.58%,3.88,3881,,,,
29/04/2020,Ladakh,1949,Samples Collected,22,1299,556,647,Facility,,137,,,,,https://mobile.twitter.com/ladags/status/1255549292908998656?s=19,,1.13%,6.65,6652,,,,
30/04/2020,Ladakh,2245,Samples Collected,22,1384,767,704,Facility,,137,,,,,https://twitter.com/ladags/status/1255848872120684544?s=09,,0.98%,7.66,7662,,,,
01/05/2020,Ladakh,2430,Samples Collected,22,1545,791,704,Facility,,137,,,,,https://twitter.com/ladags/status/1256179569242980354?s=19,,0.91%,8.29,8294,,,,
02/05/2020,Ladakh,2434,Samples Collected,23,1618,721,724,Facility,,137,,,,,https://twitter.com/ladags/status/1256557472254267393,,0.94%,8.31,8307,,,,
03/05/2020,Ladakh,2434,Samples Collected,41,1674,647,714,Facility,,137,,,,,https://mobile.twitter.com/ladags/status/1256820308763238401,,1.68%,8.31,8307,,,,
04/05/2020,Ladakh,2639,Samples Collected,41,1879,,,,,,,,,,https://twitter.com/ladags/status/1257326758518349825?s=19,,1.55%,9.01,9007,,,,
05/05/2020,Ladakh,,,,,,,,,,,,,,,,,0.00,0,,,,
09/05/2020,Ladakh,3503,Samples Collected,42,2948,438,580,Facility,,137,,,,,https://twitter.com/ladags/status/1259176362931367943?s=19,,1.20%,11.96,11956,,,,
10/05/2020,Ladakh,,,,,,,,,,,,,,,,,,,,,,
05/04/2020,Madhya Pradesh,2812,Samples Collected,193,1954,665,,,,,,,,,https://twitter.com/JansamparkMP/status/1246841187073273857,,6.86%,0.03,34,82232000,,,
07/04/2020,Madhya Pradesh,3770,Tested,290,3125,355,,,,9492,1598,993,,,https://twitter.com/JansamparkMP/status/1247554866043473920,,7.69%,0.05,46,,,,
08/04/2020,Madhya Pradesh,4056,Tested,341,3443,272,,,,,,,,,https://twitter.com/JansamparkMP/status/1247907281703862272/photo/2,,8.41%,0.05,49,,,,
09/04/2020,Madhya Pradesh,5135,Tested,411,3989,,,,,9492,1598,993,,,https://twitter.com/JansamparkMP/status/1248269831876382720?s=20,,8.00%,0.06,62,,,,
10/04/2020,Madhya Pradesh,7049,Tested,451,4840,,,,,9492,1598,993,,,https://twitter.com/JansamparkMP/status/1248611777526394885?s=19,,6.40%,0.09,86,,,,
11/04/2020,Madhya Pradesh,8516,Tested,529,5790,,,,,9492,1598,993,,,https://twitter.com/JansamparkMP/status/1249002767026274304?s=19,,6.21%,0.10,104,,,,
12/04/2020,Madhya Pradesh,10481,Tested,562,6875,,,,,9492,1598,993,,,https://twitter.com/JansamparkMP/status/1249287199687716864?s=19,,5.36%,0.13,127,,,,
13/04/2020,Madhya Pradesh,10481,Tested,614,6875,,,,,16868,716,622,,548464,https://www.google.com/url?q=https://twitter.com/JansamparkMP/status/1249707440288878592?s%3D19&sa=D&ust=1586894104440000&usg=AFQjCNESb6V_VO9Qoh8zQT0BFeSThzRGJg,,5.86%,0.13,127,,,,
14/04/2020,Madhya Pradesh,8105,Reports Received,741,7103,4835,,,,20243,783,690,,578780,https://twitter.com/JansamparkMP/status/1250071572779601920?s=09,,9.14%,0.10,99,,,,
15/04/2020,Madhya Pradesh,9596,Reports Received,938,8658,4501,,,,29355,840,690,,607324,https://twitter.com/JansamparkMP/status/1250441930896334852?s=09,,9.77%,0.12,117,,,,
16/04/2020,Madhya Pradesh,13492,Reports Received,1164,12326,4158,,,,,,,,637288,https://twitter.com/JansamparkMP/status/1250813847650177024,,8.63%,0.16,164,,,,
17/04/2020,Madhya Pradesh,15302,Reports Received,1310,13992,4996,,,,,,,,668994,https://twitter.com/JansamparkMP/status/1251155692213334018,,8.56%,0.19,186,,,,
18/04/2020,Madhya Pradesh,14978,Reports Received,1402,13576,7251,,,,,,,,698326,https://twitter.com/JansamparkMP/status/1251528687935057920/photo/1,,9.36%,0.18,182,,,,
19/04/2020,Madhya Pradesh,17835,Reports Received,1407,16428,7054,,,,20243,783,690,,726490,https://twitter.com/JansamparkMP/status/1251866633360093184/photo/2,,7.89%,0.22,217,,,,
20/04/2020,Madhya Pradesh,19142,Reports Received,1485,17657,8519,,,,33514,865,592,,752852,https://twitter.com/JansamparkMP/status/1252220621112647683/photo/2,,7.76%,0.23,233,,,,
21/04/2020,Madhya Pradesh,20905,Reports Received,1552,19353,8215,,,,,,,,781338,https://twitter.com/JansamparkMP/status/1252572205768114178/photo/1,,7.42%,0.25,254,,,,
22/04/2020,Madhya Pradesh,22664,Reports Received,1587,21077,8414,,,,,,,,808177,https://twitter.com/JansamparkMP/status/1252908046629691392/photo/1,,7.00%,0.28,276,,,,
23/04/2020,Madhya Pradesh,24548,Reports Received,1687,22861,8526,,,,,,,,836495,https://twitter.com/JansamparkMP/status/1253294536438284288?s=09,,6.87%,0.30,299,,,,
24/04/2020,Madhya Pradesh,26233,Reports Received,1846,24387,8843,,,,33514,865,592,,876840,https://twitter.com/JansamparkMP/status/1253649153525153792?s=19,,7.04%,0.32,319,,,,
25/04/2020,Madhya Pradesh,27866,Reports Received,1945,25921,9021,,,,33514,865,592,,918227,https://twitter.com/JansamparkMP/status/1254034656330240001,,6.98%,0.34,339,,,,
26/04/2020,Madhya Pradesh,25232,Reports Received,2090,21716,,,,,33514,865,592,,961106,https://www.mpinfo.org/MPinfoStatic/other_updates/Health-Bulletin-26April2020.pdf,https://t.me/indiacovid/3261?single,8.28%,0.31,307,,,,
27/04/2020,Madhya Pradesh,27009,Reports Received,2165,23500,,,,,33514,865,592,,991950,https://www.mpinfo.org/MPinfoStatic/other_updates/Health-Bulletin-27April2020.pdf,,8.02%,0.33,328,,,,
28/04/2020,Madhya Pradesh,31060,Reports Received,2387,26159,,,,,33514,865,592,,1024460,https://www.mpinfo.org/MPinfoStatic/other_updates/Health-Bulletin-28April2020.pdf,,7.69%,0.38,378,,,,
29/04/2020,Madhya Pradesh,33837,Reports Received,2560,29261,,,,,33514,865,592,,1056896,https://twitter.com/JansamparkMP/status/1255502748377899009?s=09,,7.57%,0.41,411,,,,
30/04/2020,Madhya Pradesh,41712,Reports Received,2625,29816,,,,,33514,865,592,,1089917,https://twitter.com/JansamparkMP/status/1255859565607952386/photo/1,,6.29%,0.51,507,,,,
01/05/2020,Madhya Pradesh,44116,Reports Received,2715,39353,,,,,33514,865,592,,1122599,https://twitter.com/JansamparkMP/status/1256249293863882752/photo/1,,6.15%,0.54,536,,,,
02/05/2020,Madhya Pradesh,46578,Reports Received,2788,41460,,,,,33514,865,592,,1147164,https://twitter.com/JansamparkMP/status/1256593893711372288?s=19,,5.99%,0.57,566,,,,
03/05/2020,Madhya Pradesh,49186,Reports Received,2837,43937,,,,,34600,873,612,,1172185,https://mobile.twitter.com/JansamparkMP/status/1256969557522120705,,5.77%,0.60,598,,,,
04/05/2020,Madhya Pradesh,52095,Reports Received,2942,46634,,,,,34600,873,558,,,https://twitter.com/JansamparkMP/status/1257349630339289089?s=19,,5.65%,0.63,634,,,,
05/05/2020,Madhya Pradesh,54595,Reports Received,3049,48931,,,,,35840,873,558,,,https://twitter.com/JansamparkMP/status/1257679603717603329/photo/1,,5.58%,0.66,664,,,,
06/05/2020,Madhya Pradesh,54595,Reports Received,3138,51479,,,,,,,,,,https://twitter.com/JansamparkMP/status/1258045895779725312,,5.75%,0.66,664,,,,
07/05/2020,Madhya Pradesh,61020,Reports Received,3252,55002,,,,,,,,,,https://twitter.com/JansamparkMP/status/1258404394644766723?s=19,,5.33%,0.74,742,,,,
08/05/2020,Madhya Pradesh,63705,Reports Received,3341,57528,,,,,,,,,,https://twitter.com/JansamparkMP/status/1258773188110098432?s=19,,5.24%,0.77,775,,,,
09/05/2020,Madhya Pradesh,68010,Reports Received,3457,61629,,,,,,,,,,https://twitter.com/healthminmp/status/1259128463933538305?s=19,,5.08%,0.83,827,,,,
10/05/2020,Madhya Pradesh,72069,Reports Received,3614,65436,,,,,,,,,,https://twitter.com/healthminmp/status/1259492747590934529?s=19,,5.01%,0.88,876,,,,
11/05/2020,Madhya Pradesh,76039,Reports Received,3785,69187,,,,,,,,,,https://twitter.com/healthminmp/status/1259847116282892289/photo/2,,4.98%,0.92,925,,,,
12/05/2020,Madhya Pradesh,80885,Reports Received,3986,73761,,,,,,,,,,https://twitter.com/healthminmp/status/1260204355032096770,,4.93%,0.98,984,,,,
13/05/2020,Madhya Pradesh,85903,Reports Received,4173,77738,,,,,,,,,,https://twitter.com/healthminmp/status/1260561896341745664,,4.86%,1.04,1045,,,,
05/04/2020,Maharashtra,16008,Tested,,14837,,3122,,,,,,,,,,0.00%,0.13,131,122153000,,,
06/04/2020,Maharashtra,17563,Tested,868,15808,,3498,,,,,,,,https://www.cnbctv18.com/healthcare/maharashtra-covid-19-tally-mounts-to-868-with-7-fresh-deaths-5634351.htm,,4.94%,0.14,144,,,,
07/04/2020,Maharashtra,20877,Tested,1018,19290,569,38703,,,,,,,,https://arogya.maharashtra.gov.in/pdf/covidepressnote07.pdf,,4.88%,0.17,171,,,,
09/04/2020,Maharashtra,20877,Tested,868,19290,715,,,,,,,,,https://twitter.com/Maha_MEDD/status/1248156898894811136,https://drive.google.com/file/d/1InVpTI2sfv8N24YVOJVlVUMQ5Z-d8ZRq/view,4.16%,0.17,171,,,,
10/04/2020,Maharashtra,30000,Tested,1135,28865,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1248484537216065536,https://drive.google.com/file/d/1EnHn3WjLO2EkLjDRiv7C_B44IY_1HuiX/view,3.78%,0.25,246,,,,
11/04/2020,Maharashtra,31841,Tested,1761,30477,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1248859409419132929?s=19,https://phdmah.maps.arcgis.com/apps/opsdashboard/index.html#/2cc0055832264c5296890745e9ea415c,5.53%,0.26,261,,,,
12/04/2020,Maharashtra,35668,Tested,1761,34094,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1249210483812548608?s=19,https://phdmah.maps.arcgis.com/apps/opsdashboard/index.html#/2cc0055832264c5296890745e9ea415c,4.94%,0.29,292,,,,
13/04/2020,Maharashtra,39725,Tested,1996,37964,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1249593448820125697,https://phdmah.maps.arcgis.com/apps/opsdashboard/index.html#/2cc0055832264c5296890745e9ea415c,5.02%,0.33,325,,,,
14/04/2020,Maharashtra,41071,Tested,2340,39089,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1249943643357511680?s=19,https://phdmah.maps.arcgis.com/apps/opsdashboard/index.html#/2cc0055832264c5296890745e9ea415c,5.70%,0.34,336,,,,
15/04/2020,Maharashtra,45142,Tested,2690,42808,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1250306461097320448,https://drive.google.com/file/d/1ItKhc3Ch9ueTg3EsMmq0dlQTgPlt-l5a/view,5.96%,0.37,370,,,,
16/04/2020,Maharashtra,50882,Tested,2916,48198,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1250659519840968704,,5.73%,0.42,417,,,,
17/04/2020,Maharashtra,55678,Tested,3204,52762,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1251045031869214720,,5.75%,0.46,456,,,,
18/04/2020,Maharashtra,60166,Tested,3323,56964,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1251399078555947008,,5.52%,0.49,493,,,,
19/04/2020,Maharashtra,66796,Tested,3651,63476,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1251760884512243714,,5.47%,0.55,547,,,,
20/04/2020,Maharashtra,71321,Tested,4204,67673,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1252114391090130947,,5.89%,0.58,584,,,,
21/04/2020,Maharashtra,75838,Tested,4676,71638,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1252467996393537536,,6.17%,0.62,621,,,,
22/04/2020,Maharashtra,82304,Tested,5229,77638,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1252842842268950530,,6.35%,0.67,674,,,,
23/04/2020,Maharashtra,89197,Tested,5218,83979,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1253199854890713089,,5.85%,0.73,730,,,,
24/04/2020,Maharashtra,95210,Tested,6427,89561,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1253554384606298114?s=19,,6.75%,0.78,779,,,,
25/04/2020,Maharashtra,100912,Tested,6817,94485,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1253930643949367296,,6.76%,0.83,826,,,,
26/04/2020,Maharashtra,107979,Tested,7928,101162,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1254288768577818625,,7.34%,0.88,884,,,,
27/04/2020,Maharashtra,115147,Tested,8068,107519,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1254647537991991297,,7.01%,0.94,943,,,,
28/04/2020,Maharashtra,120620,Tested,8590,112552,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1255016183411077121,,7.12%,0.99,987,,,,
29/04/2020,Maharashtra,128726,Tested,9318,120136,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1255371358323773445?s=19,,7.24%,1.05,1054,,,,
30/04/2020,Maharashtra,135694,Tested,9915,126376,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1255747873758535681?s=19,,7.31%,1.11,1111,,,,
01/05/2020,Maharashtra,144159,Tested,10498,134244,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1256099194437132288?s=19,,7.28%,1.18,1180,,,,
02/05/2020,Maharashtra,151085,Tested,11506,140587,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1256463584004943872,,7.62%,1.24,1237,,,,
03/05/2020,Maharashtra,159754,Tested,12296,148248,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1256823671122915328?s=19,,7.70%,1.31,1308,,,,
04/05/2020,Maharashtra,168374,Tested,12974,156078,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1257190659062026242?s=19,,7.71%,1.38,1378,,,,
