Updated On,State,"RT-PCR Test(Includes TrueNat,CBNAAT,CRISPR)",RAT(Rapid Antigen Test),Other Tests,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine...12,Tag (People in Quarantine),Total People Released From Quarantine,Total People Currently in Quarantine...15,Tag(People in Quarantine),Cumulative People in Home Isolation,Total People Currently in Isolation,Tag(People in Isolation),People released from Home Isolation,"Cases outside Home Isolation i.e Institutional Isolation,Hospital Etc.",Cumulative People in Surveillance,Total People Currently in Surveillance,Tag(People in Surveillance),People released from Surveillance,Cumilative People in Observation,People released from Observation,People on ICU Beds,People on Ventilator,People on O2 Beds,Beds Occupied(Normal/Isolation),Total Num ICU Beds,Total Num Ventilators,Total Num of O2 Beds,Total Num Beds (Normal/Isolation),Total PPE,Total N95 Masks,COVID Enquiry Calls,Number of Containment Zones,Cumuilative Number of Symptomatic Cases,Cumuilative Number of Asymptomatic Cases,Unknown(Nature of Cases),Tag(Nature of Cases),Male(Confirmed Cases),Female(Confirmed Cases),Transgender(Confirmed Cases),Unknown(Confirmed Cases),Male(Deceased Cases),Female(Deceased Cases),Transgender(Deceased Cases),Unknown(Deceased Cases),Source1,Source2,Source3
06/10/2020,Nagaland,81014,1954,NA,82968,Samples Sent,NA,NA,NA,NA,295,Facility,NA,1032,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/MyGovNagaland/status/1313453290462609411?s=20,https://covid19.nagaland.gov.in/health-main,NA
07/10/2020,Nagaland,81492,2068,NA,83560,Samples Sent,NA,NA,NA,NA,305,Facility,NA,906,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/MyGovNagaland/status/1313818044377034752/photo/1,https://covid19.nagaland.gov.in/health-main,NA
08/10/2020,Nagaland,81899,2134,NA,84033,Samples Sent,NA,NA,NA,NA,293,Facility,NA,924,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/MyGovNagaland/status/1314181143600803841?s=20,https://covid19.nagaland.gov.in/health-main,NA
09/10/2020,Nagaland,82497,2280,NA,84777,Samples Sent,NA,NA,NA,NA,313,Facility,NA,897,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/MyGovNagaland/status/1314601137371144194/photo/1,https://covid19.nagaland.gov.in/health-main,NA
10/10/2020,Nagaland,82850,2346,NA,85196,Samples Sent,NA,NA,NA,NA,328,Facility,NA,924,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/MyGovNagaland/status/1314897811045978113?s=20,https://covid19.nagaland.gov.in/health-main,NA
11/10/2020,Nagaland,83356,2617,NA,85973,Samples Sent,NA,NA,NA,NA,319,Facility,NA,938,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/MyGovNagaland/status/1315290287841869824/photo/1,https://covid19.nagaland.gov.in/health-main,NA
12/10/2020,Nagaland,84061,2953,NA,87014,Samples Sent,NA,NA,NA,NA,307,Facility,NA,847,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/MyGovNagaland/status/1315638323344416768/photo/1,https://covid19.nagaland.gov.in/health-main,NA
13/10/2020,Nagaland,84584,3082,NA,87666,Samples Sent,NA,NA,NA,NA,302,Facility,NA,904,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/MyGovNagaland/status/1316027547725885445/photo/1,https://covid19.nagaland.gov.in/health-main,NA
14/10/2020,Nagaland,85331,3116,NA,88447,Samples Sent,NA,NA,NA,NA,299,Facility,NA,862,Home,NA,862,Home,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/MyGovNagaland/status/1316377367787393024?s=20,https://covid19.nagaland.gov.in/health-main,NA
15/10/2020,Nagaland,85760,2699,NA,88459,Samples Sent,NA,NA,NA,NA,292,Facility,NA,905,Home,NA,905,Home,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/MyGovNagaland/status/1316727732730986500?s=20,https://covid19.nagaland.gov.in/health-main,NA
16/10/2020,Nagaland,86469,2734,NA,89203,Samples Sent,NA,NA,NA,NA,263,Facility,NA,1132,Home,NA,1132,Home,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/MyGovNagaland/status/1317099549421236225?s=20,https://covid19.nagaland.gov.in/health-main,NA
17/10/2020,Nagaland,87057,2678,NA,89735,Samples Sent,NA,NA,NA,NA,259,Facility,NA,1238,Home,NA,1238,Home,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/MyGovNagaland/status/1317438787627044865?s=20,https://covid19.nagaland.gov.in/health-main,NA
18/10/2020,Nagaland,87722,2685,NA,90407,Samples Sent,NA,NA,NA,NA,NA,Facility,NA,1256,Home,NA,1256,Home,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/MyGovNagaland/status/1317806199761297408?s=20,https://covid19.nagaland.gov.in/health-main,NA
19/10/2020,Nagaland,88357,2797,NA,91154,Samples Sent,NA,NA,NA,NA,224,Facility,NA,1285,Home,NA,384,Home,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/MyGovNagaland/status/1318178060051492865/photo/1,https://covid19.nagaland.gov.in/health-main,NA
20/10/2020,Nagaland,88851,2827,NA,91678,Samples Sent,NA,NA,NA,NA,206,Facility,NA,1305,Home,NA,422,Home,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/MyGovNagaland/status/1318546153667952646/photo/1,https://covid19.nagaland.gov.in/health-main,NA
21/10/2020,Nagaland,89543,3346,NA,92889,Samples Sent,NA,NA,NA,NA,185,Facility,NA,1396,Home,NA,439,Home,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/MyGovNagaland/status/1318915781057409025/photo/1,https://covid19.nagaland.gov.in/health-main,NA
22/10/2020,Nagaland,89975,3406,NA,93381,Samples Sent,NA,NA,NA,NA,174,Facility,NA,1537,Home,NA,475,Home,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/MyGovNagaland/status/1319257957658484737/photo/1,https://covid19.nagaland.gov.in/health-main,NA
23/10/2020,Nagaland,90474,3455,NA,93929,Samples Sent,NA,NA,NA,NA,162,Facility,NA,1537,Home,NA,475,Home,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/MyGovNagaland/status/1319617344709087233/photo/1,https://covid19.nagaland.gov.in/health-main,NA
24/10/2020,Nagaland,91019,3477,NA,94496,Samples Sent,NA,NA,NA,NA,166,Facility,NA,1800,Home,NA,533,Home,NA,NA,NA,NA,NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/MyGovNagaland/status/1319989261475614720?s=20,https://covid19.nagaland.gov.in/health-main,NA
25/10/2020,Nagaland,91643,3525,NA,95168,Samples Sent,NA,NA,NA,NA,154,Facility,NA,1764,Home,NA,560,Home,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/MyGovNagaland/status/1320351196394053632?s=20,https://covid19.nagaland.gov.in/health-main,NA
26/10/2020,Nagaland,91961,3563,NA,95524,Samples Sent,NA,NA,NA,NA,126,Facility,NA,1810,Home,NA,552,Home,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/MyGovNagaland/status/1320705704462749698?s=20,https://covid19.nagaland.gov.in/health-main,NA
27/10/2020,Nagaland,92269,3699,NA,95968,Samples Sent,NA,NA,NA,NA,127,Facility,NA,1952,Home,NA,550,Home,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Active,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/MyGovNagaland/status/1321076452788371456?s=20,https://covid19.nagaland.gov.in/health-main,NA
28/10/2020,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19.nagaland.gov.in/health-main,NA
03/04/2020,Odisha,1395,NA,NA,1395,Tested,20,1108,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/HFWOdisha/status/1246135145230303232,NA,NA
07/04/2020,Odisha,NA,NA,NA,2441,Tested,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/HFWOdisha/status/1247579939206909953,NA,NA
08/04/2020,Odisha,NA,NA,NA,2441,Tested,42,2399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/,NA,NA
09/04/2020,Odisha,NA,NA,NA,3249,Tested,48,3201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/,NA,NA
10/04/2020,Odisha,NA,NA,NA,3547,Tested,50,3497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/,NA,NA
11/04/2020,Odisha,NA,NA,NA,3551,Tested,51,3497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/,NA,NA
12/04/2020,Odisha,NA,NA,NA,3862,Tested,54,3808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/,NA,NA
13/04/2020,Odisha,NA,NA,NA,4170,Tested,54,4116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/,NA,NA
14/04/2020,Odisha,NA,NA,NA,4734,Tested,56,4678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/,NA,NA
15/04/2020,Odisha,NA,NA,NA,5537,Tested,60,5477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/,NA,NA
16/04/2020,Odisha,NA,NA,NA,6734,Tested,60,6674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/pdf/covid-19-Analysis-Report-16042020.pdf,https://health.odisha.gov.in/,NA
17/04/2020,Odisha,NA,NA,NA,7577,Tested,60,7517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/pdf/covid-19-Analysis-Report-17042020.pdf,https://health.odisha.gov.in/,NA
18/04/2020,Odisha,NA,NA,NA,8619,Tested,60,8559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/pdf/covid-19-Analysis-Report-17042020.pdf,NA,NA
19/04/2020,Odisha,NA,NA,NA,9690,Tested,61,9629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/pdf/covid-19-Analysis-Report-19042020.pdf,https://health.odisha.gov.in/,NA
20/04/2020,Odisha,NA,NA,NA,10641,Tested,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/,https://health.odisha.gov.in/pdf/covid-19-Analysis-Report-20042020.pdf,NA
21/04/2020,Odisha,NA,NA,NA,11748,Tested,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-21042020Eng.pdf,NA,NA
22/04/2020,Odisha,NA,NA,NA,13775,Tested,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/,NA,NA
23/04/2020,Odisha,NA,NA,NA,15984,Tested,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-23042020Eng.pdf,NA,NA
24/04/2020,Odisha,NA,NA,NA,18458,Tested,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/pdf/news-covid-19-press%20meet-24042020Eng.pdf,NA,NA
25/04/2020,Odisha,NA,NA,NA,20599,Tested,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/pdf/news-covid-19-press%20meet-25042020Eng.pdf,NA,NA
26/04/2020,Odisha,NA,NA,NA,22816,Tested,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/pdf/news-covid-19-press%20meet-26042020Eng.pdf,https://twitter.com/HFWOdisha/status/1254251273689464832?s=09,NA
27/04/2020,Odisha,NA,NA,NA,25103,Tested,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-27042020Eng.pdf,NA,NA
28/04/2020,Odisha,NA,NA,NA,26687,Tested,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-28042020Eng.pdf,NA,NA
29/04/2020,Odisha,NA,NA,NA,29108,Tested,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-29042020Eng.pdf,NA,NA
30/04/2020,Odisha,NA,NA,NA,31696,Tested,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/covid19-dashboard.html,NA,NA
01/05/2020,Odisha,NA,NA,NA,34133,Tested,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/covid19-dashboard.html,NA,NA
02/05/2020,Odisha,NA,NA,NA,36593,Tested,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-02052020Eng.pdf,NA,NA
03/05/2020,Odisha,NA,NA,NA,38658,Tested,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-03052020Eng.pdf,NA,NA
04/05/2020,Odisha,NA,NA,NA,41128,Tested,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-04052020Eng.pdf,NA,NA
05/05/2020,Odisha,NA,NA,NA,44663,Tested,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/covid19-dashboard.html,NA,NA
06/05/2020,Odisha,NA,NA,NA,47454,Tested,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-06052020Eng.pdf,https://health.odisha.gov.in/,NA
07/05/2020,Odisha,NA,NA,NA,50514,Tested,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-07052020Eng.pdf,https://health.odisha.gov.in/,NA
08/05/2020,Odisha,NA,NA,NA,52974,Tested,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-08052020Eng.pdf,https://health.odisha.gov.in/,NA
09/05/2020,Odisha,NA,NA,NA,56322,Tested,294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-09052020Eng.pdf,https://health.odisha.gov.in/,NA
10/05/2020,Odisha,NA,NA,NA,59780,Tested,362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/,NA,NA
11/05/2020,Odisha,NA,NA,NA,63478,Tested,414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/covid19-dashboard.html,NA,NA
12/05/2020,Odisha,NA,NA,NA,68057,Tested,437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://statedashboard.odisha.gov.in/,https://health.odisha.gov.in/covid19-dashboard.html,NA
13/05/2020,Odisha,NA,NA,NA,72756,Tested,538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://statedashboard.odisha.gov.in/,https://health.odisha.gov.in/covid19-dashboard.html,NA
14/05/2020,Odisha,NA,NA,NA,77150,Tested,611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://statedashboard.odisha.gov.in/,https://t.me/Covid19india_Auxiliary_Test_Data/4,NA
15/05/2020,Odisha,NA,NA,NA,81919,Tested,672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://statedashboard.odisha.gov.in/,https://t.me/Covid19india_Auxiliary_Test_Data/17?single,NA
16/05/2020,Odisha,NA,NA,NA,86140,Tested,737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/26?single,https://statedashboard.odisha.gov.in/,NA
17/05/2020,Odisha,NA,NA,NA,91223,Tested,828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/34?single,https://statedashboard.odisha.gov.in/,NA
