place,Day,variable,value,text
Tripura,2021-12-07,pct_two_doses,51.5624,India<br>2021-12-07: 51.56% with two doses<br>
Tripura,2021-12-08,pct_two_doses,51.6782,India<br>2021-12-08: 51.68% with two doses<br>
Tripura,2021-12-09,pct_two_doses,51.8508,India<br>2021-12-09: 51.85% with two doses<br>
Tripura,2021-12-10,pct_two_doses,51.9242,India<br>2021-12-10: 51.92% with two doses<br>
Tripura,2021-12-11,pct_two_doses,52.0355,India<br>2021-12-11: 52.04% with two doses<br>
Tripura,2021-12-12,pct_two_doses,52.06,India<br>2021-12-12: 52.06% with two doses<br>
Tripura,2021-12-13,pct_two_doses,52.1688,India<br>2021-12-13: 52.17% with two doses<br>
Tripura,2021-12-14,pct_two_doses,52.1731,India<br>2021-12-14: 52.17% with two doses<br>
Tripura,2021-12-15,pct_two_doses,52.2812,India<br>2021-12-15: 52.28% with two doses<br>
Tripura,2021-12-16,pct_two_doses,52.3618,India<br>2021-12-16: 52.36% with two doses<br>
Tripura,2021-12-17,pct_two_doses,52.4323,India<br>2021-12-17: 52.43% with two doses<br>
Tripura,2021-12-18,pct_two_doses,52.5181,India<br>2021-12-18: 52.52% with two doses<br>
Tripura,2021-12-19,pct_two_doses,52.5884,India<br>2021-12-19: 52.59% with two doses<br>
Tripura,2021-12-20,pct_two_doses,52.5898,India<br>2021-12-20: 52.59% with two doses<br>
Tripura,2021-12-21,pct_two_doses,52.6821,India<br>2021-12-21: 52.68% with two doses<br>
Tripura,2021-12-22,pct_two_doses,52.7577,India<br>2021-12-22: 52.76% with two doses<br>
Tripura,2021-12-23,pct_two_doses,52.8115,India<br>2021-12-23: 52.81% with two doses<br>
Tripura,2021-12-24,pct_two_doses,52.9048,India<br>2021-12-24: 52.9% with two doses<br>
Tripura,2021-12-25,pct_two_doses,52.9627,India<br>2021-12-25: 52.96% with two doses<br>
Tripura,2021-12-26,pct_two_doses,52.968,India<br>2021-12-26: 52.97% with two doses<br>
Tripura,2021-12-27,pct_two_doses,52.9705,India<br>2021-12-27: 52.97% with two doses<br>
Tripura,2021-12-28,pct_two_doses,53.069,India<br>2021-12-28: 53.07% with two doses<br>
Tripura,2021-12-29,pct_two_doses,53.148,India<br>2021-12-29: 53.15% with two doses<br>
Tripura,2021-12-30,pct_two_doses,53.2118,India<br>2021-12-30: 53.21% with two doses<br>
Tripura,2021-12-31,pct_two_doses,53.3089,India<br>2021-12-31: 53.31% with two doses<br>
Tripura,2022-01-03,pct_two_doses,53.4556,India<br>2022-01-03: 53.46% with two doses<br>
Tripura,2022-01-04,pct_two_doses,53.4911,India<br>2022-01-04: 53.49% with two doses<br>
Tripura,2022-01-05,pct_two_doses,53.5196,India<br>2022-01-05: 53.52% with two doses<br>
Tripura,2022-01-06,pct_two_doses,53.5634,India<br>2022-01-06: 53.56% with two doses<br>
Tripura,2022-01-07,pct_two_doses,53.6019,India<br>2022-01-07: 53.6% with two doses<br>
Tripura,2022-01-08,pct_two_doses,53.6447,India<br>2022-01-08: 53.64% with two doses<br>
Tripura,2022-01-09,pct_two_doses,53.6464,India<br>2022-01-09: 53.65% with two doses<br>
Tripura,2022-01-11,pct_two_doses,53.7123,India<br>2022-01-11: 53.71% with two doses<br>
Tripura,2022-01-12,pct_two_doses,53.8032,India<br>2022-01-12: 53.8% with two doses<br>
Tripura,2022-01-13,pct_two_doses,53.8037,India<br>2022-01-13: 53.8% with two doses<br>
Tripura,2022-01-14,pct_two_doses,53.8458,India<br>2022-01-14: 53.85% with two doses<br>
Tripura,2022-01-15,pct_two_doses,53.846,India<br>2022-01-15: 53.85% with two doses<br>
Tripura,2022-01-16,pct_two_doses,53.88,India<br>2022-01-16: 53.88% with two doses<br>
Tripura,2022-01-17,pct_two_doses,53.8816,India<br>2022-01-17: 53.88% with two doses<br>
Tripura,2022-01-18,pct_two_doses,53.9374,India<br>2022-01-18: 53.94% with two doses<br>
Tripura,2022-01-19,pct_two_doses,53.9781,India<br>2022-01-19: 53.98% with two doses<br>
Tripura,2022-01-20,pct_two_doses,54.0073,India<br>2022-01-20: 54.01% with two doses<br>
Tripura,2022-01-21,pct_two_doses,54.0384,India<br>2022-01-21: 54.04% with two doses<br>
Tripura,2022-01-22,pct_two_doses,54.064,India<br>2022-01-22: 54.06% with two doses<br>
Tripura,2022-01-23,pct_two_doses,54.0875,India<br>2022-01-23: 54.09% with two doses<br>
Tripura,2022-01-24,pct_two_doses,54.0878,India<br>2022-01-24: 54.09% with two doses<br>
Tripura,2022-01-25,pct_two_doses,54.1236,India<br>2022-01-25: 54.12% with two doses<br>
Tripura,2022-01-26,pct_two_doses,54.1574,India<br>2022-01-26: 54.16% with two doses<br>
Tripura,2022-01-27,pct_two_doses,54.1606,India<br>2022-01-27: 54.16% with two doses<br>
Tripura,2022-01-28,pct_two_doses,54.1858,India<br>2022-01-28: 54.19% with two doses<br>
Tripura,2022-01-29,pct_two_doses,54.2004,India<br>2022-01-29: 54.2% with two doses<br>
Tripura,2022-01-30,pct_two_doses,54.2194,India<br>2022-01-30: 54.22% with two doses<br>
Tripura,2022-01-31,pct_two_doses,54.2195,India<br>2022-01-31: 54.22% with two doses<br>
Tripura,2022-02-01,pct_two_doses,54.2976,India<br>2022-02-01: 54.3% with two doses<br>
Tripura,2022-02-02,pct_two_doses,54.576,India<br>2022-02-02: 54.58% with two doses<br>
Tripura,2022-02-03,pct_two_doses,54.9554,India<br>2022-02-03: 54.96% with two doses<br>
Tripura,2022-02-04,pct_two_doses,55.1272,India<br>2022-02-04: 55.13% with two doses<br>
Tripura,2022-02-05,pct_two_doses,55.1364,India<br>2022-02-05: 55.14% with two doses<br>
Tripura,2022-02-06,pct_two_doses,55.1366,India<br>2022-02-06: 55.14% with two doses<br>
Tripura,2022-02-07,pct_two_doses,55.3336,India<br>2022-02-07: 55.33% with two doses<br>
Tripura,2022-02-08,pct_two_doses,55.6662,India<br>2022-02-08: 55.67% with two doses<br>
Tripura,2022-02-09,pct_two_doses,55.723,India<br>2022-02-09: 55.72% with two doses<br>
Tripura,2022-02-10,pct_two_doses,55.9459,India<br>2022-02-10: 55.95% with two doses<br>
Tripura,2022-02-11,pct_two_doses,56.0085,India<br>2022-02-11: 56.01% with two doses<br>
Tripura,2022-02-12,pct_two_doses,56.114,India<br>2022-02-12: 56.11% with two doses<br>
Tripura,2022-02-13,pct_two_doses,56.1166,India<br>2022-02-13: 56.12% with two doses<br>
Tripura,2022-02-14,pct_two_doses,56.2695,India<br>2022-02-14: 56.27% with two doses<br>
Tripura,2022-02-15,pct_two_doses,56.3935,India<br>2022-02-15: 56.39% with two doses<br>
Tripura,2022-02-16,pct_two_doses,56.457,India<br>2022-02-16: 56.46% with two doses<br>
Tripura,2022-02-17,pct_two_doses,56.5721,India<br>2022-02-17: 56.57% with two doses<br>
Tripura,2022-02-18,pct_two_doses,56.6816,India<br>2022-02-18: 56.68% with two doses<br>
Tripura,2022-02-19,pct_two_doses,56.7563,India<br>2022-02-19: 56.76% with two doses<br>
Tripura,2022-02-20,pct_two_doses,56.7586,India<br>2022-02-20: 56.76% with two doses<br>
Tripura,2022-02-21,pct_two_doses,56.8334,India<br>2022-02-21: 56.83% with two doses<br>
Tripura,2022-02-22,pct_two_doses,56.9251,India<br>2022-02-22: 56.93% with two doses<br>
Tripura,2022-02-23,pct_two_doses,56.9662,India<br>2022-02-23: 56.97% with two doses<br>
Tripura,2022-02-24,pct_two_doses,57.0324,India<br>2022-02-24: 57.03% with two doses<br>
Tripura,2022-02-25,pct_two_doses,57.0456,India<br>2022-02-25: 57.05% with two doses<br>
Tripura,2022-02-26,pct_two_doses,57.0814,India<br>2022-02-26: 57.08% with two doses<br>
Tripura,2022-02-27,pct_two_doses,57.0833,India<br>2022-02-27: 57.08% with two doses<br>
Tripura,2022-02-28,pct_two_doses,57.0989,India<br>2022-02-28: 57.1% with two doses<br>
Tripura,2022-03-01,pct_two_doses,57.101,India<br>2022-03-01: 57.1% with two doses<br>
Tripura,2022-03-02,pct_two_doses,57.1129,India<br>2022-03-02: 57.11% with two doses<br>
Tripura,2022-03-03,pct_two_doses,57.1487,India<br>2022-03-03: 57.15% with two doses<br>
Tripura,2022-03-04,pct_two_doses,57.1879,India<br>2022-03-04: 57.19% with two doses<br>
Tripura,2022-03-05,pct_two_doses,57.205,India<br>2022-03-05: 57.2% with two doses<br>
Tripura,2022-03-06,pct_two_doses,57.2064,India<br>2022-03-06: 57.21% with two doses<br>
Tripura,2022-03-07,pct_two_doses,57.2354,India<br>2022-03-07: 57.24% with two doses<br>
Tripura,2022-03-08,pct_two_doses,57.262,India<br>2022-03-08: 57.26% with two doses<br>
Tripura,2022-03-09,pct_two_doses,57.2762,India<br>2022-03-09: 57.28% with two doses<br>
Tripura,2022-03-10,pct_two_doses,57.3062,India<br>2022-03-10: 57.31% with two doses<br>
Tripura,2022-03-11,pct_two_doses,57.3139,India<br>2022-03-11: 57.31% with two doses<br>
Tripura,2022-03-12,pct_two_doses,57.3386,India<br>2022-03-12: 57.34% with two doses<br>
Tripura,2022-03-13,pct_two_doses,57.3387,India<br>2022-03-13: 57.34% with two doses<br>
Tripura,2022-03-15,pct_two_doses,57.3873,India<br>2022-03-15: 57.39% with two doses<br>
Tripura,2022-03-16,pct_two_doses,57.4031,India<br>2022-03-16: 57.4% with two doses<br>
Tripura,2022-03-17,pct_two_doses,57.4286,India<br>2022-03-17: 57.43% with two doses<br>
Tripura,2022-03-18,pct_two_doses,57.4295,India<br>2022-03-18: 57.43% with two doses<br>
Tripura,2022-03-19,pct_two_doses,57.43,India<br>2022-03-19: 57.43% with two doses<br>
Tripura,2022-03-20,pct_two_doses,57.4429,India<br>2022-03-20: 57.44% with two doses<br>
Tripura,2022-03-21,pct_two_doses,57.4435,India<br>2022-03-21: 57.44% with two doses<br>
Tripura,2022-03-22,pct_two_doses,57.4676,India<br>2022-03-22: 57.47% with two doses<br>
Tripura,2022-03-23,pct_two_doses,57.4975,India<br>2022-03-23: 57.5% with two doses<br>
Tripura,2022-03-24,pct_two_doses,57.5139,India<br>2022-03-24: 57.51% with two doses<br>
Tripura,2022-03-25,pct_two_doses,57.5482,India<br>2022-03-25: 57.55% with two doses<br>
Tripura,2022-03-26,pct_two_doses,57.5588,India<br>2022-03-26: 57.56% with two doses<br>
Tripura,2022-03-27,pct_two_doses,57.5895,India<br>2022-03-27: 57.59% with two doses<br>
Tripura,2022-03-28,pct_two_doses,57.5896,India<br>2022-03-28: 57.59% with two doses<br>
Tripura,2022-03-29,pct_two_doses,57.6196,India<br>2022-03-29: 57.62% with two doses<br>
Tripura,2022-03-30,pct_two_doses,57.6418,India<br>2022-03-30: 57.64% with two doses<br>
Tripura,2022-03-31,pct_two_doses,57.6493,India<br>2022-03-31: 57.65% with two doses<br>
Tripura,2022-04-01,pct_two_doses,57.6696,India<br>2022-04-01: 57.67% with two doses<br>
Tripura,2022-04-02,pct_two_doses,57.6973,India<br>2022-04-02: 57.7% with two doses<br>
Tripura,2022-04-03,pct_two_doses,57.7357,India<br>2022-04-03: 57.74% with two doses<br>
Tripura,2022-04-04,pct_two_doses,57.7357,India<br>2022-04-04: 57.74% with two doses<br>
Tripura,2022-04-05,pct_two_doses,57.7879,India<br>2022-04-05: 57.79% with two doses<br>
Tripura,2022-04-06,pct_two_doses,57.8299,India<br>2022-04-06: 57.83% with two doses<br>
Tripura,2022-04-07,pct_two_doses,57.8617,India<br>2022-04-07: 57.86% with two doses<br>
Tripura,2022-04-08,pct_two_doses,57.9012,India<br>2022-04-08: 57.9% with two doses<br>
Tripura,2022-04-09,pct_two_doses,57.9086,India<br>2022-04-09: 57.91% with two doses<br>
Tripura,2022-04-10,pct_two_doses,57.9414,India<br>2022-04-10: 57.94% with two doses<br>
Tripura,2022-04-11,pct_two_doses,57.9432,India<br>2022-04-11: 57.94% with two doses<br>
Tripura,2022-04-12,pct_two_doses,57.9794,India<br>2022-04-12: 57.98% with two doses<br>
Tripura,2022-04-13,pct_two_doses,58.0135,India<br>2022-04-13: 58.01% with two doses<br>
Tripura,2022-04-14,pct_two_doses,58.0357,India<br>2022-04-14: 58.04% with two doses<br>
Tripura,2022-04-15,pct_two_doses,58.0359,India<br>2022-04-15: 58.04% with two doses<br>
Tripura,2022-04-16,pct_two_doses,58.0359,India<br>2022-04-16: 58.04% with two doses<br>
Tripura,2022-04-17,pct_two_doses,58.0535,India<br>2022-04-17: 58.05% with two doses<br>
Tripura,2022-04-18,pct_two_doses,58.0544,India<br>2022-04-18: 58.05% with two doses<br>
Tripura,2022-04-19,pct_two_doses,58.1011,India<br>2022-04-19: 58.1% with two doses<br>
Tripura,2022-04-20,pct_two_doses,58.1615,India<br>2022-04-20: 58.16% with two doses<br>
Tripura,2022-04-21,pct_two_doses,58.203,India<br>2022-04-21: 58.2% with two doses<br>
Tripura,2022-04-22,pct_two_doses,58.2079,India<br>2022-04-22: 58.21% with two doses<br>
Tripura,2022-04-23,pct_two_doses,58.2081,India<br>2022-04-23: 58.21% with two doses<br>
Tripura,2022-04-24,pct_two_doses,58.2357,India<br>2022-04-24: 58.24% with two doses<br>
Tripura,2022-04-25,pct_two_doses,58.2357,India<br>2022-04-25: 58.24% with two doses<br>
Tripura,2022-04-26,pct_two_doses,58.3471,India<br>2022-04-26: 58.35% with two doses<br>
Tripura,2022-04-27,pct_two_doses,58.4295,India<br>2022-04-27: 58.43% with two doses<br>
Tripura,2022-04-28,pct_two_doses,58.4829,India<br>2022-04-28: 58.48% with two doses<br>
Tripura,2022-04-29,pct_two_doses,58.5387,India<br>2022-04-29: 58.54% with two doses<br>
Tripura,2022-04-30,pct_two_doses,58.5918,India<br>2022-04-30: 58.59% with two doses<br>
Tripura,2022-05-01,pct_two_doses,58.6763,India<br>2022-05-01: 58.68% with two doses<br>
Tripura,2022-05-02,pct_two_doses,58.6773,India<br>2022-05-02: 58.68% with two doses<br>
Tripura,2022-05-03,pct_two_doses,58.7298,India<br>2022-05-03: 58.73% with two doses<br>
Tripura,2022-05-04,pct_two_doses,58.7359,India<br>2022-05-04: 58.74% with two doses<br>
Tripura,2022-05-05,pct_two_doses,58.7668,India<br>2022-05-05: 58.77% with two doses<br>
Tripura,2022-05-06,pct_two_doses,58.8465,India<br>2022-05-06: 58.85% with two doses<br>
Tripura,2022-05-07,pct_two_doses,58.9184,India<br>2022-05-07: 58.92% with two doses<br>
Tripura,2022-05-08,pct_two_doses,58.9771,India<br>2022-05-08: 58.98% with two doses<br>
Tripura,2022-05-09,pct_two_doses,58.9837,India<br>2022-05-09: 58.98% with two doses<br>
Tripura,2022-05-10,pct_two_doses,58.9948,India<br>2022-05-10: 58.99% with two doses<br>
Tripura,2022-05-11,pct_two_doses,59.0822,India<br>2022-05-11: 59.08% with two doses<br>
Tripura,2022-05-12,pct_two_doses,59.1538,India<br>2022-05-12: 59.15% with two doses<br>
Tripura,2022-05-13,pct_two_doses,59.2892,India<br>2022-05-13: 59.29% with two doses<br>
Tripura,2022-05-14,pct_two_doses,59.3225,India<br>2022-05-14: 59.32% with two doses<br>
Tripura,2022-05-15,pct_two_doses,59.4345,India<br>2022-05-15: 59.43% with two doses<br>
Tripura,2022-05-16,pct_two_doses,59.4405,India<br>2022-05-16: 59.44% with two doses<br>
Tripura,2022-05-17,pct_two_doses,59.4493,India<br>2022-05-17: 59.45% with two doses<br>
Tripura,2022-05-18,pct_two_doses,59.5038,India<br>2022-05-18: 59.5% with two doses<br>
Tripura,2022-05-19,pct_two_doses,59.5395,India<br>2022-05-19: 59.54% with two doses<br>
Tripura,2022-05-20,pct_two_doses,59.5815,India<br>2022-05-20: 59.58% with two doses<br>
Tripura,2022-05-21,pct_two_doses,59.6421,India<br>2022-05-21: 59.64% with two doses<br>
Tripura,2022-05-22,pct_two_doses,59.6901,India<br>2022-05-22: 59.69% with two doses<br>
Tripura,2022-05-23,pct_two_doses,59.6922,India<br>2022-05-23: 59.69% with two doses<br>
Tripura,2022-05-24,pct_two_doses,59.7647,India<br>2022-05-24: 59.76% with two doses<br>
Tripura,2022-05-25,pct_two_doses,59.8532,India<br>2022-05-25: 59.85% with two doses<br>
Tripura,2022-05-26,pct_two_doses,59.9205,India<br>2022-05-26: 59.92% with two doses<br>
Tripura,2022-05-27,pct_two_doses,59.9788,India<br>2022-05-27: 59.98% with two doses<br>
Tripura,2022-05-28,pct_two_doses,60.0135,India<br>2022-05-28: 60.01% with two doses<br>
Tripura,2022-05-29,pct_two_doses,60.0693,India<br>2022-05-29: 60.07% with two doses<br>
Tripura,2022-05-30,pct_two_doses,60.089,India<br>2022-05-30: 60.09% with two doses<br>
Tripura,2022-05-31,pct_two_doses,60.1446,India<br>2022-05-31: 60.14% with two doses<br>
Tripura,2022-06-01,pct_two_doses,60.2108,India<br>2022-06-01: 60.21% with two doses<br>
Tripura,2022-06-02,pct_two_doses,60.2535,India<br>2022-06-02: 60.25% with two doses<br>
Tripura,2022-06-03,pct_two_doses,60.3282,India<br>2022-06-03: 60.33% with two doses<br>
Tripura,2022-06-04,pct_two_doses,60.3988,India<br>2022-06-04: 60.4% with two doses<br>
Tripura,2022-06-05,pct_two_doses,60.4674,India<br>2022-06-05: 60.47% with two doses<br>
Tripura,2022-06-06,pct_two_doses,60.5057,India<br>2022-06-06: 60.51% with two doses<br>
Tripura,2022-06-07,pct_two_doses,60.5976,India<br>2022-06-07: 60.6% with two doses<br>
Tripura,2022-06-08,pct_two_doses,60.6188,India<br>2022-06-08: 60.62% with two doses<br>
Tripura,2022-06-09,pct_two_doses,60.6302,India<br>2022-06-09: 60.63% with two doses<br>
Tripura,2022-06-10,pct_two_doses,60.6546,India<br>2022-06-10: 60.65% with two doses<br>
Tripura,2022-06-11,pct_two_doses,60.6603,India<br>2022-06-11: 60.66% with two doses<br>
Tripura,2022-06-12,pct_two_doses,60.6852,India<br>2022-06-12: 60.69% with two doses<br>
Tripura,2022-06-13,pct_two_doses,60.6853,India<br>2022-06-13: 60.69% with two doses<br>
Tripura,2022-06-14,pct_two_doses,60.7358,India<br>2022-06-14: 60.74% with two doses<br>
Tripura,2022-06-15,pct_two_doses,60.8003,India<br>2022-06-15: 60.8% with two doses<br>
Tripura,2022-06-16,pct_two_doses,60.8328,India<br>2022-06-16: 60.83% with two doses<br>
Tripura,2022-06-17,pct_two_doses,60.9054,India<br>2022-06-17: 60.91% with two doses<br>
Tripura,2022-06-18,pct_two_doses,60.9653,India<br>2022-06-18: 60.97% with two doses<br>
Tripura,2022-06-19,pct_two_doses,60.9782,India<br>2022-06-19: 60.98% with two doses<br>
Tripura,2022-06-20,pct_two_doses,60.9806,India<br>2022-06-20: 60.98% with two doses<br>
Tripura,2022-06-21,pct_two_doses,61.0303,India<br>2022-06-21: 61.03% with two doses<br>
Tripura,2022-06-22,pct_two_doses,61.1125,India<br>2022-06-22: 61.11% with two doses<br>
Tripura,2022-06-23,pct_two_doses,61.164,India<br>2022-06-23: 61.16% with two doses<br>
Tripura,2022-06-24,pct_two_doses,61.2274,India<br>2022-06-24: 61.23% with two doses<br>
Tripura,2022-06-25,pct_two_doses,61.2464,India<br>2022-06-25: 61.25% with two doses<br>
Tripura,2022-06-26,pct_two_doses,61.2934,India<br>2022-06-26: 61.29% with two doses<br>
Tripura,2022-06-27,pct_two_doses,61.2963,India<br>2022-06-27: 61.3% with two doses<br>
Tripura,2022-06-28,pct_two_doses,61.4188,India<br>2022-06-28: 61.42% with two doses<br>
Tripura,2022-06-29,pct_two_doses,61.4746,India<br>2022-06-29: 61.47% with two doses<br>
Tripura,2022-06-30,pct_two_doses,61.5411,India<br>2022-06-30: 61.54% with two doses<br>
Tripura,2022-07-01,pct_two_doses,61.5711,India<br>2022-07-01: 61.57% with two doses<br>
Tripura,2022-07-02,pct_two_doses,61.6109,India<br>2022-07-02: 61.61% with two doses<br>
Tripura,2022-07-03,pct_two_doses,61.6115,India<br>2022-07-03: 61.61% with two doses<br>
Tripura,2022-07-04,pct_two_doses,61.6389,India<br>2022-07-04: 61.64% with two doses<br>
Tripura,2022-07-05,pct_two_doses,61.6735,India<br>2022-07-05: 61.67% with two doses<br>
Tripura,2022-07-06,pct_two_doses,61.6907,India<br>2022-07-06: 61.69% with two doses<br>
Uttar Pradesh,2021-03-15,pct_two_doses,0.2525,India<br>2021-03-15: 0.25% with two doses<br>
Uttar Pradesh,2021-03-16,pct_two_doses,0.2812,India<br>2021-03-16: 0.28% with two doses<br>
Uttar Pradesh,2021-03-17,pct_two_doses,0.284,India<br>2021-03-17: 0.28% with two doses<br>
Uttar Pradesh,2021-03-18,pct_two_doses,0.336,India<br>2021-03-18: 0.34% with two doses<br>
Uttar Pradesh,2021-03-19,pct_two_doses,0.3483,India<br>2021-03-19: 0.35% with two doses<br>
Uttar Pradesh,2021-03-20,pct_two_doses,0.3511,India<br>2021-03-20: 0.35% with two doses<br>
Uttar Pradesh,2021-03-21,pct_two_doses,0.3512,India<br>2021-03-21: 0.35% with two doses<br>
Uttar Pradesh,2021-03-22,pct_two_doses,0.3845,India<br>2021-03-22: 0.38% with two doses<br>
Uttar Pradesh,2021-03-23,pct_two_doses,0.3884,India<br>2021-03-23: 0.39% with two doses<br>
Uttar Pradesh,2021-03-24,pct_two_doses,0.3902,India<br>2021-03-24: 0.39% with two doses<br>
Uttar Pradesh,2021-03-25,pct_two_doses,0.4005,India<br>2021-03-25: 0.4% with two doses<br>
Uttar Pradesh,2021-03-26,pct_two_doses,0.4036,India<br>2021-03-26: 0.4% with two doses<br>
Uttar Pradesh,2021-03-27,pct_two_doses,0.4047,India<br>2021-03-27: 0.4% with two doses<br>
Uttar Pradesh,2021-03-28,pct_two_doses,0.4047,India<br>2021-03-28: 0.4% with two doses<br>
Uttar Pradesh,2021-03-29,pct_two_doses,0.4047,India<br>2021-03-29: 0.4% with two doses<br>
Uttar Pradesh,2021-03-30,pct_two_doses,0.4049,India<br>2021-03-30: 0.4% with two doses<br>
Uttar Pradesh,2021-03-31,pct_two_doses,0.4066,India<br>2021-03-31: 0.41% with two doses<br>
Uttar Pradesh,2021-04-01,pct_two_doses,0.414,India<br>2021-04-01: 0.41% with two doses<br>
Uttar Pradesh,2021-04-02,pct_two_doses,0.4717,India<br>2021-04-02: 0.47% with two doses<br>
Uttar Pradesh,2021-04-03,pct_two_doses,0.4765,India<br>2021-04-03: 0.48% with two doses<br>
Uttar Pradesh,2021-04-04,pct_two_doses,0.4792,India<br>2021-04-04: 0.48% with two doses<br>
Uttar Pradesh,2021-04-05,pct_two_doses,0.5011,India<br>2021-04-05: 0.5% with two doses<br>
Uttar Pradesh,2021-04-06,pct_two_doses,0.5168,India<br>2021-04-06: 0.52% with two doses<br>
Uttar Pradesh,2021-04-07,pct_two_doses,0.5225,India<br>2021-04-07: 0.52% with two doses<br>
Uttar Pradesh,2021-04-08,pct_two_doses,0.5304,India<br>2021-04-08: 0.53% with two doses<br>
Uttar Pradesh,2021-04-09,pct_two_doses,0.5454,India<br>2021-04-09: 0.55% with two doses<br>
Uttar Pradesh,2021-04-10,pct_two_doses,0.5503,India<br>2021-04-10: 0.55% with two doses<br>
Uttar Pradesh,2021-04-11,pct_two_doses,0.5626,India<br>2021-04-11: 0.56% with two doses<br>
Uttar Pradesh,2021-04-12,pct_two_doses,0.5972,India<br>2021-04-12: 0.6% with two doses<br>
Uttar Pradesh,2021-04-13,pct_two_doses,0.6172,India<br>2021-04-13: 0.62% with two doses<br>
Uttar Pradesh,2021-04-14,pct_two_doses,0.632,India<br>2021-04-14: 0.63% with two doses<br>
Uttar Pradesh,2021-04-15,pct_two_doses,0.659,India<br>2021-04-15: 0.66% with two doses<br>
Uttar Pradesh,2021-04-16,pct_two_doses,0.6934,India<br>2021-04-16: 0.69% with two doses<br>
Uttar Pradesh,2021-04-17,pct_two_doses,0.7156,India<br>2021-04-17: 0.72% with two doses<br>
Uttar Pradesh,2021-04-18,pct_two_doses,0.7165,India<br>2021-04-18: 0.72% with two doses<br>
Uttar Pradesh,2021-04-19,pct_two_doses,0.7488,India<br>2021-04-19: 0.75% with two doses<br>
Uttar Pradesh,2021-04-20,pct_two_doses,0.7842,India<br>2021-04-20: 0.78% with two doses<br>
Uttar Pradesh,2021-04-21,pct_two_doses,0.8044,India<br>2021-04-21: 0.8% with two doses<br>
Uttar Pradesh,2021-04-22,pct_two_doses,0.8345,India<br>2021-04-22: 0.83% with two doses<br>
Uttar Pradesh,2021-04-23,pct_two_doses,0.864,India<br>2021-04-23: 0.86% with two doses<br>
Uttar Pradesh,2021-04-24,pct_two_doses,0.8878,India<br>2021-04-24: 0.89% with two doses<br>
Uttar Pradesh,2021-04-25,pct_two_doses,0.8892,India<br>2021-04-25: 0.89% with two doses<br>
Uttar Pradesh,2021-04-26,pct_two_doses,0.9173,India<br>2021-04-26: 0.92% with two doses<br>
Uttar Pradesh,2021-04-27,pct_two_doses,0.9367,India<br>2021-04-27: 0.94% with two doses<br>
Uttar Pradesh,2021-04-28,pct_two_doses,0.9558,India<br>2021-04-28: 0.96% with two doses<br>
Uttar Pradesh,2021-04-29,pct_two_doses,0.9907,India<br>2021-04-29: 0.99% with two doses<br>
Uttar Pradesh,2021-04-30,pct_two_doses,1.0301,India<br>2021-04-30: 1.03% with two doses<br>
Uttar Pradesh,2021-05-01,pct_two_doses,1.054,India<br>2021-05-01: 1.05% with two doses<br>
Uttar Pradesh,2021-05-02,pct_two_doses,1.0539,India<br>2021-05-02: 1.05% with two doses<br>
Uttar Pradesh,2021-05-03,pct_two_doses,1.0867,India<br>2021-05-03: 1.09% with two doses<br>
Uttar Pradesh,2021-05-04,pct_two_doses,1.119,India<br>2021-05-04: 1.12% with two doses<br>
Uttar Pradesh,2021-05-05,pct_two_doses,1.1491,India<br>2021-05-05: 1.15% with two doses<br>
Uttar Pradesh,2021-05-06,pct_two_doses,1.182,India<br>2021-05-06: 1.18% with two doses<br>
Uttar Pradesh,2021-05-07,pct_two_doses,1.2115,India<br>2021-05-07: 1.21% with two doses<br>
Uttar Pradesh,2021-05-08,pct_two_doses,1.2349,India<br>2021-05-08: 1.23% with two doses<br>
Uttar Pradesh,2021-05-09,pct_two_doses,1.2351,India<br>2021-05-09: 1.24% with two doses<br>
Uttar Pradesh,2021-05-10,pct_two_doses,1.268,India<br>2021-05-10: 1.27% with two doses<br>
Uttar Pradesh,2021-05-11,pct_two_doses,1.302,India<br>2021-05-11: 1.3% with two doses<br>
Uttar Pradesh,2021-05-12,pct_two_doses,1.3364,India<br>2021-05-12: 1.34% with two doses<br>
Uttar Pradesh,2021-05-13,pct_two_doses,1.3837,India<br>2021-05-13: 1.38% with two doses<br>
Uttar Pradesh,2021-05-14,pct_two_doses,1.4122,India<br>2021-05-14: 1.41% with two doses<br>
Uttar Pradesh,2021-05-15,pct_two_doses,1.4477,India<br>2021-05-15: 1.45% with two doses<br>
Uttar Pradesh,2021-05-16,pct_two_doses,1.4479,India<br>2021-05-16: 1.45% with two doses<br>
Uttar Pradesh,2021-05-17,pct_two_doses,1.4561,India<br>2021-05-17: 1.46% with two doses<br>
Uttar Pradesh,2021-05-18,pct_two_doses,1.4619,India<br>2021-05-18: 1.46% with two doses<br>
Uttar Pradesh,2021-05-19,pct_two_doses,1.4662,India<br>2021-05-19: 1.47% with two doses<br>
Uttar Pradesh,2021-05-20,pct_two_doses,1.473,India<br>2021-05-20: 1.47% with two doses<br>
Uttar Pradesh,2021-05-21,pct_two_doses,1.4799,India<br>2021-05-21: 1.48% with two doses<br>
Uttar Pradesh,2021-05-22,pct_two_doses,1.4864,India<br>2021-05-22: 1.49% with two doses<br>
Uttar Pradesh,2021-05-23,pct_two_doses,1.4867,India<br>2021-05-23: 1.49% with two doses<br>
