Updated On,State,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine,Tag (People in Quarantine),Total People Released From Quarantine,People in ICU,People on Ventilators,Num Isolation Beds,Num ICU Beds,Num Ventilators,Total PPE,Total N95 Masks,Corona Enquiry Calls,Num Calls State Helpline,Source1,Source2,...23,Test positivity rate,Tests per thousand,Tests per million,Tests per positive case,Population NCP 2019 Projection
08/07/2020,Nagaland,NA,Samples Sent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/04/2020,Odisha,1395,Tested,20,1108,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/HFWOdisha/status/1246135145230303232,NA,NA,1.43%,0.03,32,70,43671000
07/04/2020,Odisha,2441,Tested,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/HFWOdisha/status/1247579939206909953,NA,NA,1.72%,0.06,56,58,43671000
08/04/2020,Odisha,2441,Tested,42,2399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/,NA,NA,1.72%,0.06,56,58,43671000
09/04/2020,Odisha,3249,Tested,48,3201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/,NA,NA,1.48%,0.07,74,68,43671000
10/04/2020,Odisha,3547,Tested,50,3497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/,NA,NA,1.41%,0.08,81,71,43671000
11/04/2020,Odisha,3551,Tested,51,3497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/,NA,NA,1.44%,0.08,81,70,43671000
12/04/2020,Odisha,3862,Tested,54,3808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/,NA,NA,1.40%,0.09,88,72,43671000
13/04/2020,Odisha,4170,Tested,54,4116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/,NA,NA,1.29%,0.1,95,77,43671000
14/04/2020,Odisha,4734,Tested,56,4678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/,NA,NA,1.18%,0.11,108,85,43671000
15/04/2020,Odisha,5537,Tested,60,5477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/,NA,NA,1.08%,0.13,127,92,43671000
16/04/2020,Odisha,6734,Tested,60,6674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/pdf/covid-19-Analysis-Report-16042020.pdf,https://health.odisha.gov.in/,NA,0.89%,0.15,154,112,43671000
17/04/2020,Odisha,7577,Tested,60,7517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/pdf/covid-19-Analysis-Report-17042020.pdf,https://health.odisha.gov.in/,NA,0.79%,0.17,174,126,43671000
18/04/2020,Odisha,8619,Tested,60,8559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/pdf/covid-19-Analysis-Report-17042020.pdf,NA,NA,0.70%,0.2,197,144,43671000
19/04/2020,Odisha,9690,Tested,61,9629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/pdf/covid-19-Analysis-Report-19042020.pdf,https://health.odisha.gov.in/,NA,0.63%,0.22,222,159,43671000
20/04/2020,Odisha,10641,Tested,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/,https://health.odisha.gov.in/pdf/covid-19-Analysis-Report-20042020.pdf,NA,0.64%,0.24,244,156,43671000
21/04/2020,Odisha,11748,Tested,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-21042020Eng.pdf,NA,NA,0.67%,0.27,269,149,43671000
22/04/2020,Odisha,13775,Tested,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/,NA,NA,0.60%,0.32,315,166,43671000
23/04/2020,Odisha,15984,Tested,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-23042020Eng.pdf,NA,NA,0.56%,0.37,366,180,43671000
24/04/2020,Odisha,18458,Tested,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/pdf/news-covid-19-press%20meet-24042020Eng.pdf,NA,NA,0.51%,0.42,423,196,43671000
25/04/2020,Odisha,20599,Tested,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/pdf/news-covid-19-press%20meet-25042020Eng.pdf,NA,NA,0.46%,0.47,472,219,43671000
26/04/2020,Odisha,22816,Tested,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/pdf/news-covid-19-press%20meet-26042020Eng.pdf,https://twitter.com/HFWOdisha/status/1254251273689464832?s=09,NA,0.45%,0.52,522,222,43671000
27/04/2020,Odisha,25103,Tested,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-27042020Eng.pdf,NA,NA,0.44%,0.57,575,226,43671000
28/04/2020,Odisha,26687,Tested,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-28042020Eng.pdf,NA,NA,0.44%,0.61,611,226,43671000
29/04/2020,Odisha,29108,Tested,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-29042020Eng.pdf,NA,NA,0.42%,0.67,667,239,43671000
30/04/2020,Odisha,31696,Tested,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/covid19-dashboard.html,NA,NA,0.45%,0.73,726,223,43671000
01/05/2020,Odisha,34133,Tested,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/covid19-dashboard.html,NA,NA,0.44%,0.78,782,229,43671000
02/05/2020,Odisha,36593,Tested,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-02052020Eng.pdf,NA,NA,0.43%,0.84,838,233,43671000
03/05/2020,Odisha,38658,Tested,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-03052020Eng.pdf,NA,NA,0.42%,0.89,885,239,43671000
04/05/2020,Odisha,41128,Tested,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-04052020Eng.pdf,NA,NA,0.41%,0.94,942,243,43671000
05/05/2020,Odisha,44663,Tested,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/covid19-dashboard.html,NA,NA,0.38%,1.02,1023,263,43671000
06/05/2020,Odisha,47454,Tested,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-06052020Eng.pdf,https://health.odisha.gov.in/,NA,0.39%,1.09,1087,257,43671000
07/05/2020,Odisha,50514,Tested,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-07052020Eng.pdf,https://health.odisha.gov.in/,NA,0.41%,1.16,1157,242,43671000
08/05/2020,Odisha,52974,Tested,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-08052020Eng.pdf,https://health.odisha.gov.in/,NA,0.51%,1.21,1213,195,43671000
09/05/2020,Odisha,56322,Tested,294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-09052020Eng.pdf,https://health.odisha.gov.in/,NA,0.52%,1.29,1290,192,43671000
10/05/2020,Odisha,59780,Tested,362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/,NA,NA,0.61%,1.37,1369,165,43671000
11/05/2020,Odisha,63478,Tested,414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/covid19-dashboard.html,NA,NA,0.65%,1.45,1454,153,43671000
12/05/2020,Odisha,68057,Tested,437,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,NA,NA,NA,NA,614135,https://statedashboard.odisha.gov.in/,https://health.odisha.gov.in/covid19-dashboard.html,NA,0.64%,1.56,1558,156,43671000
13/05/2020,Odisha,72756,Tested,538,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,NA,NA,NA,NA,622435,https://statedashboard.odisha.gov.in/,https://health.odisha.gov.in/covid19-dashboard.html,NA,0.74%,1.67,1666,135,43671000
14/05/2020,Odisha,77150,Tested,611,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,NA,NA,NA,NA,630627,https://statedashboard.odisha.gov.in/,https://t.me/Covid19india_Auxiliary_Test_Data/4,NA,0.79%,1.77,1767,126,43671000
15/05/2020,Odisha,81919,Tested,672,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,NA,NA,NA,NA,639645,https://statedashboard.odisha.gov.in/,https://t.me/Covid19india_Auxiliary_Test_Data/17?single,NA,0.82%,1.88,1876,122,43671000
16/05/2020,Odisha,86140,Tested,737,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,NA,NA,NA,NA,648637,https://t.me/Covid19india_Auxiliary_Test_Data/26?single,https://statedashboard.odisha.gov.in/,NA,0.86%,1.97,1972,117,43671000
17/05/2020,Odisha,91223,Tested,828,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,NA,NA,NA,NA,657605,https://t.me/Covid19india_Auxiliary_Test_Data/34?single,https://statedashboard.odisha.gov.in/,NA,0.91%,2.09,2089,110,43671000
18/05/2020,Odisha,95766,Tested,876,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,NA,NA,NA,NA,665473,https://t.me/Covid19india_Auxiliary_Test_Data/44?single,https://statedashboard.odisha.gov.in/,NA,0.91%,2.19,2193,109,43671000
19/05/2020,Odisha,100302,Tested,978,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,NA,NA,NA,NA,665473,https://t.me/Covid19india_Auxiliary_Test_Data/57?single,https://statedashboard.odisha.gov.in/,NA,0.98%,2.3,2297,103,43671000
20/05/2020,Odisha,105914,Tested,1052,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,NA,NA,NA,NA,672470,https://t.me/Covid19india_Auxiliary_Test_Data/73,https://statedashboard.odisha.gov.in/,NA,0.99%,2.43,2425,101,43671000
21/05/2020,Odisha,108432,Tested,1103,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,NA,NA,NA,NA,686714,https://t.me/Covid19india_Auxiliary_Test_Data/86?single,https://statedashboard.odisha.gov.in/,NA,1.02%,2.48,2483,98,43671000
22/05/2020,Odisha,113437,Tested,1189,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,NA,NA,NA,NA,693896,https://t.me/Covid19india_Auxiliary_Test_Data/100?single,https://statedashboard.odisha.gov.in/,NA,1.05%,2.6,2598,95,43671000
23/05/2020,Odisha,118446,Tested,1269,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/111?single,https://statedashboard.odisha.gov.in/,NA,1.07%,2.71,2712,93,43671000
24/05/2020,Odisha,123834,Tested,1335,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,NA,NA,NA,NA,701029,https://t.me/Covid19india_Auxiliary_Test_Data/133?single,https://statedashboard.odisha.gov.in/,NA,1.08%,2.84,2836,93,43671000
25/05/2020,Odisha,127776,Tested,1438,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/147?single,https://statedashboard.odisha.gov.in/,NA,1.13%,2.93,2926,89,43671000
26/05/2020,Odisha,131595,Tested,1517,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/161?single,https://statedashboard.odisha.gov.in/,NA,1.15%,3.01,3013,87,43671000
27/05/2020,Odisha,136274,Tested,1593,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/179?single,https://statedashboard.odisha.gov.in/,NA,1.17%,3.12,3120,86,43671000
28/05/2020,Odisha,139311,Tested,1660,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/197,https://statedashboard.odisha.gov.in/,NA,1.19%,3.19,3190,84,43671000
29/05/2020,Odisha,143570,Tested,1723,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,NA,NA,NA,NA,720551,https://t.me/Covid19india_Auxiliary_Test_Data/212?single,https://statedashboard.odisha.gov.in/,NA,1.20%,3.29,3288,83,43671000
30/05/2020,Odisha,147490,Tested,1819,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/230?single,https://statedashboard.odisha.gov.in/,NA,1.23%,3.38,3377,81,43671000
31/05/2020,Odisha,152131,Tested,1948,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/240?single,https://statedashboard.odisha.gov.in/,NA,1.28%,3.48,3484,78,43671000
01/06/2020,Odisha,155690,Tested,2104,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/256?single,https://statedashboard.odisha.gov.in/,NA,1.35%,3.57,3565,74,43671000
02/06/2020,Odisha,159567,Tested,2245,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,NA,NA,NA,NA,749407,https://t.me/Covid19india_Auxiliary_Test_Data/265?single,https://statedashboard.odisha.gov.in/,NA,1.41%,3.65,3654,71,43671000
03/06/2020,Odisha,162891,Tested,2388,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/284?single,https://statedashboard.odisha.gov.in/,NA,1.47%,3.73,3730,68,43671000
04/06/2020,Odisha,165824,Tested,2478,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/297?single,https://statedashboard.odisha.gov.in/,NA,1.49%,3.8,3797,67,43671000
05/06/2020,Odisha,169010,Tested,2608,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/317?single,https://statedashboard.odisha.gov.in/,NA,1.54%,3.87,3870,65,43671000
06/06/2020,Odisha,172598,Tested,2781,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/325,https://statedashboard.odisha.gov.in/,NA,1.61%,3.95,3952,62,43671000
07/06/2020,Odisha,176098,Tested,2856,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/344?single,https://statedashboard.odisha.gov.in/,NA,1.62%,4.03,4032,62,43671000
08/06/2020,Odisha,179415,Tested,2994,NA,NA,NA,NA,NA,NA,NA,NA,NA,326,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/358?single,https://statedashboard.odisha.gov.in/,NA,1.67%,4.11,4108,60,43671000
09/06/2020,Odisha,182384,Tested,3140,NA,NA,NA,NA,NA,NA,NA,NA,NA,326,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/376?single,https://statedashboard.odisha.gov.in/,NA,1.72%,4.18,4176,58,43671000
10/06/2020,Odisha,185401,Tested,3250,NA,NA,NA,NA,NA,NA,NA,NA,NA,326,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/390?single,https://statedashboard.odisha.gov.in/,NA,1.75%,4.25,4245,57,43671000
11/06/2020,Odisha,188743,Tested,3386,NA,NA,NA,NA,NA,NA,NA,NA,NA,326,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/405?single,https://statedashboard.odisha.gov.in/,NA,1.79%,4.32,4322,56,43671000
12/06/2020,Odisha,192576,Tested,3477,NA,NA,NA,NA,NA,NA,NA,NA,NA,326,NA,NA,NA,NA,NA,https://statedashboard.odisha.gov.in/,https://statedashboard.odisha.gov.in/,NA,1.81%,4.41,4410,55,43671000
13/06/2020,Odisha,196456,Tested,3723,NA,NA,NA,NA,NA,NA,NA,NA,NA,326,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/437?single,https://statedashboard.odisha.gov.in/,NA,1.90%,4.5,4499,53,43671000
14/06/2020,Odisha,200014,Tested,3909,NA,NA,NA,NA,NA,NA,NA,NA,NA,326,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/449?single,https://statedashboard.odisha.gov.in/,NA,1.95%,4.58,4580,51,43671000
15/06/2020,Odisha,202513,Tested,4055,NA,NA,NA,NA,NA,NA,NA,NA,NA,326,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/475?single,https://statedashboard.odisha.gov.in/,NA,2.00%,4.64,4637,50,43671000
16/06/2020,Odisha,205501,Tested,4163,NA,NA,NA,NA,NA,NA,NA,NA,NA,346,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/494?single,https://statedashboard.odisha.gov.in/,NA,2.03%,4.71,4706,49,43671000
17/06/2020,Odisha,208472,Tested,4338,NA,NA,NA,NA,NA,NA,NA,NA,NA,346,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/511?single,https://statedashboard.odisha.gov.in/,NA,2.08%,4.77,4774,48,43671000
18/06/2020,Odisha,212224,Tested,4512,NA,NA,NA,NA,NA,NA,NA,NA,NA,346,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/527?single,https://statedashboard.odisha.gov.in/,NA,2.13%,4.86,4860,47,43671000
19/06/2020,Odisha,216607,Tested,4677,NA,NA,NA,NA,NA,NA,NA,NA,NA,342,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/546?single,https://statedashboard.odisha.gov.in/,NA,2.16%,4.96,4960,46,43671000
20/06/2020,Odisha,219774,Tested,4856,NA,NA,NA,NA,NA,NA,NA,NA,NA,342,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/564?single,https://statedashboard.odisha.gov.in/,NA,2.21%,5.03,5032,45,43671000
21/06/2020,Odisha,224402,Tested,5160,NA,NA,NA,NA,NA,NA,NA,NA,NA,342,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/580?single,https://statedashboard.odisha.gov.in/,NA,2.30%,5.14,5138,43,43671000
22/06/2020,Odisha,227860,Tested,5303,NA,NA,NA,NA,NA,NA,NA,NA,5547,342,NA,NA,NA,NA,NA,NA,https://statedashboard.odisha.gov.in/,NA,2.33%,5.22,5218,43,43671000
23/06/2020,Odisha,231356,Tested,5470,NA,NA,NA,NA,NA,NA,NA,NA,5547,342,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/626?single,https://statedashboard.odisha.gov.in/,NA,2.36%,5.3,5298,42,43671000
24/06/2020,Odisha,235627,Tested,5752,NA,NA,NA,NA,NA,NA,NA,NA,5547,342,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/642?single,https://statedashboard.odisha.gov.in/,NA,2.44%,5.4,5396,41,43671000
25/06/2020,Odisha,239815,Tested,5962,NA,NA,NA,NA,NA,NA,NA,NA,5547,342,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/664?single,https://statedashboard.odisha.gov.in/,NA,2.49%,5.49,5491,40,43671000
26/06/2020,Odisha,244588,Tested,6180,NA,NA,NA,NA,NA,NA,NA,NA,5547,342,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/682?single,https://statedashboard.odisha.gov.in/,NA,2.53%,5.6,5601,40,43671000
27/06/2020,Odisha,249902,Tested,6350,NA,NA,NA,NA,NA,NA,NA,NA,5547,342,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/689,https://statedashboard.odisha.gov.in/,NA,2.54%,5.72,5722,39,43671000
28/06/2020,Odisha,255809,Tested,6614,NA,NA,NA,NA,NA,NA,NA,NA,5547,342,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/730?single,https://statedashboard.odisha.gov.in/,NA,2.59%,5.86,5858,39,43671000
29/06/2020,Odisha,260428,Tested,6859,NA,NA,NA,NA,NA,NA,NA,NA,5547,342,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/767?single,https://statedashboard.odisha.gov.in/,NA,2.63%,5.96,5963,38,43671000
30/06/2020,Odisha,265431,Tested,7065,NA,NA,NA,NA,NA,NA,NA,NA,5547,342,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/800?single,https://statedashboard.odisha.gov.in/,NA,2.66%,6.08,6078,38,43671000
01/07/2020,Odisha,270678,Tested,7316,NA,NA,NA,NA,NA,NA,NA,NA,5547,342,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/811,https://statedashboard.odisha.gov.in/,NA,2.70%,6.2,6198,37,43671000
02/07/2020,Odisha,274672,Tested,7545,NA,NA,NA,NA,NA,NA,NA,NA,5547,342,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/860?single,https://statedashboard.odisha.gov.in/,NA,2.75%,6.29,6290,36,43671000
03/07/2020,Odisha,281523,Tested,8106,NA,NA,NA,NA,NA,NA,NA,NA,5547,342,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/876?single,https://statedashboard.odisha.gov.in/,NA,2.88%,6.45,6446,35,43671000
04/07/2020,Odisha,287090,Tested,8601,NA,NA,NA,NA,NA,NA,NA,NA,5547,342,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/892,https://statedashboard.odisha.gov.in/,NA,3.00%,6.57,6574,33,43671000
05/07/2020,Odisha,292407,Tested,9070,NA,NA,NA,NA,NA,NA,NA,NA,5547,342,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/943?single,https://statedashboard.odisha.gov.in/,NA,3.10%,6.7,6696,32,43671000
06/07/2020,Odisha,297234,Tested,9526,NA,NA,NA,NA,NA,NA,NA,NA,5547,342,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/969?single,https://statedashboard.odisha.gov.in/,NA,3.20%,6.81,6806,31,43671000
07/07/2020,Odisha,302780,Tested,10097,NA,NA,NA,NA,NA,NA,NA,NA,5547,342,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/978,https://statedashboard.odisha.gov.in/,NA,3.33%,6.93,6933,30,43671000
08/08/2020,Odisha,308698,Tested,10624,NA,NA,NA,NA,NA,NA,NA,NA,5547,342,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/1003,https://statedashboard.odisha.gov.in/,NA,3.44%,7.07,7069,29,43671000
18/04/2020,Puducherry,1207,Samples Sent,7,1159,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19dashboard.py.gov.in/,NA,NA,0.58%,0.8,803,172,1504000
19/04/2020,Puducherry,1245,Samples Sent,7,1214,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19dashboard.py.gov.in/,NA,NA,0.56%,0.83,828,178,1504000
20/04/2020,Puducherry,1272,Samples Sent,7,1232,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19dashboard.py.gov.in/,NA,NA,0.55%,0.85,846,182,1504000
21/04/2020,Puducherry,1319,Samples Sent,7,1272,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19dashboard.py.gov.in/Home/TestResultsReport,NA,NA,0.53%,0.88,877,188,1504000
22/04/2020,Puducherry,1473,Samples Sent,7,1354,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19dashboard.py.gov.in/Home/TestResultsReport,NA,NA,0.48%,0.98,979,210,1504000
23/04/2020,Puducherry,1548,Samples Sent,7,1513,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19dashboard.py.gov.in/Home/TestResultsReport,NA,NA,0.45%,1.03,1029,221,1504000
24/04/2020,Puducherry,1704,Samples Sent,7,1657,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19dashboard.py.gov.in/Home/TestResultsReport,NA,NA,0.41%,1.13,1133,243,1504000
25/04/2020,Puducherry,1864,Samples Sent,8,1793,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19dashboard.py.gov.in/Home/TestResultsReport,NA,NA,0.43%,1.24,1239,233,1504000
26/04/2020,Puducherry,1977,Samples Sent,8,1902,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19dashboard.py.gov.in/Home/TestResultsReport,NA,NA,0.40%,1.31,1314,247,1504000
27/04/2020,Puducherry,2014,Samples Sent,8,1942,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19dashboard.py.gov.in/,NA,NA,0.40%,1.34,1339,252,1504000
28/04/2020,Puducherry,2156,Samples Sent,8,2099,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19dashboard.py.gov.in/,NA,NA,0.37%,1.43,1434,270,1504000
29/04/2020,Puducherry,2228,Samples Sent,8,2150,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19dashboard.py.gov.in/,NA,NA,0.36%,1.48,1481,279,1504000
30/04/2020,Puducherry,2353,Samples Sent,8,2292,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19dashboard.py.gov.in/,NA,NA,0.34%,1.56,1564,294,1504000
